TestCase,used_classes,changeProneness,linesRatio,Max,Avg,Min,Sum,HarmonicMean,GeometricMean,StandardDeviation,MaxLinesRatio,AvgLinesRatio,MinLinesRatio,SumLinesRatio,HarmonicMeanLinesRatio,GeometricMeanLinesRatio,StandardDeviationLinesRatio
org.apache.commons.lang.math.NumberUtilsTest.testMaximumInt,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.NumberUtilsTest.testCreateInteger,"[""Integer"", ""NumberUtilsTest"", ""NumberUtils"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testMinFloat,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase"", ""TestCase"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testMaxInt,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase"", ""TestCase"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.NumberUtilsTest.testStringToIntStringI,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.time.DurationFormatUtilsTest.testFormatDuration,"[""DurationFormatUtils"", ""DurationFormatUtilsTest"", ""TestCase"", ""Calendar"", ""Calendar"", ""Calendar"", ""Calendar"", ""Date"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer""]","[0.2222222222222222, 0.2222222222222222]","[291.6666666666667, 201.33333333333334]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,291.6666666666667,246.5,201.33333333333334,493.0,238.22402524228085,242.32668491567787,45.16666666666667
org.apache.commons.lang.math.NumberUtilsTest.testMaxByte,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase"", ""TestCase"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testMinInt,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase"", ""TestCase"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testToLongString,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.NumberUtilsTest.testMinimumLong,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testCreateBigInteger,"[""BigInteger"", ""NumberUtilsTest"", ""NumberUtils"", ""TestCase"", ""NumberUtilsTest""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testCreateDouble,"[""Double"", ""NumberUtilsTest"", ""NumberUtils"", ""TestCase"", ""NumberUtilsTest""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.NumberUtilsTest.testPublicNoArgConstructor,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.NumberUtilsTest.testCreateLong,"[""Long"", ""NumberUtilsTest"", ""NumberUtils"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testCreateFloat,"[""Float"", ""NumberUtilsTest"", ""NumberUtils"", ""TestCase"", ""NumberUtilsTest""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testCreateLong,"[""Long"", ""NumberUtilsTest"", ""NumberUtils"", ""TestCase"", ""NumberUtilsTest""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testMinimumByte,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.time.DurationFormatUtilsTest.testFormatDurationISO,"[""DurationFormatUtils"", ""DurationFormatUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[291.6666666666667, 201.33333333333334]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,291.6666666666667,246.5,201.33333333333334,493.0,238.22402524228085,242.32668491567787,45.16666666666667
org.apache.commons.lang.time.DurationFormatUtilsTest.testFormatDurationPluralWords,"[""DurationFormatUtils"", ""DurationFormatUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[291.6666666666667, 201.33333333333334]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,291.6666666666667,246.5,201.33333333333334,493.0,238.22402524228085,242.32668491567787,45.16666666666667
org.apache.commons.lang.NumberUtilsTest.testCreateDouble,"[""Double"", ""NumberUtilsTest"", ""NumberUtils"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testCompareDouble,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testCreateBigIntegerFailure,"[""NumberUtils"", ""NumberUtilsTest"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.NumberUtilsTest.testMinimumInt,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.NumberUtilsTest.testCreateNumber,"[""Float"", ""NumberUtilsTest"", ""NumberUtils"", ""TestCase"", ""Integer"", ""Double"", ""Long"", ""BigInteger"", ""Number"", ""TestCase"", ""SystemUtils"", ""BigDecimal"", ""Long""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testCreateNumber,"[""Float"", ""NumberUtilsTest"", ""NumberUtils"", ""TestCase"", ""Integer"", ""Double"", ""Long"", ""Number"", ""TestCase"", ""BigInteger"", ""SystemUtils"", ""BigDecimal"", ""Long""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testCreateLongFailure,"[""NumberUtils"", ""NumberUtilsTest"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testCreateDoubleFailure,"[""NumberUtils"", ""NumberUtilsTest"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testMinimumLong,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testToIntStringI,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testMaximumByte,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testToLongStringL,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testMinimumInt,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testIsNumber,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase"", ""NumberUtilsTest""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testEqualsByte,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testIsDigits,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testEqualsShort,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testEqualsInt,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testConstructor,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase"", ""NumberUtilsTest"", ""Class"", ""TestCase"", ""Constructor"", ""Modifier"", ""TestCase"", ""Class"", ""Modifier""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testToFloatStringF,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.NumberUtilsTest.testIsNumber,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase"", ""NumberUtilsTest""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.NumberUtilsTest.testCreateBigDecimal,"[""BigDecimal"", ""NumberUtilsTest"", ""NumberUtils"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testMinDouble,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase"", ""TestCase"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testStringToIntStringI,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.time.DurationFormatUtilsTest.testFormatDurationWords,"[""DurationFormatUtils"", ""DurationFormatUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[291.6666666666667, 201.33333333333334]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,291.6666666666667,246.5,201.33333333333334,493.0,238.22402524228085,242.32668491567787,45.16666666666667
org.apache.commons.lang.math.NumberUtilsTest.testCompareFloat,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testToIntString,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testMaximumFloat,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testMinimumFloat,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
org.apache.commons.lang.math.NumberUtilsTest.testMaxLong,"[""NumberUtils"", ""NumberUtilsTest"", ""TestCase"", ""TestCase"", ""TestCase""]","[0.2222222222222222, 0.2222222222222222]","[452.6666666666667, 396.44444444444446]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,452.6666666666667,424.55555555555554,396.44444444444446,849.1111111111111,422.69423362121614,423.62387230323196,28.111111111111114
