Method,Used Classes
org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests.testAdd,"ArrayList, Range, DefaultBoxAndWhiskerCategoryDataset, BoxAndWhiskerItem, DefaultBoxAndWhiskerCategoryDatasetTests, Number"
org.jfree.data.junit.DefaultKeyedValuesTests.testConstructor,"DefaultKeyedValuesTests, DefaultKeyedValues"
org.jfree.data.time.junit.TimePeriodValueTests.testEqualsSelf,"TimePeriodValue, TimePeriodValueTests, Day"
org.jfree.chart.plot.junit.PiePlot3DTests.testEquals,"PiePlot3DTests, PiePlot3D"
org.jfree.chart.renderer.category.junit.BarRendererTests.testHashcode,"BarRendererTests, BarRenderer"
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullMean,"Exception, Double, JFreeChart, BoxAndWhiskerRendererTests, DefaultBoxAndWhiskerCategoryDataset, BoxAndWhiskerItem, CategoryAxis, CategoryPlot, BoxAndWhiskerRenderer, ChartRenderingInfo, NumberAxis"
org.jfree.data.statistics.junit.BoxAndWhiskerCalculatorTests.testCalculateBoxAndWhiskerStatistics,"Double, ArrayList, BoxAndWhiskerCalculatorTests, BoxAndWhiskerItem, BoxAndWhiskerCalculator, Number, List"
org.jfree.data.time.junit.TimePeriodAnchorTests.testSerialization,"Exception, ObjectOutput, ByteArrayOutputStream, PrintStream, ObjectInputStream, TimePeriodAnchorTests, ObjectOutputStream, ByteArrayInputStream, ObjectInput"
org.jfree.chart.labels.junit.BubbleXYItemLabelGeneratorTests.testPublicCloneable,"BubbleXYItemLabelGenerator, BubbleXYItemLabelGeneratorTests"
org.jfree.data.junit.DefaultKeyedValues2DTests.testRemoveColumnByKey,"Double, DefaultKeyedValues2D, Number, DefaultKeyedValues2DTests"
org.jfree.chart.axis.junit.DateAxisTests.testBug2201869,"DateTickUnit, SimpleDateFormat, GregorianCalendar, DateAxis, Day, DateTick, Rectangle2D$Double, AxisState, DateAxisTests, BufferedImage, TimeZone, List"
org.jfree.data.xy.junit.VectorSeriesTests.testClear,"VectorSeriesTests, VectorSeries"
org.jfree.data.time.ohlc.junit.OHLCTests.testEquals,"OHLC, OHLCTests"
org.jfree.chart.renderer.xy.junit.XYSplineRendererTests.testHashcode,"XYSplineRendererTests, XYSplineRenderer"
org.jfree.chart.junit.ScatterPlotTests.testSetSeriesToolTipGenerator,"JFreeChart, XYItemRenderer, ScatterPlotTests, XYPlot, StandardXYToolTipGenerator"
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testCloning,"Object, CloneNotSupportedException, BoxAndWhiskerRendererTests, BoxAndWhiskerRenderer"
org.jfree.data.xy.junit.XYIntervalSeriesCollectionTests.testEquals,"XYIntervalSeries, XYIntervalSeriesCollection, XYIntervalSeriesCollectionTests"
org.jfree.data.time.junit.FixedMillisecondTests.testNotCloneable,"FixedMillisecondTests, FixedMillisecond"
org.jfree.data.time.junit.WeekTests.testSerialization,"Exception, ObjectOutput, ByteArrayOutputStream, WeekTests, ObjectInputStream, Week, ObjectOutputStream, ByteArrayInputStream, ObjectInput"
org.jfree.data.junit.KeyedObjectsTests.testCloning2,"Object, ArrayList, KeyedObjectsTests, CloneNotSupportedException, DefaultPieDataset, KeyedObjects"
org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateToFindRangeBounds1_XYDataset,"DatasetUtilitiesTests, XYSeriesCollection, ArrayList, Range, DatasetUtilities"
org.jfree.chart.junit.XYLineChartTests.testSetSeriesToolTipGenerator,"JFreeChart, XYLineChartTests, XYItemRenderer, XYPlot, StandardXYToolTipGenerator"
org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests.testCloning1,"Object, CloneNotSupportedException, AbstractCategoryItemRenderer, BarRenderer, AbstractCategoryItemRendererTests, StandardCategoryItemLabelGenerator"
org.jfree.chart.labels.junit.HighLowItemLabelGeneratorTests.testCloning,"HighLowItemLabelGeneratorTests, CloneNotSupportedException, Object, HighLowItemLabelGenerator"
org.jfree.data.xy.junit.XYDataItemTests.testEquals,"XYDataItem, XYDataItemTests, Double"
org.jfree.data.statistics.junit.DefaultStatisticalCategoryDatasetTests.testAdd,"DefaultStatisticalCategoryDataset, Number, DefaultStatisticalCategoryDatasetTests"
org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests.testRemoveSubplot,"CombinedRangeCategoryPlot, CategoryPlot, CombinedRangeCategoryPlotTests, List"
org.jfree.data.xy.junit.TableXYDatasetTests.testTableXYDataset,"DefaultTableXYDataset, XYSeries, Number, TableXYDatasetTests"
org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests.testEquals,"LineAndShapeRenderer, DefaultCategoryDataset, BarRenderer, CombinedDomainCategoryPlot, CategoryAxis, CategoryPlot, StandardCategoryToolTipGenerator, CombinedDomainCategoryPlotTests, NumberAxis"
org.jfree.data.statistics.junit.DefaultMultiValueCategoryDatasetTests.testCloning,"Object, ArrayList, DefaultMultiValueCategoryDatasetTests, CloneNotSupportedException, DefaultMultiValueCategoryDataset, Integer, List"
org.jfree.data.xy.junit.XIntervalSeriesTests.testEquals,"XIntervalSeries, Double, XIntervalSeriesTests"
org.jfree.data.statistics.junit.SimpleHistogramDatasetTests.testRemoveAllBins,"SimpleHistogramDatasetTests, SimpleHistogramBin, SimpleHistogramDataset"
org.jfree.chart.plot.junit.RingPlotTests.testEquals,"GradientPaint, BasicStroke, RingPlot, RingPlotTests"
org.jfree.chart.plot.dial.junit.DialValueIndicatorTests.testCloning,"Object, CloneNotSupportedException, MyDialLayerChangeListener, DialValueIndicatorTests, DialValueIndicator"
org.jfree.data.junit.KeyedObjectsTests.testSetObject,"KeyedObjects, KeyedObjectsTests"
org.jfree.data.category.junit.DefaultCategoryDatasetTests.testRemoveColumn,"DefaultCategoryDataset, DefaultCategoryDatasetTests"
org.jfree.data.time.junit.MinuteTests.testHashcode,"Minute, MinuteTests"
org.jfree.data.xy.junit.VectorTests.testHashcode,"VectorTests, Vector"
org.jfree.data.xy.junit.DefaultXYDatasetTests.testPublicCloneable,"DefaultXYDatasetTests, DefaultXYDataset"
org.jfree.chart.labels.junit.StandardPieToolTipGeneratorTests.testCloning,"StandardPieToolTipGeneratorTests, StandardPieToolTipGenerator, Object, CloneNotSupportedException"
org.jfree.data.xy.junit.MatrixSeriesCollectionTests.testCloning,"Object, MatrixSeriesCollection, CloneNotSupportedException, MatrixSeriesCollectionTests, MatrixSeries"
org.jfree.chart.labels.junit.BubbleXYItemLabelGeneratorTests.testCloning,"CloneNotSupportedException, Object, BubbleXYItemLabelGenerator, BubbleXYItemLabelGeneratorTests"
org.jfree.data.time.junit.MinuteTests.testGetFirstMillisecondWithTimeZone,"GregorianCalendar, Minute, MinuteTests, TimeZone"
org.jfree.data.junit.KeyToGroupMapTests.testMapKeyToGroup,"KeyToGroupMap, KeyToGroupMapTests"
org.jfree.chart.block.junit.ColorBlockTests.testEquals,"ColorBlock, ColorBlockTests"
org.jfree.data.time.junit.HourTests.testSerialization,"Exception, ObjectOutput, ByteArrayOutputStream, PrintStream, ObjectInputStream, HourTests, ObjectOutputStream, ByteArrayInputStream, Hour, ObjectInput"
org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests.testGetCategoryIndex,"DefaultIntervalCategoryDatasetTests, DefaultIntervalCategoryDataset"
org.jfree.data.junit.DefaultKeyedValues2DTests.testRemoveValueBug1690654,"Double, DefaultKeyedValues2D, DefaultKeyedValues2DTests"
org.jfree.data.xy.junit.XYSeriesTests.testBug1955483,"Double, XYSeries, XYSeriesTests"
org.jfree.chart.junit.JFreeChartTests.testLegendEvents,"JFreeChart, LegendTitle, ChartFactory, DefaultPieDataset, JFreeChartTests"
org.jfree.data.general.junit.DefaultKeyedValues2DDatasetTests.testSerialization,"Exception, Double, ObjectOutput, ByteArrayOutputStream, PrintStream, ObjectInputStream, DefaultKeyedValues2DDatasetTests, DefaultKeyedValues2DDataset, ByteArrayInputStream, ObjectOutputStream, ObjectInput"
org.jfree.chart.labels.junit.StandardCategoryItemLabelGeneratorTests.testPublicCloneable,"StandardCategoryItemLabelGeneratorTests, StandardCategoryItemLabelGenerator"
org.jfree.chart.renderer.xy.junit.XYStepAreaRendererTests.testSerialization,"Exception, ObjectOutput, ByteArrayOutputStream, XYStepAreaRendererTests, ObjectInputStream, XYStepAreaRenderer, ByteArrayInputStream, ObjectOutputStream, ObjectInput"
org.jfree.chart.needle.junit.MiddlePinNeedleTests.testCloning,"MiddlePinNeedle, Object, CloneNotSupportedException, PrintStream, MiddlePinNeedleTests"
org.jfree.data.time.junit.YearTests.testGetEnd,"Year, Locale, YearTests, Calendar"
org.jfree.chart.renderer.category.junit.StackedBarRenderer3DTests.testCreateStackedValueList1a,"Double, StackedBarRenderer3DTests, StackedBarRenderer3D, DefaultCategoryDataset, StackedBarRenderer3DTests$MyRenderer, List"
org.jfree.chart.title.junit.PaintScaleLegendTests.testEquals,"PaintScaleLegendTests, GradientPaint, BasicStroke, LookupPaintScale, GrayPaintScale, PaintScaleLegend, NumberAxis"
org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests.testHashcode,"DefaultCategoryItemRenderer, DefaultCategoryItemRendererTests"
org.jfree.data.junit.RangeTests.testHashCode,"Range, RangeTests"
org.jfree.data.xy.junit.CategoryTableXYDatasetTests.testSerialization,"Exception, ObjectOutput, ByteArrayOutputStream, ObjectInputStream, CategoryTableXYDatasetTests, ObjectOutputStream, ByteArrayInputStream, CategoryTableXYDataset, ObjectInput"
org.jfree.data.time.junit.YearTests.test9999Next,"YearTests, Year"
org.jfree.chart.plot.dial.junit.DialBackgroundTests.testHashCode,"DialBackground, DialBackgroundTests"
org.jfree.chart.labels.junit.StandardXYToolTipGeneratorTests.testCloning,"Object, StandardXYToolTipGeneratorTests, CloneNotSupportedException, StandardXYToolTipGenerator"
org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateToFindRangeBounds_StatisticalCategoryDataset,"DatasetUtilitiesTests, ArrayList, DefaultStatisticalCategoryDataset, Range, DatasetUtilities, List"
org.jfree.chart.plot.dial.junit.DialPlotTests.testCloning,"DialPlot, DialPlotTests, CloneNotSupportedException, Object"
org.jfree.data.xy.junit.YIntervalSeriesCollectionTests.testSerialization,"Exception, ObjectOutput, ByteArrayOutputStream, YIntervalSeriesCollectionTests, ObjectInputStream, YIntervalSeries, YIntervalSeriesCollection, ObjectOutputStream, ByteArrayInputStream, ObjectInput"
org.jfree.data.xy.junit.YIntervalSeriesTests.testClear,"YIntervalSeries, YIntervalSeriesTests"
org.jfree.data.time.junit.WeekTests.testWeek12005,"WeekTests, Week, Calendar, TimeZone"
org.jfree.chart.labels.junit.ItemLabelAnchorTests.testSerialization,"Exception, ItemLabelAnchorTests, ObjectOutput, ByteArrayOutputStream, ObjectInputStream, ObjectOutputStream, ByteArrayInputStream, ObjectInput"
org.jfree.data.xy.junit.XYCoordinateTests.testHashcode,"XYCoordinateTests, XYCoordinate"
org.jfree.chart.block.junit.LabelBlockTests.testCloning,"Object, CloneNotSupportedException, LabelBlock, Font, LabelBlockTests"
org.jfree.chart.urls.junit.CustomPieURLGeneratorTests.testPublicCloneable,"CustomPieURLGenerator, CustomPieURLGeneratorTests"
org.jfree.chart.title.junit.DateTitleTests.testHashcode,"DateTitleTests, DateTitle"
org.jfree.data.time.junit.HourTests.testParseHour,"Hour, HourTests"
org.jfree.chart.renderer.xy.junit.XYStepAreaRendererTests.testPublicCloneable,"XYStepAreaRenderer, XYStepAreaRendererTests"
org.jfree.data.time.junit.YearTests.testParseYear,"YearTests, Year"
org.jfree.chart.util.junit.ShapeUtilitiesTests.testEqualShapes,"Object, Polygon, GeneralPath, Ellipse2D$Double, Rectangle2D$Double, Arc2D$Double, ShapeUtilitiesTests, Line2D$Double, ShapeUtilities"
org.jfree.data.time.junit.HourTests.testGetFirstMillisecondWithTimeZone,"GregorianCalendar, TimeZone, Hour, HourTests"
org.jfree.chart.util.junit.StrokeListTests.testEquals,"BasicStroke, StrokeList, StrokeListTests"
org.jfree.chart.labels.junit.StandardPieSectionLabelGeneratorTests.testEquals,"StandardPieSectionLabelGeneratorTests, DecimalFormat, StandardPieSectionLabelGenerator, AttributedString, NumberFormat"
org.jfree.data.xy.junit.DefaultXYDatasetTests.testGetSeriesKey,"DefaultXYDatasetTests, DefaultXYDataset"
org.jfree.chart.annotations.junit.XYPointerAnnotationTests.testSerialization,"Exception, XYPointerAnnotationTests, ObjectOutput, ByteArrayOutputStream, ObjectInputStream, XYPointerAnnotation, ObjectOutputStream, ByteArrayInputStream, ObjectInput"
org.jfree.data.time.ohlc.junit.OHLCSeriesCollectionTests.test1170825,"OHLCSeries, OHLCSeriesCollection, OHLCSeriesCollectionTests"
org.jfree.data.xy.junit.XYSeriesCollectionTests.testGetSeries,"XYSeriesCollection, XYSeriesCollectionTests, XYSeries"
org.jfree.data.junit.DefaultKeyedValues2DTests.testEquals,"Double, DefaultKeyedValues2D, DefaultKeyedValues2DTests"
org.jfree.chart.util.junit.StrokeMapTests.testEquals,"BasicStroke, StrokeMapTests, StrokeMap"
org.jfree.data.function.junit.NormalDistributionFunction2DTests.testHashCode,"NormalDistributionFunction2DTests, NormalDistributionFunction2D"
org.jfree.chart.axis.junit.LogAxisTests.testAutoRange3,"JFreeChart, LogAxisTests, DefaultCategoryDataset, ChartFactory, CategoryPlot, LogAxis"
org.jfree.chart.axis.junit.CategoryAxisTests.testHashCode,"CategoryAxisTests, CategoryAxis"
org.jfree.data.junit.KeyToGroupMapTests.testGetGroup,"PrintStream, KeyToGroupMap, KeyToGroupMapTests"
org.jfree.data.gantt.junit.TaskSeriesCollectionTests.testGetStartValue,"Task, TaskSeriesCollectionTests, TaskSeriesCollection, SimpleTimePeriod, Long, Date, TaskSeries"
org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests.testEquals,"Double, ArrayList, DefaultBoxAndWhiskerCategoryDataset, BoxAndWhiskerItem, DefaultBoxAndWhiskerCategoryDatasetTests"
org.jfree.data.general.junit.DefaultHeatMapDatasetTests.testEquals,"DefaultHeatMapDataset, DefaultHeatMapDatasetTests"
org.jfree.chart.renderer.xy.junit.XYBubbleRendererTests.testPublicCloneable,"XYBubbleRendererTests, XYBubbleRenderer"
org.jfree.data.gantt.junit.TaskSeriesCollectionTests.testGetColumnCount,"TaskSeriesCollectionTests, Task, TaskSeriesCollection, Date, TaskSeries"
org.jfree.data.time.junit.TimeSeriesTests.testRemoveAgedItems5,"TimeSeriesTests, Year, TimeSeries"
org.jfree.data.gantt.junit.TaskSeriesCollectionTests.test697153,"Task, TaskSeriesCollectionTests, TaskSeriesCollection, SimpleTimePeriod, Date, TaskSeries"
org.jfree.data.gantt.junit.TaskSeriesCollectionTests.testGetRowKey,"TaskSeriesCollectionTests, Task, TaskSeriesCollection, Date, TaskSeries"
org.jfree.data.junit.KeyToGroupMapTests.testGroupCount,"KeyToGroupMap, KeyToGroupMapTests"
org.jfree.data.xy.junit.XYSeriesCollectionTests.testConstructor,"XYSeriesCollection, XYSeriesCollectionTests"
org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateDomainBounds_NaN,"DatasetUtilitiesTests, DatasetUtilities, Range, DefaultXYDataset"
org.jfree.chart.labels.junit.IntervalCategoryToolTipGeneratorTests.testHashCode,"IntervalCategoryToolTipGenerator, IntervalCategoryToolTipGeneratorTests"
org.jfree.data.general.junit.DefaultHeatMapDatasetTests.testGeneral,"DefaultHeatMapDataset, DefaultHeatMapDatasetTests"
org.jfree.data.xy.junit.YIntervalSeriesTests.testSetMaximumItemCount2,"Number, YIntervalSeries, YIntervalSeriesTests"
org.jfree.data.xy.junit.XYIntervalSeriesTests.testEquals,"Double, XYIntervalSeries, XYIntervalSeriesTests"
org.jfree.data.time.junit.TimeSeriesTests.testBug1864222,"TimeSeriesTests, Day, TimeSeries"
org.jfree.chart.plot.junit.MultiplePiePlotTests.testConstructor,"MultiplePiePlot, DefaultCategoryDataset, MultiplePiePlotTests"
org.jfree.data.time.junit.TimeSeriesCollectionTests.test1170825,"TimeSeriesCollectionTests, TimeSeriesCollection, TimeSeries"
org.jfree.data.time.junit.MillisecondTests.testDateConstructor1,"MillisecondTests, GregorianCalendar, TimeZone, Date, Millisecond"
org.jfree.chart.renderer.category.junit.IntervalBarRendererTests.testPublicCloneable,"IntervalBarRenderer, IntervalBarRendererTests"
org.jfree.data.time.junit.MinuteTests.testGetFirstMillisecondWithCalendar,"GregorianCalendar, Minute, MinuteTests, TimeZone"
org.jfree.chart.axis.junit.LogAxisTests.testAutoRange1,"JFreeChart, LogAxisTests, DefaultCategoryDataset, ChartFactory, CategoryPlot, LogAxis"
org.jfree.data.general.junit.DatasetUtilitiesTests.testCumulativeRange_NaN,"DatasetUtilitiesTests, DefaultCategoryDataset, DatasetUtilities, Range"
org.jfree.chart.labels.junit.StandardXYZToolTipGeneratorTests.testHashCode,"StandardXYZToolTipGenerator, StandardXYZToolTipGeneratorTests"
org.jfree.chart.renderer.xy.junit.HighLowRendererTests.testHashcode,"HighLowRenderer, HighLowRendererTests"
org.jfree.chart.junit.ChartPanelTests.test2502355_zoomInRange,"JFreeChart, DefaultXYDataset, ChartPanelTests, ChartFactory, ChartPanel, XYPlot, List, NumberAxis"
org.jfree.data.xy.junit.XYIntervalSeriesCollectionTests.testCloning,"Object, CloneNotSupportedException, XYIntervalSeries, XYIntervalSeriesCollectionTests, XYIntervalSeriesCollection"
org.jfree.chart.plot.junit.CategoryPlotTests.testCloning3,"Object, CloneNotSupportedException, BasicStroke, LegendItem, CategoryPlotTests, Rectangle2D$Double, CategoryPlot, LegendItemCollection, Line2D$Double"
org.jfree.data.time.junit.SimpleTimePeriodTests.testEqualsSelf,"SimpleTimePeriodTests, Date, SimpleTimePeriod"
org.jfree.data.xy.junit.DefaultTableXYDatasetTests.testEquals,"DefaultTableXYDatasetTests, DefaultTableXYDataset, XYSeries"
org.jfree.chart.util.junit.RelativeDateFormatTests.testFormat,"RelativeDateFormat, Date, RelativeDateFormatTests"
org.jfree.chart.plot.dial.junit.DialPointerTests.testSerialization2,"ByteArrayInputStream, Exception, ObjectOutput, ByteArrayOutputStream, ObjectInputStream, DialPointer$Pointer, ObjectOutputStream, DialPointerTests, ObjectInput"
org.jfree.chart.labels.junit.StandardCategoryItemLabelGeneratorTests.testGenerateLabel,"String, DefaultCategoryDataset, DecimalFormat, StandardCategoryItemLabelGeneratorTests, StandardCategoryItemLabelGenerator"
org.jfree.data.xy.junit.YIntervalDataItemTests.testSerialization,"YIntervalDataItemTests, Exception, ObjectOutput, ByteArrayOutputStream, YIntervalDataItem, ObjectInputStream, ObjectOutputStream, ByteArrayInputStream, ObjectInput"
org.jfree.data.time.junit.MonthTests.testGetLastMillisecond,"MonthTests, Locale, Month, TimeZone"
org.jfree.data.general.junit.DatasetUtilitiesTests.testFindStackedRangeBoundsForTableXYDataset2,"DatasetUtilitiesTests, DefaultTableXYDataset, DatasetUtilities, Range"
org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests.testHashcode,"XYAreaRenderer2Tests, XYAreaRenderer2"
org.jfree.data.xy.junit.TableXYDatasetTests.testRemoveAllValuesForX,"Double, DefaultTableXYDataset, XYSeries, TableXYDatasetTests"
org.jfree.chart.plot.dial.junit.StandardDialRangeTests.testHashCode,"StandardDialRangeTests, StandardDialRange"
org.jfree.data.time.junit.TimePeriodValuesTests.test1161329,"TimePeriodValues, TimePeriodValuesTests, RegularTimePeriod, Day"
org.jfree.data.time.junit.HourTests.testEquals,"Day, Hour, HourTests"
org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testHashcode,"StatisticalBarRendererTests, StatisticalBarRenderer"
org.jfree.chart.renderer.category.junit.StackedBarRenderer3DTests.testCreateStackedValueList1c,"Double, StackedBarRenderer3DTests, StackedBarRenderer3D, DefaultCategoryDataset, StackedBarRenderer3DTests$MyRenderer, List"
org.jfree.chart.junit.GanttChartTests.testSetSeriesURLGenerator,"JFreeChart, StandardCategoryURLGenerator, CategoryPlot, CategoryItemRenderer, GanttChartTests"
org.jfree.data.time.junit.SecondTests.testEqualsSelf,"Second, SecondTests"
org.jfree.chart.util.junit.ShapeUtilitiesTests.testEqualLine2Ds,"Line2D$Float, Line2D$Double, ShapeUtilitiesTests, ShapeUtilities"
org.jfree.chart.axis.junit.MonthDateFormatTests.testEquals,"MonthDateFormatTests, SimpleDateFormat, TimeZone, MonthDateFormat"
org.jfree.chart.title.junit.ImageTitleTests.testHashcode,"ImageTitle, ImageTitleTests, ProjectInfo"
org.jfree.chart.plot.junit.XYPlotTests.testEquals,"RectangleInsets, GradientPaint, BasicStroke, ValueMarker, Arrays, Point2D$Double, XYPlotTests, LegendItemCollection, XYPlot, Integer, DefaultXYItemRenderer, NumberAxis"
org.jfree.data.statistics.junit.StatisticsTests.testCalculateMedian,"Double, ArrayList, Statistics, StatisticsTests, List"
org.jfree.chart.axis.junit.PeriodAxisTests.test1932146,"DateRange, PeriodAxis, PeriodAxisTests"
org.jfree.data.junit.KeyToGroupMapTests.testGetGroupIndex,"KeyToGroupMap, KeyToGroupMapTests"
org.jfree.data.time.junit.TimeSeriesTests.testDelete3,"TimeSeriesTests, Year, TimeSeries"
org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests.testDrawWithNullInfo,"JFreeChart, DefaultTableXYDataset, XYSeries, NullPointerException, XYAreaRenderer2Tests, XYPlot, XYAreaRenderer2, NumberAxis"
