Method,Used Classes
org.apache.commons.compress.IOMethodsTest.testReadAr,"ArchiveInputStream, StringBuilder, Object, String, ByteArrayOutputStream, File, FileInputStream, ArchiveEntry, OutputStream, IOMethodsTest, ArchiveStreamFactory"
org.apache.commons.compress.compressors.GZipTestCase.testInteroperabilityWithGZIPInputStream,"ByteArrayInputStream, ByteArrayOutputStream, System, GzipCompressorOutputStream, FileInputStream, IOUtils, GZIPInputStream, GZipTestCase, GzipParameters"
org.apache.commons.compress.compressors.bzip2.PythonTruncatedBzip2Test.testTruncatedData,"PrintStream, PythonTruncatedBzip2Test, ByteBuffer, ReadableByteChannel"
org.apache.commons.compress.archivers.ZipTestCase.testZipArchiveCreation,"ArchiveInputStream, StringBuilder, ArchiveOutputStream, ArrayList, FileOutputStream, InputStream, List, File, ZipTestCase, FileInputStream, IOUtils, ArchiveStreamFactory, OutputStream, ZipArchiveEntry"
org.apache.commons.compress.archivers.DumpTestCase.testDumpUnarchiveAll,"ArchiveInputStream, FileOutputStream, InputStream, File, FileInputStream, ArchiveEntry, IOUtils, ArchiveStreamFactory, OutputStream, DumpTestCase"
org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromAndAddToZipUsingZipFilePerform,"ArchiveOutputStream, String, ChangeSetTestCase, FileOutputStream, ChangeSetPerformer, List, ZipArchiveEntry, ChangeSet, File, ZipFile, FileInputStream, Iterator, ArchiveStreamFactory"
org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestampTest.testWriteReadRoundtrip,"X5455_ExtendedTimestampTest, ZipArchiveOutputStream, FileOutputStream, AbstractTestCase, X5455_ExtendedTimestamp, File, ZipFile, OutputStream, Date, ZipArchiveEntry"
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest.testLinkFlagConstructorWithFileFlag,"TarArchiveEntry, TarArchiveEntryTest"
org.apache.commons.compress.archivers.cpio.CpioUtilTest.oldBinMagicFromByteArrayNotSwapped,"CpioUtilTest, CpioUtil"
org.apache.commons.compress.archivers.zip.ZipFileTest.testUnixSymlinkSampleFile,"URL, StringBuilder, ZipArchiveEntry, AbstractTestCase, TreeMap, FileNotFoundException, ZipFile, File, Class, IOException, ClassLoader, ZipFileTest, Enumeration"
org.apache.commons.compress.archivers.ArchiveStreamFactoryTest.skipsPK00Prefix,"ArchiveInputStream, InputStream, ArchiveStreamFactoryTest, FileInputStream, BufferedInputStream, ArchiveStreamFactory"
org.apache.commons.compress.archivers.ZipTestCase.testSkipsPK00Prefix,"ArrayList, InputStream, ZipArchiveInputStream, ZipTestCase, FileInputStream"
org.apache.commons.compress.utils.BitInputStreamTest.testReading30BitsInLittleEndian,"BitInputStream, ByteArrayInputStream, BitInputStreamTest"
org.apache.commons.compress.utils.CharsetsTest.testUtf16Be,"Charset, CharsetsTest"
org.apache.commons.compress.compressors.GZipTestCase.testExtraFlagsDefaultCompression,"ByteArrayOutputStream, GzipParameters, GzipCompressorOutputStream, FileInputStream, IOUtils, GZipTestCase, ByteArrayInputStream"
org.apache.commons.compress.archivers.zip.ZipUtilTest.testReverse,"Arrays, ZipUtilTest, ZipUtil"
org.apache.commons.compress.compressors.bzip2.BlockSortTest.testSortFixture2MainSort,"BZip2CompressorOutputStream$Data, Object, System, BlockSortTest, BlockSort, BlockSortTest$DS"
org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest.testCompressionMethod,"ZipArchiveOutputStream, ZipArchiveEntry, ZipArchiveEntryTest, ByteArrayOutputStream"
org.apache.commons.compress.compressors.lzma.LZMAUtilsTestCase.testMatches,"LZMAUtils, LZMAUtilsTestCase"
org.apache.commons.compress.archivers.dump.DumpArchiveInputStreamTest.testConsumesArchiveCompletely,"DumpArchiveInputStream, DumpArchiveInputStreamTest, Class, InputStream"
org.apache.commons.compress.archivers.JarTestCase.testJarUnarchiveAll,"ArchiveInputStream, FileOutputStream, InputStream, File, FileInputStream, ArchiveEntry, IOUtils, OutputStream, JarTestCase, ArchiveStreamFactory"
org.apache.commons.compress.archivers.zip.ZipFileTest.testReadingOfStoredEntry,"ZipArchiveOutputStream, FileOutputStream, InputStream, File, ZipFile, OutputStream, ZipFileTest, ZipArchiveEntry"
org.apache.commons.compress.archivers.zip.ZipFileTest.testCDOrder,"URL, StringBuilder, Collections, AbstractTestCase, ClassLoader, ZipFile, File, Class, IOException, FileNotFoundException, ZipFileTest"
org.apache.commons.compress.compressors.DeflateTestCase.testDeflateCreation,"FileOutputStream, DeflateTestCase, File, FileInputStream, IOUtils, CompressorOutputStream, OutputStream, CompressorStreamFactory"
org.apache.commons.compress.compressors.DetectCompressorTestCase.testDetection,"URL, StringBuilder, AbstractTestCase, ClassLoader, File, FileInputStream, BufferedInputStream, Class, IOException, CompressorStreamFactory, DetectCompressorTestCase, FileNotFoundException, ByteArrayInputStream"
org.apache.commons.compress.archivers.zip.ZipShortTest.testToBytes,"ZipShort, ZipShortTest"
org.apache.commons.compress.compressors.Pack200TestCase.testJarUnarchiveAllTempFile,"ArchiveInputStream, FileOutputStream, InputStream, File, FileInputStream, ArchiveEntry, IOUtils, OutputStream, Pack200CompressorInputStream, ArchiveStreamFactory, Pack200TestCase"
org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testCP437FileRoundtripExplicitUnicodeExtra,"ZipArchiveOutputStream, StringBuilder, String, UTF8ZipFilesTest, ZipEncodingHelper, ZipArchiveEntry, ByteBuffer, UnicodePathExtraField, File, ZipFile, AssertionError, ZipEncoding, Enumeration"
org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestampTest.testSampleFile,"X5455_ExtendedTimestampTest, Calendar, SimpleDateFormat, AbstractTestCase, X5455_ExtendedTimestamp, ZipFile, File, Integer, IOException, TimeZone, Enumeration, URL, StringBuilder, String, FileNotFoundException, Class, ClassLoader, Date, ZipArchiveEntry"
org.apache.commons.compress.archivers.ArchiveOutputStreamTest.testOptionalFinish,"ArchiveOutputStreamTest, ArchiveOutputStream, ByteArrayOutputStream, JarArchiveEntry, ArchiveStreamFactory, ZipArchiveEntry"
org.apache.commons.compress.archivers.CpioTestCase.testDirectoryEntryFromFile,"FileOutputStream, CpioArchiveInputStream, File, CpioArchiveEntry, FileInputStream, CpioArchiveOutputStream, CpioTestCase, Date"
org.apache.commons.compress.compressors.xz.XZUtilsTestCase.testGetUncompressedFilename,"XZUtils, XZUtilsTestCase"
org.apache.commons.compress.archivers.tar.TarArchiveEntryTest.testLinkFlagConstructorWithPreserve,"TarArchiveEntry, TarArchiveEntryTest"
org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testReadWinZipArchive,"ZipFile, UTF8ZipFilesTest"
org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStreamTest.testWriteOldBinary,"FileOutputStream, InputStream, CpioArchiveInputStream, CpioArchiveOutputStreamTest, CpioArchiveEntry, File, FileInputStream, IOUtils, CpioArchiveOutputStream"
org.apache.commons.compress.compressors.deflate.DeflateCompressorInputStreamTest.shouldBeAbleToSkipAByte,"URL, DeflateCompressorInputStream, StringBuilder, InputStream, AbstractTestCase, DeflateCompressorInputStreamTest, FileNotFoundException, File, FileInputStream, Class, IOException, ClassLoader"
org.apache.commons.compress.archivers.zip.GeneralPurposeBitTest.testLanguageEncodingFlag,"Arrays, GeneralPurposeBitTest, GeneralPurposeBit"
org.apache.commons.compress.compressors.ZTestCase.testZUnarchive,"Object, ZTestCase$1, FileOutputStream, InputStream, ZCompressorInputStream, AbstractTestCase$StreamWrapper, File, FileInputStream, IOUtils, ZTestCase"
org.apache.commons.compress.archivers.ar.ArArchiveOutputStreamTest.testLongFileNamesWorkUsingBSDDialect,"ArArchiveOutputStreamTest, ArrayList, FileOutputStream, ArArchiveEntry, ArArchiveOutputStream, List"
org.apache.commons.compress.archivers.ZipTestCase.testListAllFilesWithNestedArchive,"ArchiveInputStream, ArrayList, InputStream, List, ZipArchiveEntry, ZipTestCase, FileInputStream, ArchiveStreamFactory"
org.apache.commons.compress.compressors.DeflateTestCase.testDeflateUnarchive,"FileOutputStream, InputStream, DeflateTestCase, File, FileInputStream, IOUtils, CompressorInputStream, CompressorStreamFactory"
org.apache.commons.compress.compressors.FramedSnappyTestCase.testDefaultExtraction,"FramedSnappyCompressorInputStream, Object, FileOutputStream, FramedSnappyTestCase$1, FramedSnappyTestCase, AbstractTestCase$StreamWrapper, File, FileInputStream, BufferedInputStream, IOUtils, CompressorInputStream"
org.apache.commons.compress.compressors.xz.XZUtilsTestCase.testTurningOnCachingReEvaluatesAvailability,"XZUtils, XZUtilsTestCase"
org.apache.commons.compress.archivers.zip.BitStreamTest.testNextByte,"BitStream, ByteArrayInputStream, BitStreamTest"
org.apache.commons.compress.compressors.Pack200TestCase.testBadSignature,"InputStream, FileInputStream, Pack200CompressorInputStream, Pack200TestCase"
org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraFieldTest.testReadLFHSizesAndOffset,"Zip64ExtendedInformationExtraField, Zip64ExtendedInformationExtraFieldTest, System, ZipEightByteInteger"
org.apache.commons.compress.archivers.ArTestCase.testExplicitFileEntry,"FileOutputStream, ArArchiveInputStream, ArArchiveEntry, ArTestCase, ArArchiveOutputStream, File, FileInputStream, Date"
org.apache.commons.compress.archivers.ArchiveStreamFactoryTest.testEncodingOutputStream,"Exception, StringBuilder, String, Object, Field, ByteArrayOutputStream, PrintStream, ArchiveStreamFactoryTest, Class, ArchiveStreamFactory"
org.apache.commons.compress.archivers.DumpTestCase.testArchiveDetection,"FileInputStream, Object, BufferedInputStream, ArchiveStreamFactory, InputStream, DumpTestCase"
org.apache.commons.compress.compressors.DetectCompressorTestCase.testMutiples,"URL, StringBuilder, AbstractTestCase, ClassLoader, File, FileInputStream, BufferedInputStream, CompressorInputStream, Class, CompressorStreamFactory, IOException, Boolean, DetectCompressorTestCase, FileNotFoundException"
org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStreamTest.shouldThrowAnIOExceptionWhenAppliedToAZipFile,"URL, StringBuilder, AbstractTestCase, FileNotFoundException, File, FileInputStream, BZip2CompressorInputStreamTest, Class, IOException, BZip2CompressorInputStream, ClassLoader"
org.apache.commons.compress.archivers.zip.ZipFileTest.testPhysicalOrder,"URL, StringBuilder, Collections, AbstractTestCase, ClassLoader, ZipFile, File, Class, IOException, FileNotFoundException, ZipFileTest"
org.apache.commons.compress.utils.BitInputStreamTest.testEOF,"BitInputStream, ByteArrayInputStream, BitInputStreamTest"
org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest.testLzma2WithOptionsConfiguration,"LZMA2Options, StringBuilder, Collections, SevenZFile, SevenZMethodConfiguration, SevenZOutputFile, SevenZOutputFileTest, File, SevenZArchiveEntry, Boolean"
org.apache.commons.compress.compressors.LZMATestCase.testLZMAUnarchiveWithAutodetection,"LZMATestCase, InputStream, FileOutputStream, File, FileInputStream, BufferedInputStream, IOUtils, CompressorStreamFactory"
org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest.testSevenFilesSomeNotEmpty,"StringBuilder, SevenZFile, SevenZOutputFile, SevenZOutputFileTest, File, SevenZArchiveEntry, Boolean"
org.apache.commons.compress.archivers.ArchiveOutputStreamTest.testCallSequenceTar,"ArchiveOutputStreamTest, ArchiveOutputStream, ByteArrayOutputStream, InputStream, FileInputStream, IOUtils, ArchiveStreamFactory"
org.apache.commons.compress.compressors.GzipUtilsTestCase.testGetCompressedFilename,"GzipUtils, GzipUtilsTestCase"
org.apache.commons.compress.archivers.dump.DumpArchiveInputStreamTest.testNotADumpArchive,"ArchiveException, DumpArchiveInputStream, FileInputStream, DumpArchiveInputStreamTest"
org.apache.commons.compress.changes.ChangeSetTestCase.testAddMoveDelete,
org.apache.commons.compress.ArchiveUtilsTest.testCompareBA,"ArchiveUtils, ArchiveUtilsTest"
org.apache.commons.compress.archivers.tar.SparseFilesTest.testOldGNU,"URL, StringBuilder, TarArchiveInputStream, SparseFilesTest, AbstractTestCase, FileNotFoundException, File, FileInputStream, TarArchiveEntry, Class, IOException, ClassLoader"
org.apache.commons.compress.archivers.zip.ZipFileTest.testUnzipBZip2CompressedEntry,"URL, StringBuilder, Arrays, AbstractTestCase, FileNotFoundException, ZipFile, File, IOUtils, Class, IOException, ClassLoader, ZipFileTest, ZipArchiveEntry"
org.apache.commons.compress.utils.BitInputStreamTest.testReading24BitsInBigEndian,"BitInputStream, ByteArrayInputStream, BitInputStreamTest"
org.apache.commons.compress.archivers.CpioTestCase.testFileEntryFromFile,"FileOutputStream, CpioArchiveInputStream, File, CpioArchiveEntry, FileInputStream, CpioArchiveOutputStream, CpioTestCase, Date"
org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestampTest.testBitsAreSetWithTime,"X5455_ExtendedTimestampTest, Date, X5455_ExtendedTimestamp"
org.apache.commons.compress.compressors.deflate.DeflateCompressorOutputStreamTest.canReadASingleByteFlushAndFinish,"DeflateCompressorOutputStream, ByteArrayOutputStream, DeflateCompressorOutputStreamTest"
org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteDir,"ArchiveInputStream, StringBuilder, ArchiveOutputStream, String, ChangeSetTestCase, FileOutputStream, ChangeSetPerformer, InputStream, List, ChangeSet, File, FileInputStream, Iterator, ArchiveStreamFactory"
org.apache.commons.compress.compressors.bzip2.BlockSortTest.testFallbackSort,"BZip2CompressorOutputStream$Data, BlockSortTest, BlockSort"
org.apache.commons.compress.archivers.zip.ZipUtilTest.testAdjustToLong,"ZipUtilTest, ZipUtil"
org.apache.commons.compress.compressors.Pack200TestCase.testJarArchiveCreationInMemory,"ArchiveInputStream, Pack200CompressorOutputStream, FileOutputStream, InputStream, File, FileInputStream, IOUtils, ArchiveStreamFactory, OutputStream, List, Pack200TestCase, ArchiveOutputStream, ArrayList, Pack200CompressorInputStream, ZipArchiveEntry"
org.apache.commons.compress.archivers.zip.X7875_NewUnixTest.testSampleFile,"URL, StringBuilder, String, X7875_NewUnix, AbstractTestCase, FileNotFoundException, ZipFile, Enumeration, File, Class, IOException, ClassLoader, X7875_NewUnixTest, ZipArchiveEntry"
org.apache.commons.compress.compressors.bzip2.PythonTruncatedBzip2Test.testPartialReadTruncatedData,"PythonTruncatedBzip2Test, String, System, ByteBuffer, ReadableByteChannel"
org.apache.commons.compress.utils.BitInputStreamTest.shouldNotAllowReadingOfANegativeAmountOfBits,"BitInputStream, ByteArrayInputStream, BitInputStreamTest"
org.apache.commons.compress.archivers.tar.TarArchiveOutputStreamTest.testWriteLongLinkNameTruncateMode,"String, ByteArrayOutputStream, TarArchiveInputStream, TarArchiveOutputStreamTest, TarArchiveEntry, TarArchiveOutputStream, ByteArrayInputStream"
org.apache.commons.compress.archivers.zip.ZipUtilTest.testZipLong,"ZipLong, ZipUtilTest, ZipUtil"
org.apache.commons.compress.compressors.XZTestCase.testXZCreation,"StringBuilder, XZTestCase, MemoryUsage, OutputStream, FileOutputStream, PrintStream, MemoryMXBean, File, FileInputStream, IOUtils, ManagementFactory, CompressorOutputStream, CompressorStreamFactory"
org.apache.commons.compress.archivers.tar.TarUtilsTest.testParseOctalCompress330,"TarUtils, TarUtilsTest"
org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest.testSixEmptyFiles,"StringBuilder, SevenZFile, SevenZOutputFile, SevenZOutputFileTest, File, SevenZArchiveEntry, Boolean"
org.apache.commons.compress.archivers.sevenz.SevenZMethodConfigurationTest.shouldAllowNumberForBzip2,"Integer, SevenZMethodConfigurationTest, SevenZMethodConfiguration"
