Method,Used Classes
org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest.testInconsistentSizes,"Object, LevenbergMarquardtOptimizerTest, DenseRealMatrix, LevenbergMarquardtOptimizer, LevenbergMarquardtOptimizerTest$LinearProblem$2, RealMatrix, LevenbergMarquardtOptimizerTest$LinearProblem$3, LevenbergMarquardtOptimizerTest$LinearProblem$1, VectorialPointValuePair, LevenbergMarquardtOptimizerTest$LinearProblem"
org.apache.commons.math.distribution.NormalDistributionTest.testSetStandardDeviation,"NormalDistributionTest, Math, NormalDistribution"
org.apache.commons.math.special.GammaTest.testRegularizedGammaPositiveNan,"Gamma, GammaTest, MathException"
org.apache.commons.math.special.ErfTest.testErf3291,"ErfTest, Erf, Math"
org.apache.commons.math.linear.SparseRealMatrixTest.testAddFail,"SparseRealMatrixTest, SparseRealMatrix"
org.apache.commons.math.complex.ComplexFormatTest.testNegativeInfinity,
org.apache.commons.math.util.MathUtilsTest.test0Choose0,"MathUtilsTest, MathUtils"
org.apache.commons.math.distribution.WeibullDistributionTest.testCumulativeProbabilities,
org.apache.commons.math.ode.sampling.DummyStepInterpolatorTest.testNoReset,"DummyStepInterpolatorTest, DummyStepInterpolator, Math"
org.apache.commons.math.geometry.RotationTest.testSingularities,"StringBuilder, Rotation, Exception, RotationTest"
org.apache.commons.math.optimization.general.NonLinearConjugateGradientOptimizerTest.testNoDependency,"NonLinearConjugateGradientOptimizerTest$LinearProblem, Object, NonLinearConjugateGradientOptimizerTest$LinearProblem$2, DenseRealMatrix, RealMatrix, NonLinearConjugateGradientOptimizerTest$LinearProblem$1, SimpleScalarValueChecker, RealPointValuePair, NonLinearConjugateGradientOptimizer, NonLinearConjugateGradientOptimizerTest"
org.apache.commons.math.linear.decomposition.QRDecompositionImplTest.testDimensions,"DefaultRealMatrixChangingVisitor, QRDecomposition, RealMatrix, QRDecompositionImplTest$3, MatrixUtils, Random, QRDecompositionImplTest, QRDecompositionImpl"
org.apache.commons.math.linear.RealMatrixImplTest.testGetRowVector,"RealMatrix, RealVectorImpl, RealMatrixImplTest, RealMatrixImpl"
org.apache.commons.math.optimization.general.MinpackTest.testMinpackJennrichSampson,"Object, Arrays, LevenbergMarquardtOptimizer, MinpackTest$MinpackFunction$3, MinpackTest$MinpackFunction$2, MinpackTest$MinpackFunction, MinpackTest$JennrichSampsonFunction, VectorialPointValuePair, MinpackTest$MinpackFunction$1, Math, MinpackTest"
org.apache.commons.math.ode.nonstiff.EulerIntegratorTest.testBigStep,"TestProblemHandler, Object, TestProblemAbstract, EulerIntegratorTest, EulerIntegrator, TestProblem1, FirstOrderIntegrator"
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtilsTest.testSolveNull,"UnivariateRealSolverUtils, UnivariateRealSolverUtilsTest"
org.apache.commons.math.ode.nonstiff.GraggBulirschStoerStepInterpolatorTest.testSerialization,"ContinuousOutputModel, GraggBulirschStoerIntegrator, Iterator, Object, ByteArrayOutputStream, ObjectInputStream, Collection, GraggBulirschStoerStepInterpolatorTest, Random, TestProblem3, ObjectOutputStream, ByteArrayInputStream, Math, TestProblemAbstract"
org.apache.commons.math.complex.FrenchComplexFormatTest.testSetImaginaryCharacterEmpty,
org.apache.commons.math.MathExceptionTest.testSerialization,"MathConfigurationException, TestUtils, String, MathException, ByteArrayOutputStream, PrintStream, ObjectInputStream, MathExceptionTest, Class, ObjectOutputStream, ByteArrayInputStream"
org.apache.commons.math.complex.ComplexTest.testPow,"ComplexTest, Complex"
org.apache.commons.math.stat.descriptive.SynchronizedSummaryStatisticsTest.testSetterIllegalState,
org.apache.commons.math.ode.nonstiff.ThreeEighthesIntegratorTest.testSmallStep,"TestProblemHandler, Object, TestProblemAbstract, ThreeEighthesIntegrator, TestProblem1, ThreeEighthesIntegratorTest, FirstOrderIntegrator"
org.apache.commons.math.util.MathUtilsTest.testFactorialFail,"MathUtilsTest, Double, MathUtils"
org.apache.commons.math.stat.inference.ChiSquareFactoryTest.testChiSquareLargeTestStatistic,
org.apache.commons.math.ode.nonstiff.ThreeEighthesStepInterpolatorTest.testSerialization,"ContinuousOutputModel, Iterator, Object, ByteArrayOutputStream, ThreeEighthesStepInterpolatorTest, ObjectInputStream, Collection, ThreeEighthesIntegrator, Random, TestProblem3, ObjectOutputStream, ByteArrayInputStream, Math, TestProblemAbstract"
org.apache.commons.math.stat.regression.SimpleRegressionTest.testRandom,"SimpleRegressionTest, Random, SimpleRegression"
org.apache.commons.math.analysis.polynomials.PolynomialsUtilsTest.testLegendreDifferentials,"PolynomialsUtils, PolynomialFunction, PolynomialsUtilsTest"
org.apache.commons.math.complex.ComplexTest.testCoshNaN,"ComplexTest, Complex"
org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest.testCircleFitting,"Object, LevenbergMarquardtOptimizerTest, ArrayList, Arrays, LevenbergMarquardtOptimizer, LevenbergMarquardtOptimizerTest$Circle, Point2D$Double, LevenbergMarquardtOptimizerTest$Circle$3, LevenbergMarquardtOptimizerTest$Circle$1, VectorialPointValuePair, Iterator, LevenbergMarquardtOptimizerTest$Circle$2, Math"
org.apache.commons.math.fraction.BigFractionTest.testNegate,"BigFractionTest, BigFraction"
org.apache.commons.math.complex.ComplexFormatTest.testZeroReal,
org.apache.commons.math.estimation.MinpackTest.testMinpackLinearFullRank,"StringBuilder, Object, EstimatedParameter, Arrays, MinpackTest$MinpackFunction$MinpackMeasurement, LevenbergMarquardtEstimator, MinpackTest$MinpackFunction, MinpackTest$LinearFullRankFunction, WeightedMeasurement, Math, MinpackTest"
org.apache.commons.math.distribution.CauchyDistributionTest.testIllegalArguments,
org.apache.commons.math.ode.FirstOrderConverterTest.testBigStep,"FirstOrderConverterTest, Object, ClassicalRungeKuttaIntegrator, FirstOrderConverterTest$Equations, Math, FirstOrderConverter"
org.apache.commons.math.distribution.NormalDistributionTest.testCumulativeProbabilities,
org.apache.commons.math.complex.ComplexFormatTest.testSimpleWithDecimals,
org.apache.commons.math.linear.RealMatrixImplTest.testGetColumnMatrix,"RealMatrix, RealMatrixImplTest, RealMatrixImpl"
org.apache.commons.math.stat.descriptive.SynchronizedDescriptiveStatisticsTest.testSetterInjection,
org.apache.commons.math.complex.ComplexTest.testEqualsImaginaryDifference,"ComplexTest, Complex"
org.apache.commons.math.util.OpenIntToDoubleHashMapTest.testPutAbsentOnExisting,"OpenIntToDoubleHashMap, Double, OpenIntToDoubleHashMapTest, Map, HashMap, Random, Set, Map$Entry, Integer, Iterator"
org.apache.commons.math.complex.FrenchComplexFormatTest.testSetImaginaryFormatNull,
org.apache.commons.math.complex.ComplexTest.testDivide,"ComplexTest, Complex"
org.apache.commons.math.util.MathUtilsTest.testSignInt,"MathUtilsTest, MathUtils"
org.apache.commons.math.complex.ComplexFormatTest.testParseZeroReal,
org.apache.commons.math.util.OpenIntToDoubleHashMapTest.testIterator,"OpenIntToDoubleHashMap, Double, Map, Map$Entry, Set, OpenIntToDoubleHashMapTest, OpenIntToDoubleHashMap$Iterator, Integer, Iterator"
org.apache.commons.math.linear.decomposition.BiDiagonalTransformerTest.testUpperOrLower,"BiDiagonalTransformerTest, RealMatrix, MatrixUtils, BiDiagonalTransformer"
org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest.testCircleFittingBadInit,"Object, LevenbergMarquardtOptimizerTest, ArrayList, Arrays, LevenbergMarquardtOptimizer, LevenbergMarquardtOptimizerTest$Circle, Point2D$Double, LevenbergMarquardtOptimizerTest$Circle$3, LevenbergMarquardtOptimizerTest$Circle$1, VectorialPointValuePair, Iterator, LevenbergMarquardtOptimizerTest$Circle$2, SimpleVectorialValueChecker"
org.apache.commons.math.complex.FrenchComplexFormatTest.testParseDifferentImaginaryChar,
org.apache.commons.math.linear.decomposition.SingularValueDecompositionImplTest.testUOrthogonal,"RealMatrix, SingularValueDecompositionImplTest, MatrixUtils, SingularValueDecompositionImpl"
org.apache.commons.math.complex.ComplexTest.testTan,"ComplexTest, Complex"
org.apache.commons.math.fraction.BigFractionFormatTest.testParseInvalid,"BigFractionFormatTest, BigFractionFormat"
org.apache.commons.math.complex.ComplexTest.testNthRoot_normal_fourthRoot,"ComplexTest, Complex, List"
org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest.testUnstableDerivative,"StepProblem, Object, DormandPrince853Integrator, DormandPrince853IntegratorTest, FirstOrderIntegrator"
org.apache.commons.math.estimation.LevenbergMarquardtEstimatorTest.testTwoSets,"Object, EstimatedParameter, LevenbergMarquardtEstimatorTest$LinearProblem, LevenbergMarquardtEstimatorTest$LinearMeasurement, LevenbergMarquardtEstimator, LevenbergMarquardtEstimatorTest, WeightedMeasurement, HashSet"
org.apache.commons.math.analysis.integration.LegendreGaussIntegratorTest.testExactIntegration,"PolynomialFunction, StringBuilder, LegendreGaussIntegrator, LegendreGaussIntegratorTest, Random, Math"
org.apache.commons.math.linear.BigMatrixImplTest.testAddFail,"BigMatrixImplTest, BigMatrixImpl"
org.apache.commons.math.fraction.BigFractionTest.testDigitLimitConstructor,"BigFractionTest, BigFraction"
org.apache.commons.math.util.MathUtilsTest.testBinomialCoefficient,"StringBuilder, Map, MathUtilsTest, ArithmeticException, HashMap, MathUtils, Integer, Long, Math, List"
org.apache.commons.math.ode.nonstiff.HighamHall54IntegratorTest.testEventsNoConvergence,"HighamHall54Integrator, TestProblemHandler, Object, HighamHall54IntegratorTest$3, TestProblemAbstract, IntegratorException, TestProblem1, HighamHall54IntegratorTest, FirstOrderIntegrator"
org.apache.commons.math.optimization.general.NonLinearConjugateGradientOptimizerTest.testTrivial,"NonLinearConjugateGradientOptimizerTest$LinearProblem, Object, NonLinearConjugateGradientOptimizerTest$LinearProblem$2, DenseRealMatrix, RealMatrix, NonLinearConjugateGradientOptimizerTest$LinearProblem$1, SimpleScalarValueChecker, RealPointValuePair, NonLinearConjugateGradientOptimizer, NonLinearConjugateGradientOptimizerTest"
org.apache.commons.math.estimation.GaussNewtonEstimatorTest.testRedundantEquations,"String, EstimatedParameter, GaussNewtonEstimator, GaussNewtonEstimatorTest$LinearMeasurement, SimpleEstimationProblem, GaussNewtonEstimatorTest, GaussNewtonEstimatorTest$LinearProblem, Iterator, WeightedMeasurement, HashSet"
org.apache.commons.math.linear.decomposition.LUDecompositionImplTest.testDimensions,"RealMatrix, LUDecomposition, LUDecompositionImpl, MatrixUtils, LUDecompositionImplTest"
org.apache.commons.math.distribution.WeibullDistributionTest.testSampling,
org.apache.commons.math.special.BetaTest.testLogBetaNanPositive,"Beta, BetaTest"
org.apache.commons.math.complex.ComplexFormatTest.testParseSimpleWithDecimalsTrunc,
org.apache.commons.math.complex.ComplexFormatTest.testNegativeBoth,
org.apache.commons.math.complex.ComplexTest.testExp,"ComplexTest, Complex"
org.apache.commons.math.linear.DenseRealMatrixTest.testGetVectors,"RealMatrix, DenseRealMatrixTest, DenseRealMatrix"
org.apache.commons.math.complex.ComplexTest.testEqualsTrue,"ComplexTest, Complex"
org.apache.commons.math.special.BetaTest.testLogBetaPositiveZero,"Beta, BetaTest"
org.apache.commons.math.linear.decomposition.BiDiagonalTransformerTest.testVOrthogonal,"RealMatrix, MatrixUtils, BiDiagonalTransformer, BiDiagonalTransformerTest"
org.apache.commons.math.linear.RealMatrixImplTest.testTranspose,"RealMatrixImplTest, RealMatrixImpl, RealMatrix, LUDecompositionImpl, DecompositionSolver"
org.apache.commons.math.fraction.FractionTest.testConstructorDouble,"Fraction, ConvergenceException, FractionTest"
org.apache.commons.math.complex.ComplexTest.testMultiplyNaNInf,"ComplexTest, Double, Complex"
org.apache.commons.math.linear.RealMatrixImplTest.testGetSubMatrix,"RealMatrix, RealMatrixImplTest, RealMatrixImpl"
org.apache.commons.math.linear.DenseRealMatrixTest.testToString,"DenseRealMatrixTest, DenseRealMatrix"
