Method,Used Classes
org.apache.commons.cli.bug.BugCLI71Test.testGetsDefaultIfOptional,"Option, Options, CommandLineParser, BugCLI71Test, CommandLine"
org.apache.commons.cli.ParseRequiredTest.testWithRequiredOption,"String, CommandLineParser, ParseRequiredTest, CommandLine, List"
org.apache.commons.cli.PosixParserTest.testMissingArgWithBursting,"Parser, MissingArgumentException, PosixParserTest, Option"
org.apache.commons.cli.ApplicationTest.testMan,"ApplicationTest, Options, HelpFormatter"
org.apache.commons.cli.HelpFormatterTest.testAutomaticUsage,"String, Options, ByteArrayOutputStream, PrintWriter, HelpFormatterTest, HelpFormatter"
org.apache.commons.cli.OptionBuilderTest.testOptionArgNumbers,"Option, OptionBuilderTest, OptionBuilder"
org.apache.commons.cli.GnuParserTest.testDoubleDash,
org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt,"Option, OptionBuilderTest, OptionBuilder"
org.apache.commons.cli.BasicParserTest.testStopAtNonOptionLong,
org.apache.commons.cli.ValuesTest.testShortArgs,"ValuesTest, CommandLine"
org.apache.commons.cli.BugsTest.test15046,"Option, Options, CommandLineParser, PosixParser, BugsTest, CommandLine"
org.apache.commons.cli.HelpFormatterTest.testFindWrapPos,"HelpFormatterTest, HelpFormatter"
org.apache.commons.cli.PosixParserTest.testUnrecognizedOption,
org.apache.commons.cli.OptionTest.testGetValue,"OptionTest, Option"
org.apache.commons.cli.bug.BugCLI148Test.testWorkaround2,"OptionBuilder, Options, BugCLI148Test, CommandLineParser, CommandLine, PosixParser"
org.apache.commons.cli.ValueTest.testLongNoArg,"CommandLine, ValueTest"
org.apache.commons.cli.HelpFormatterTest.testPrintHelpWithEmptySyntax,"HelpFormatterTest, Options, HelpFormatter"
org.apache.commons.cli.PosixParserTest.testDoubleDash,
org.apache.commons.cli.OptionGroupTest.testSingleLongOption,"OptionGroupTest, CommandLineParser, CommandLine, List"
org.apache.commons.cli.UtilTest.testStripLeadingAndTrailingQuotes,"UtilTest, Util"
org.apache.commons.cli.PosixParserTest.testSingleDash,
org.apache.commons.cli.PosixParserTest.testStopAtNonOptionShort,
org.apache.commons.cli.OptionsTest.testMissingOptionsException,"Options, PosixParser, OptionBuilder, OptionsTest, MissingOptionException"
org.apache.commons.cli.GnuParserTest.testSingleDash,
org.apache.commons.cli.bug.BugCLI148Test.testWorkaround1,"OptionBuilder, Options, BugCLI148Test, CommandLineParser, CommandLine, PosixParser"
org.apache.commons.cli.ValueTest.testLongOptionalNoValue,"Parser, CommandLine, PosixParser, ValueTest"
org.apache.commons.cli.PosixParserTest.testMultipleWithLong,
org.apache.commons.cli.PosixParserTest.testPropertiesOption,
org.apache.commons.cli.ApplicationTest.testAnt,"Options, ApplicationTest, CommandLineParser, OptionBuilder, GnuParser, CommandLine"
org.apache.commons.cli.BasicParserTest.testSimpleLong,
org.apache.commons.cli.HelpFormatterTest.testOptionWithoutShortFormat,"Option, Options, PrintWriter, HelpFormatterTest, StringWriter, HelpFormatter, StringBuffer"
org.apache.commons.cli.UtilTest.testStripLeadingHyphens,"UtilTest, Util"
org.apache.commons.cli.HelpFormatterTest.testPrintUsage,"Option, ByteArrayOutputStream, Options, PrintWriter, HelpFormatterTest, HelpFormatter, StringBuffer"
org.apache.commons.cli.bug.BugCLI162Test.testLongLineChunking,"Object, Options, PrintWriter, BugCLI162Test, StringWriter, HelpFormatter, Class, StringBuffer"
org.apache.commons.cli.HelpFormatterTest.testAccessors,"HelpFormatterTest, HelpFormatter"
org.apache.commons.cli.OptionsTest.testHelpOptions,"ArrayList, Options, OptionBuilder, Collection, OptionsTest"
org.apache.commons.cli.OptionGroupTest.testToString,"Option, OptionGroupTest, String, OptionGroup"
org.apache.commons.cli.PatternOptionBuilderTest.testObjectPattern,"PatternOptionBuilder, CommandLineParser, PosixParser, PatternOptionBuilderTest, CommandLine"
org.apache.commons.cli.BasicParserTest.testShortWithoutEqual,
org.apache.commons.cli.GnuParserTest.testMultiple,
org.apache.commons.cli.BugsTest.test14786,"Options, CommandLineParser, OptionBuilder, GnuParser, BugsTest, CommandLine"
org.apache.commons.cli.PosixParserTest.testArgumentStartingWithHyphen,
org.apache.commons.cli.ValueTest.testLongWithArg,"CommandLine, ValueTest"
org.apache.commons.cli.ValueTest.testShortOptionalNArgValues,"Parser, CommandLine, PosixParser, ValueTest"
org.apache.commons.cli.OptionsTest.testSimple,"OptionsTest, Options"
org.apache.commons.cli.OptionGroupTest.testSingleOptionFromGroup,"OptionGroupTest, CommandLineParser, CommandLine, List"
org.apache.commons.cli.GnuParserTest.testShortWithEqual,
org.apache.commons.cli.OptionsTest.testDuplicateLong,"OptionsTest, Option, Options"
org.apache.commons.cli.bug.BugCLI162Test.testLongLineChunkingIndentIgnored,"Object, Options, PrintStream, PrintWriter, BugCLI162Test, StringWriter, HelpFormatter, Class, StringBuffer"
org.apache.commons.cli.PosixParserTest.testNegativeArgument,
org.apache.commons.cli.ApplicationTest.testGroovy,"ApplicationTest, Options, OptionBuilder, PosixParser, Parser, CommandLine"
org.apache.commons.cli.HelpFormatterTest.testPrintOptionGroupUsage,"Options, PrintWriter, OptionBuilder, OptionGroup, HelpFormatterTest, StringWriter, HelpFormatter, StringBuffer"
org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromGroup,"AlreadySelectedException, OptionGroupTest, Option, CommandLineParser, OptionGroup"
org.apache.commons.cli.ValueTest.testShortNoArg,"CommandLine, ValueTest"
org.apache.commons.cli.bug.BugCLI13Test.testCLI13,"Options, OptionBuilder, PosixParser, BugCLI13Test, CommandLine"
org.apache.commons.cli.BugsTest.test15648,"Options, CommandLineParser, OptionBuilder, PosixParser, BugsTest, CommandLine"
org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromDifferentGroup,"OptionGroupTest, CommandLineParser, CommandLine, List"
org.apache.commons.cli.HelpFormatterTest.testPrintOptionWithEmptyArgNameUsage,"Option, Options, PrintWriter, HelpFormatterTest, StringWriter, HelpFormatter, StringBuffer"
org.apache.commons.cli.ParseRequiredTest.testMissingRequiredOption,"CommandLineParser, ParseRequiredTest, List, MissingOptionException"
org.apache.commons.cli.OptionGroupTest.testGetNames,"OptionGroupTest, OptionBuilder, OptionGroup, Collection"
org.apache.commons.cli.GnuParserTest.testNegativeArgument,
org.apache.commons.cli.PosixParserTest.testSimpleShort,
org.apache.commons.cli.OptionsTest.testLong,"OptionsTest, Options"
org.apache.commons.cli.BasicParserTest.testStopAtUnexpectedArg,
org.apache.commons.cli.PatternOptionBuilderTest.testUntypedPattern,"PatternOptionBuilder, CommandLineParser, PosixParser, PatternOptionBuilderTest, CommandLine"
org.apache.commons.cli.ArgumentIsOptionTest.testOptionAndOptionWithArgument,"CommandLineParser, ArgumentIsOptionTest, CommandLine, String"
org.apache.commons.cli.GnuParserTest.testPropertiesOption,
org.apache.commons.cli.PosixParserTest.testLongOptionWithShort,"Option, Options, CommandLineParser, OptionBuilder, PosixParser, PosixParserTest, CommandLine"
org.apache.commons.cli.OptionGroupTest.testTwoValidOptions,"OptionGroupTest, CommandLineParser, CommandLine, List"
org.apache.commons.cli.PosixParserTest.testLongWithEqualSingleDash,
org.apache.commons.cli.ValuesTest.testShortArgsWithValue,"ValuesTest, CommandLine, String"
org.apache.commons.cli.OptionGroupTest.testTwoValidLongOptions,"OptionGroupTest, CommandLineParser, CommandLine, List"
org.apache.commons.cli.PatternOptionBuilderTest.testExistingFilePattern,"PatternOptionBuilder, CommandLineParser, PosixParser, File, PatternOptionBuilderTest, CommandLine"
org.apache.commons.cli.bug.BugCLI71Test.testBasic,"BugCLI71Test, CommandLineParser, CommandLine"
org.apache.commons.cli.PatternOptionBuilderTest.testSimplePattern,"URL, Double, PatternOptionBuilder, CommandLineParser, PosixParser, Vector, NoClassDefFoundError, File, Class, PatternOptionBuilderTest, CommandLine, Date"
org.apache.commons.cli.BasicParserTest.testLongWithEqualSingleDash,
org.apache.commons.cli.CommandLineTest.testGetOptionProperties,"CommandLineTest, Options, Properties, OptionBuilder, GnuParser, Parser, CommandLine, StringBuffer"
org.apache.commons.cli.HelpFormatterTest.testHeaderStartingWithLineSeparator,"Options, PrintWriter, HelpFormatterTest, StringWriter, HelpFormatter, StringBuffer"
org.apache.commons.cli.PatternOptionBuilderTest.testURLPattern,"URL, PatternOptionBuilder, CommandLineParser, PosixParser, PatternOptionBuilderTest, CommandLine"
org.apache.commons.cli.PosixParserTest.testMultiple,
org.apache.commons.cli.ValuesTest.testTwoArgValues,"ValuesTest, CommandLine, Arrays"
org.apache.commons.cli.PosixParserTest.testStopAtNonOptionLong,
org.apache.commons.cli.GnuParserTest.testSimpleShort,
org.apache.commons.cli.bug.BugCLI18Test.testCLI18,"Option, Options, PrintWriter, BugCLI18Test, StringWriter, HelpFormatter"
org.apache.commons.cli.BasicParserTest.testStopAtNonOptionShort,
org.apache.commons.cli.PosixParserTest.testUnrecognizedOptionWithBursting,"UnrecognizedOptionException, Parser, PosixParserTest"
org.apache.commons.cli.ParseRequiredTest.testReuseOptionsTwice,"GnuParser, ParseRequiredTest, OptionBuilder, Options"
org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions,"OptionBuilderTest, Object, Option, OptionBuilder, NoClassDefFoundError, Float, Class"
org.apache.commons.cli.OptionGroupTest.testTwoLongOptionsFromGroup,"AlreadySelectedException, OptionGroupTest, Option, CommandLineParser, OptionGroup"
org.apache.commons.cli.OptionTest.testHasArgs,"OptionTest, Option"
org.apache.commons.cli.ApplicationTest.testLs,"Options, ApplicationTest, CommandLineParser, OptionBuilder, PosixParser, CommandLine"
org.apache.commons.cli.GnuParserTest.testArgumentStartingWithHyphen,
org.apache.commons.cli.BugsTest.test31148,"Option, Options, Properties, PosixParser, BugsTest, Parser, CommandLine"
org.apache.commons.cli.ValueTest.testPropertyOverrideValues,"Properties, PosixParser, Parser, CommandLine, ValueTest"
org.apache.commons.cli.BugsTest.test13666,"ByteArrayOutputStream, Options, PrintStream, System, OptionBuilder, BugsTest, HelpFormatter, StringBuffer"
org.apache.commons.cli.GnuParserTest.testLongWithEqualSingleDash,
org.apache.commons.cli.BugsTest.test13935,"Object, Option, Options, CommandLineParser, PosixParser, OptionGroup, BugsTest, Class, ParseException, StringBuffer"
org.apache.commons.cli.PatternOptionBuilderTest.testNumberPattern,"Double, Object, PatternOptionBuilder, CommandLineParser, PosixParser, NoClassDefFoundError, Class, PatternOptionBuilderTest, Long, CommandLine"
org.apache.commons.cli.GnuParserTest.testStopAtNonOptionShort,
org.apache.commons.cli.PosixParserTest.testStopAtExpectedArg,
org.apache.commons.cli.GnuParserTest.testStopAtUnexpectedArg,
org.apache.commons.cli.GnuParserTest.testLongWithEqual,
org.apache.commons.cli.PosixParserTest.testLongWithEqual,
org.apache.commons.cli.OptionsTest.testToString,"OptionsTest, String, Options"
org.apache.commons.cli.PosixParserTest.testStopBursting,"CommandLine, StringBuffer, Parser, PosixParserTest, List"
org.apache.commons.cli.ValueTest.testShortOptionalArgValues,"Parser, CommandLine, PosixParser, ValueTest"
org.apache.commons.cli.OptionTest.testHasArgName,"OptionTest, Option"
org.apache.commons.cli.OptionGroupTest.testSingleOption,"OptionGroupTest, CommandLineParser, CommandLine, List"
org.apache.commons.cli.BugsTest.test11458,"Option, Options, CommandLineParser, PosixParser, OptionBuilder, BugsTest, Iterator, CommandLine"
org.apache.commons.cli.BasicParserTest.testMultipleWithLong,
org.apache.commons.cli.ParseRequiredTest.testMissingRequiredOptions,"Options, CommandLineParser, ParseRequiredTest, OptionBuilder, MissingOptionException, List"
org.apache.commons.cli.bug.BugCLI162Test.testPrintHelpLongLines,"Object, Option, Options, OptionGroup, NoClassDefFoundError, BugCLI162Test, Class, HelpFormatter, StringBuffer"
org.apache.commons.cli.PosixParserTest.testSimpleLong,
org.apache.commons.cli.ValueTest.testLongOptionalNArgValues,"Parser, CommandLine, PosixParser, ValueTest"
org.apache.commons.cli.GnuParserTest.testStopAtExpectedArg,
org.apache.commons.cli.PatternOptionBuilderTest.testClassPattern,"PatternOptionBuilder, CommandLineParser, PosixParser, NoClassDefFoundError, Class, PatternOptionBuilderTest, CommandLine"
org.apache.commons.cli.GnuParserTest.testSimpleLong,
