Method,Used Classes
org.apache.commons.cli.ValueTest.testPropertyOptionFlags,"StringBuilder, Properties, PosixParser, ParseException, Parser, CommandLine, ValueTest"
org.apache.commons.cli.OptionGroupTest.testNoOptionsExtraArgs,"OptionGroupTest, CommandLineParser, ParseException, CommandLine, List"
org.apache.commons.cli.ArgumentIsOptionTest.testOptionWithArgument,"String, CommandLineParser, ArgumentIsOptionTest, ParseException, CommandLine"
org.apache.commons.cli.BugsTest.test13425,"Options, PosixParser, OptionBuilder, BugsTest, Parser"
org.apache.commons.cli.bug.BugCLI71Test.testLackOfError,"BugCLI71Test, CommandLineParser"
org.apache.commons.cli.OptionBuilderTest.testSpecialOptChars,"Option, OptionBuilderTest, OptionBuilder"
org.apache.commons.cli.OptionBuilderTest.testBaseOptionStringOpt,"Option, OptionBuilderTest, OptionBuilder"
org.apache.commons.cli.OptionBuilderTest.testCompleteOption,"OptionBuilderTest, Object, Option, OptionBuilder, Float"
org.apache.commons.cli.BuildTest.testDuplicateLong,"BuildTest, Option, Options"
org.apache.commons.cli.GnuParseTest.testExtraOption,"String, GnuParseTest, Parser, CommandLine, List, ParseException"
org.apache.commons.cli.BugsTest.test27635,
org.apache.commons.cli.ArgumentIsOptionTest.testOption,"CommandLineParser, ArgumentIsOptionTest, CommandLine, ParseException"
org.apache.commons.cli.ValueTest.testShortOptionalArgValue,"StringBuilder, PosixParser, ParseException, Parser, CommandLine, ValueTest"
org.apache.commons.cli.ValuesTest.testExtraArgs,"ValuesTest, CommandLine, Arrays"
org.apache.commons.cli.HelpFormatterTest.testPrintWrapped,"StringBuilder, HelpFormatterTest, StringBuffer, HelpFormatter"
org.apache.commons.cli.bug.BugCLI71Test.testGetsDefaultIfOptional,"Option, Options, CommandLineParser, BugCLI71Test, CommandLine"
org.apache.commons.cli.ParseRequiredTest.testWithRequiredOption,"String, CommandLineParser, ParseRequiredTest, ParseException, CommandLine, List"
org.apache.commons.cli.ParseTest.testSimpleLong,"ParseTest, String, ParseException, Parser, CommandLine, List"
org.apache.commons.cli.HelpFormatterTest.testAutomaticUsage,"String, Options, ByteArrayOutputStream, PrintWriter, HelpFormatterTest, HelpFormatter"
org.apache.commons.cli.OptionBuilderTest.testOptionArgNumbers,"Option, OptionBuilderTest, OptionBuilder"
org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt,"Option, OptionBuilderTest, OptionBuilder"
org.apache.commons.cli.ValuesTest.testShortArgs,"ValuesTest, CommandLine"
org.apache.commons.cli.BugsTest.test15046,"Option, Options, CommandLineParser, PosixParser, BugsTest, CommandLine"
org.apache.commons.cli.HelpFormatterTest.testFindWrapPos,"HelpFormatterTest, HelpFormatter"
org.apache.commons.cli.bug.BugCLI148Test.testWorkaround2,"OptionBuilder, Options, BugCLI148Test, CommandLineParser, CommandLine, PosixParser"
org.apache.commons.cli.ValueTest.testLongNoArg,"CommandLine, ValueTest"
org.apache.commons.cli.OptionGroupTest.testSingleLongOption,"OptionGroupTest, CommandLineParser, ParseException, CommandLine, List"
org.apache.commons.cli.ParseTest.testMultipleWithLong,"ParseTest, StringBuilder, String, Object, ParseException, Parser, CommandLine, List"
org.apache.commons.cli.OptionsTest.testMissingOptionsException,"Options, PosixParser, OptionBuilder, OptionsTest, MissingOptionException"
org.apache.commons.cli.ParseTest.testExtraOption,"ParseTest, String, ParseException, Parser, CommandLine, List"
org.apache.commons.cli.bug.BugCLI148Test.testWorkaround1,"OptionBuilder, Options, BugCLI148Test, CommandLineParser, CommandLine, PosixParser"
org.apache.commons.cli.ValueTest.testLongOptionalNoValue,"StringBuilder, PosixParser, ParseException, Parser, CommandLine, ValueTest"
org.apache.commons.cli.ApplicationTest.testAnt,"StringBuilder, Options, ApplicationTest, CommandLineParser, OptionBuilder, GnuParser, ParseException, CommandLine"
org.apache.commons.cli.UtilTest.testStripLeadingHyphens,"UtilTest, Util"
org.apache.commons.cli.HelpFormatterTest.testPrintUsage,"StringBuilder, Option, ByteArrayOutputStream, Options, PrintWriter, HelpFormatterTest, HelpFormatter"
org.apache.commons.cli.OptionsTest.testHelpOptions,"ArrayList, Options, OptionBuilder, Collection, OptionsTest"
org.apache.commons.cli.GnuParseTest.testMultipleWithLong,"StringBuilder, String, Object, GnuParseTest, Parser, CommandLine, List, ParseException"
org.apache.commons.cli.BugsTest.test14786,"Options, CommandLineParser, OptionBuilder, GnuParser, BugsTest, CommandLine"
org.apache.commons.cli.ParseTest.testSimpleShort,"ParseTest, String, ParseException, Parser, CommandLine, List"
org.apache.commons.cli.ValueTest.testLongWithArg,"CommandLine, ValueTest"
org.apache.commons.cli.ValueTest.testShortOptionalNArgValues,"StringBuilder, PosixParser, ParseException, Parser, CommandLine, ValueTest"
org.apache.commons.cli.BuildTest.testLong,"BuildTest, Options"
org.apache.commons.cli.OptionGroupTest.testSingleOptionFromGroup,"OptionGroupTest, CommandLineParser, ParseException, CommandLine, List"
org.apache.commons.cli.ParseTest.testMissingArg,"ParseTest, Parser, ParseException"
org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromGroup,"OptionGroupTest, CommandLineParser, StringBuilder, ParseException"
org.apache.commons.cli.ValueTest.testShortNoArg,"CommandLine, ValueTest"
org.apache.commons.cli.bug.BugCLI13Test.testCLI13,"Options, OptionBuilder, PosixParser, BugCLI13Test, CommandLine"
org.apache.commons.cli.BugsTest.test15648,"Options, CommandLineParser, OptionBuilder, PosixParser, BugsTest, CommandLine"
org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromDifferentGroup,"OptionGroupTest, CommandLineParser, ParseException, CommandLine, List"
org.apache.commons.cli.ParseRequiredTest.testMissingRequiredOption,"CommandLineParser, ParseRequiredTest, MissingOptionException"
org.apache.commons.cli.GnuParseTest.testSimpleShort,"String, GnuParseTest, Parser, CommandLine, List, ParseException"
org.apache.commons.cli.GnuParseTest.testDoubleDash,"StringBuilder, GnuParseTest, Parser, CommandLine, List, ParseException"
org.apache.commons.cli.BuildTest.testDuplicateSimple,"BuildTest, Option, Options"
org.apache.commons.cli.ArgumentIsOptionTest.testOptionAndOptionWithArgument,"String, CommandLineParser, ArgumentIsOptionTest, ParseException, CommandLine"
org.apache.commons.cli.GnuParseTest.testSingleDash,"StringBuilder, String, Object, GnuParseTest, Parser, CommandLine, List, ParseException"
org.apache.commons.cli.BuildTest.testSimple,"BuildTest, Options"
org.apache.commons.cli.OptionGroupTest.testTwoValidOptions,"OptionGroupTest, CommandLineParser, ParseException, CommandLine, List"
org.apache.commons.cli.ValuesTest.testShortArgsWithValue,"ValuesTest, CommandLine, String"
org.apache.commons.cli.OptionGroupTest.testTwoValidLongOptions,"OptionGroupTest, CommandLineParser, ParseException, CommandLine, List"
org.apache.commons.cli.bug.BugCLI71Test.testBasic,"BugCLI71Test, CommandLineParser, CommandLine"
org.apache.commons.cli.PatternOptionBuilderTest.testSimplePattern,"URL, MalformedURLException, Double, PatternOptionBuilder, CommandLineParser, PosixParser, Vector, File, ParseException, PatternOptionBuilderTest, CommandLine"
org.apache.commons.cli.ValuesTest.testTwoArgValues,"ValuesTest, CommandLine, Arrays"
org.apache.commons.cli.ParseTest.testDoubleDash,"ParseTest, StringBuilder, ParseException, Parser, CommandLine, List"
org.apache.commons.cli.bug.BugCLI18Test.testCLI18,"Option, Options, PrintWriter, BugCLI18Test, StringWriter, HelpFormatter"
org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions,"OptionBuilderTest, Object, Option, OptionBuilder, Float"
org.apache.commons.cli.OptionGroupTest.testTwoLongOptionsFromGroup,"OptionGroupTest, CommandLineParser, StringBuilder, ParseException"
org.apache.commons.cli.ApplicationTest.testLs,"StringBuilder, Options, ApplicationTest, CommandLineParser, OptionBuilder, PosixParser, ParseException, CommandLine"
org.apache.commons.cli.ParseTest.testSingleDash,"ParseTest, StringBuilder, String, Object, ParseException, Parser, CommandLine, List"
org.apache.commons.cli.BugsTest.test31148,"Option, Options, Properties, PosixParser, BugsTest, Parser, CommandLine"
org.apache.commons.cli.ValueTest.testPropertyOverrideValues,"StringBuilder, Properties, PosixParser, ParseException, Parser, CommandLine, ValueTest"
org.apache.commons.cli.BugsTest.test13666,"Exception, StringBuilder, ByteArrayOutputStream, Options, PrintStream, System, OptionBuilder, BugsTest, HelpFormatter"
org.apache.commons.cli.BugsTest.test13935,"StringBuilder, Object, Option, Options, CommandLineParser, PosixParser, OptionGroup, BugsTest, Class, ParseException"
org.apache.commons.cli.ParseTest.testComplexShort,"ParseTest, String, ParseException, Parser, CommandLine, List"
org.apache.commons.cli.ValueTest.testShortOptionalArgValues,"StringBuilder, PosixParser, ParseException, Parser, CommandLine, ValueTest"
org.apache.commons.cli.OptionGroupTest.testSingleOption,"OptionGroupTest, CommandLineParser, ParseException, CommandLine, List"
org.apache.commons.cli.BugsTest.test11458,"StringBuilder, Object, Option, Options, CommandLineParser, PosixParser, OptionBuilder, BugsTest, Class, ParseException, Iterator, CommandLine"
org.apache.commons.cli.ParseRequiredTest.testMissingRequiredOptions,"Options, CommandLineParser, ParseRequiredTest, OptionBuilder, MissingOptionException"
org.apache.commons.cli.GnuParseTest.testMissingArg,"Parser, ParseException, GnuParseTest"
org.apache.commons.cli.ValueTest.testLongOptionalNArgValues,"StringBuilder, PosixParser, ParseException, Parser, CommandLine, ValueTest"
org.apache.commons.cli.GnuParseTest.testStop,"StringBuilder, GnuParseTest, Parser, CommandLine, List, ParseException"
org.apache.commons.cli.BugsTest.test21215,"StringBuilder, Options, PrintWriter, System, BugsTest, StringWriter, HelpFormatter"
