Version,Strategy,Accuracy,FDR
37,Total,1.0,1
37,Mean,1.0,1
37,Max,1.0,1
37,Min,1.0,1
37,TotalLines,1.0,1
37,MeanLines,1.0,1
37,MaxLines,1.0,1
37,MinLines,1.0,1
38,Total,1.0,1
38,Mean,1.0,1
38,Max,1.0,1
38,Min,1.0,1
38,TotalLines,1.0,1
38,MeanLines,1.0,1
38,MaxLines,1.0,1
38,MinLines,1.0,1
39,Total,1.0,1
39,Mean,1.0,1
39,Max,1.0,1
39,Min,1.0,1
39,TotalLines,1.0,1
39,MeanLines,1.0,1
39,MaxLines,1.0,1
39,MinLines,1.0,1
40,Total,1.0,1
40,Mean,0.0,0
40,Max,0.0,0
40,Min,0.0,0
40,TotalLines,1.0,1
40,MeanLines,0.0,0
40,MaxLines,0.0,0
40,MinLines,0.0,0
41,Total,1.0,1
41,Mean,1.0,1
41,Max,1.0,1
41,Min,1.0,1
41,TotalLines,1.0,1
41,MeanLines,1.0,1
41,MaxLines,1.0,1
41,MinLines,1.0,1
42,Total,0.5,1
42,Mean,1.0,1
42,Max,1.0,1
42,Min,1.0,1
42,TotalLines,0.5,1
42,MeanLines,1.0,1
42,MaxLines,1.0,1
42,MinLines,1.0,1
43,Total,1.0,1
43,Mean,1.0,1
43,Max,1.0,1
43,Min,1.0,1
43,TotalLines,1.0,1
43,MeanLines,1.0,1
43,MaxLines,1.0,1
43,MinLines,1.0,1
44,Total,0.0,0
44,Mean,1.0,1
44,Max,1.0,1
44,Min,1.0,1
44,TotalLines,0.0,0
44,MeanLines,1.0,1
44,MaxLines,1.0,1
44,MinLines,1.0,1
45,Total,1.0,1
45,Mean,1.0,1
45,Max,1.0,1
45,Min,1.0,1
45,TotalLines,1.0,1
45,MeanLines,1.0,1
45,MaxLines,1.0,1
45,MinLines,1.0,1
46,Total,0.0,0
46,Mean,1.0,1
46,Max,1.0,1
46,Min,1.0,1
46,TotalLines,0.0,0
46,MeanLines,1.0,1
46,MaxLines,1.0,1
46,MinLines,1.0,1
47,Total,1.0,1
47,Mean,0.0,0
47,Max,0.0,0
47,Min,0.0,0
47,TotalLines,1.0,1
47,MeanLines,0.0,0
47,MaxLines,0.0,0
47,MinLines,0.0,0
48,Total,0.0,0
48,Mean,1.0,1
48,Max,1.0,1
48,Min,1.0,1
48,TotalLines,0.0,0
48,MeanLines,1.0,1
48,MaxLines,1.0,1
48,MinLines,1.0,1
49,Total,1.0,1
49,Mean,1.0,1
49,Max,1.0,1
49,Min,1.0,1
49,TotalLines,1.0,1
49,MeanLines,1.0,1
49,MaxLines,1.0,1
49,MinLines,1.0,1
50,Total,1.0,1
50,Mean,0.0,0
50,Max,0.0,0
50,Min,0.0,0
50,TotalLines,1.0,1
50,MeanLines,0.0,0
50,MaxLines,0.0,0
50,MinLines,0.0,0
51,Total,1.0,1
51,Mean,0.0,0
51,Max,0.0,0
51,Min,0.0,0
51,TotalLines,1.0,1
51,MeanLines,0.0,0
51,MaxLines,0.0,0
51,MinLines,0.0,0
52,Total,0.8571428571428571,1
52,Mean,0.8571428571428571,1
52,Max,0.8571428571428571,1
52,Min,1.0,1
52,TotalLines,0.8571428571428571,1
52,MeanLines,0.7142857142857143,1
52,MaxLines,0.8571428571428571,1
52,MinLines,1.0,1
53,Total,1.0,1
53,Mean,1.0,1
53,Max,1.0,1
53,Min,1.0,1
53,TotalLines,1.0,1
53,MeanLines,1.0,1
53,MaxLines,1.0,1
53,MinLines,1.0,1
54,Total,0.0,0
54,Mean,1.0,1
54,Max,1.0,1
54,Min,1.0,1
54,TotalLines,0.0,0
54,MeanLines,1.0,1
54,MaxLines,1.0,1
54,MinLines,1.0,1
55,Total,1.0,1
55,Mean,1.0,1
55,Max,1.0,1
55,Min,1.0,1
55,TotalLines,1.0,1
55,MeanLines,1.0,1
55,MaxLines,1.0,1
55,MinLines,1.0,1
56,Total,0.0,0
56,Mean,0.0,0
56,Max,0.0,0
56,Min,0.0,0
56,TotalLines,0.0,0
56,MeanLines,0.0,0
56,MaxLines,0.0,0
56,MinLines,0.0,0
57,Total,1.0,1
57,Mean,0.0,0
57,Max,0.0,0
57,Min,0.0,0
57,TotalLines,1.0,1
57,MeanLines,0.0,0
57,MaxLines,0.0,0
57,MinLines,0.0,0
58,Total,0.5,1
58,Mean,0.0,0
58,Max,0.0,0
58,Min,0.0,0
58,TotalLines,1.0,1
58,MeanLines,1.0,1
58,MaxLines,1.0,1
58,MinLines,1.0,1
59,Total,0.5,1
59,Mean,1.0,1
59,Max,1.0,1
59,Min,1.0,1
59,TotalLines,0.5,1
59,MeanLines,1.0,1
59,MaxLines,1.0,1
59,MinLines,1.0,1
60,Total,1.0,1
60,Mean,0.5,1
60,Max,0.5,1
60,Min,0.5,1
60,TotalLines,1.0,1
60,MeanLines,0.5,1
60,MaxLines,0.5,1
60,MinLines,0.5,1
61,Total,1.0,1
61,Mean,1.0,1
61,Max,1.0,1
61,Min,1.0,1
61,TotalLines,1.0,1
61,MeanLines,1.0,1
61,MaxLines,1.0,1
61,MinLines,1.0,1
62,Total,1.0,1
62,Mean,1.0,1
62,Max,1.0,1
62,Min,1.0,1
62,TotalLines,1.0,1
62,MeanLines,1.0,1
62,MaxLines,1.0,1
62,MinLines,1.0,1
63,Total,1.0,1
63,Mean,0.6666666666666666,1
63,Max,0.6666666666666666,1
63,Min,0.3333333333333333,1
63,TotalLines,0.6666666666666666,1
63,MeanLines,0.6666666666666666,1
63,MaxLines,0.6666666666666666,1
63,MinLines,1.0,1
64,Total,1.0,1
64,Mean,1.0,1
64,Max,1.0,1
64,Min,1.0,1
64,TotalLines,1.0,1
64,MeanLines,1.0,1
64,MaxLines,1.0,1
64,MinLines,1.0,1
65,Total,1.0,1
65,Mean,1.0,1
65,Max,1.0,1
65,Min,1.0,1
65,TotalLines,1.0,1
65,MeanLines,1.0,1
65,MaxLines,1.0,1
65,MinLines,1.0,1
66,Total,1.0,1
66,Mean,1.0,1
66,Max,1.0,1
66,Min,1.0,1
66,TotalLines,1.0,1
66,MeanLines,1.0,1
66,MaxLines,1.0,1
66,MinLines,1.0,1
67,Total,1.0,1
67,Mean,1.0,1
67,Max,1.0,1
67,Min,1.0,1
67,TotalLines,1.0,1
67,MeanLines,1.0,1
67,MaxLines,1.0,1
67,MinLines,1.0,1
68,Total,0.0,0
68,Mean,0.0,0
68,Max,0.0,0
68,Min,0.0,0
68,TotalLines,0.0,0
68,MeanLines,0.0,0
68,MaxLines,0.0,0
68,MinLines,0.0,0
69,Total,1.0,1
69,Mean,1.0,1
69,Max,1.0,1
69,Min,1.0,1
69,TotalLines,1.0,1
69,MeanLines,1.0,1
69,MaxLines,1.0,1
69,MinLines,1.0,1
70,Total,1.0,1
70,Mean,0.0,0
70,Max,0.0,0
70,Min,0.0,0
70,TotalLines,1.0,1
70,MeanLines,0.0,0
70,MaxLines,0.0,0
70,MinLines,0.0,0
71,Total,0.5,1
71,Mean,1.0,1
71,Max,1.0,1
71,Min,1.0,1
71,TotalLines,0.5,1
71,MeanLines,1.0,1
71,MaxLines,1.0,1
71,MinLines,1.0,1
72,Total,0.0,0
72,Mean,1.0,1
72,Max,1.0,1
72,Min,1.0,1
72,TotalLines,0.0,0
72,MeanLines,1.0,1
72,MaxLines,1.0,1
72,MinLines,1.0,1
73,Total,1.0,1
73,Mean,1.0,1
73,Max,1.0,1
73,Min,1.0,1
73,TotalLines,1.0,1
73,MeanLines,1.0,1
73,MaxLines,1.0,1
73,MinLines,1.0,1
74,Total,0.0,0
74,Mean,1.0,1
74,Max,1.0,1
74,Min,1.0,1
74,TotalLines,0.0,0
74,MeanLines,1.0,1
74,MaxLines,1.0,1
74,MinLines,1.0,1
75,Total,1.0,1
75,Mean,1.0,1
75,Max,1.0,1
75,Min,1.0,1
75,TotalLines,1.0,1
75,MeanLines,1.0,1
75,MaxLines,1.0,1
75,MinLines,1.0,1
76,Total,1.0,1
76,Mean,1.0,1
76,Max,1.0,1
76,Min,1.0,1
76,TotalLines,1.0,1
76,MeanLines,1.0,1
76,MaxLines,1.0,1
76,MinLines,1.0,1
77,Total,0.0,0
77,Mean,1.0,1
77,Max,1.0,1
77,Min,1.0,1
77,TotalLines,0.0,0
77,MeanLines,1.0,1
77,MaxLines,1.0,1
77,MinLines,1.0,1
78,Total,1.0,1
78,Mean,1.0,1
78,Max,1.0,1
78,Min,1.0,1
78,TotalLines,1.0,1
78,MeanLines,1.0,1
78,MaxLines,1.0,1
78,MinLines,1.0,1
79,Total,1.0,1
79,Mean,1.0,1
79,Max,1.0,1
79,Min,1.0,1
79,TotalLines,1.0,1
79,MeanLines,1.0,1
79,MaxLines,1.0,1
79,MinLines,1.0,1
80,Total,1.0,1
80,Mean,1.0,1
80,Max,1.0,1
80,Min,1.0,1
80,TotalLines,1.0,1
80,MeanLines,1.0,1
80,MaxLines,1.0,1
80,MinLines,1.0,1
81,Total,1.0,1
81,Mean,1.0,1
81,Max,1.0,1
81,Min,1.0,1
81,TotalLines,1.0,1
81,MeanLines,1.0,1
81,MaxLines,1.0,1
81,MinLines,1.0,1
82,Total,0.0,0
82,Mean,0.0,0
82,Max,0.0,0
82,Min,0.0,0
82,TotalLines,0.0,0
82,MeanLines,0.0,0
82,MaxLines,0.0,0
82,MinLines,0.0,0
83,Total,1.0,1
83,Mean,0.5,1
83,Max,0.5,1
83,Min,0.5,1
83,TotalLines,1.0,1
83,MeanLines,0.5,1
83,MaxLines,0.5,1
83,MinLines,0.5,1
84,Total,1.0,1
84,Mean,1.0,1
84,Max,1.0,1
84,Min,1.0,1
84,TotalLines,1.0,1
84,MeanLines,1.0,1
84,MaxLines,1.0,1
84,MinLines,1.0,1
85,Total,1.0,1
85,Mean,1.0,1
85,Max,1.0,1
85,Min,1.0,1
85,TotalLines,1.0,1
85,MeanLines,1.0,1
85,MaxLines,1.0,1
85,MinLines,1.0,1
86,Total,1.0,1
86,Mean,1.0,1
86,Max,1.0,1
86,Min,1.0,1
86,TotalLines,1.0,1
86,MeanLines,1.0,1
86,MaxLines,1.0,1
86,MinLines,1.0,1
87,Total,1.0,1
87,Mean,0.0,0
87,Max,0.0,0
87,Min,0.0,0
87,TotalLines,1.0,1
87,MeanLines,0.0,0
87,MaxLines,0.0,0
87,MinLines,0.0,0
88,Total,1.0,1
88,Mean,1.0,1
88,Max,1.0,1
88,Min,1.0,1
88,TotalLines,1.0,1
88,MeanLines,1.0,1
88,MaxLines,1.0,1
88,MinLines,1.0,1
89,Total,1.0,1
89,Mean,1.0,1
89,Max,1.0,1
89,Min,1.0,1
89,TotalLines,1.0,1
89,MeanLines,1.0,1
89,MaxLines,1.0,1
89,MinLines,1.0,1
90,Total,1.0,1
90,Mean,0.0,0
90,Max,0.0,0
90,Min,0.0,0
90,TotalLines,1.0,1
90,MeanLines,0.0,0
90,MaxLines,0.0,0
90,MinLines,0.0,0
91,Total,0.6666666666666666,1
91,Mean,0.6666666666666666,1
91,Max,0.6666666666666666,1
91,Min,0.6666666666666666,1
91,TotalLines,0.6666666666666666,1
91,MeanLines,0.6666666666666666,1
91,MaxLines,0.6666666666666666,1
91,MinLines,0.6666666666666666,1
92,Total,1.0,1
92,Mean,1.0,1
92,Max,1.0,1
92,Min,1.0,1
92,TotalLines,1.0,1
92,MeanLines,1.0,1
92,MaxLines,1.0,1
92,MinLines,1.0,1
93,Total,1.0,1
93,Mean,1.0,1
93,Max,1.0,1
93,Min,1.0,1
93,TotalLines,1.0,1
93,MeanLines,1.0,1
93,MaxLines,1.0,1
93,MinLines,1.0,1
