Version,Strategy,Accuracy,FDR
20,MeanLines,0.0,0
20,MaxLines,0.0,0
20,MinLines,0.0,0
21,Total,0.0,0
21,Mean,1.0,1
21,Max,1.0,1
21,Min,1.0,1
21,TotalLines,1.0,1
21,MeanLines,1.0,1
21,MaxLines,1.0,1
21,MinLines,1.0,1
22,Total,1.0,1
22,Mean,1.0,1
22,Max,1.0,1
22,Min,1.0,1
22,TotalLines,0.0,0
22,MeanLines,0.0,0
22,MaxLines,0.0,0
22,MinLines,0.0,0
23,Total,1.0,1
23,Mean,1.0,1
23,Max,1.0,1
23,Min,1.0,1
23,TotalLines,1.0,1
23,MeanLines,1.0,1
23,MaxLines,1.0,1
23,MinLines,1.0,1
24,Total,1.0,1
24,Mean,1.0,1
24,Max,0.0,0
24,Min,1.0,1
24,TotalLines,1.0,1
24,MeanLines,1.0,1
24,MaxLines,1.0,1
24,MinLines,1.0,1
25,Total,1.0,1
25,Mean,1.0,1
25,Max,1.0,1
25,Min,0.0,0
25,TotalLines,1.0,1
25,MeanLines,1.0,1
25,MaxLines,1.0,1
25,MinLines,1.0,1
26,Total,1.0,1
26,Mean,1.0,1
26,Max,1.0,1
26,Min,1.0,1
26,TotalLines,0.0,0
26,MeanLines,0.0,0
26,MaxLines,0.0,0
26,MinLines,0.0,0
27,Total,0.0,0
27,Mean,1.0,1
27,Max,0.0,0
27,Min,1.0,1
27,TotalLines,1.0,1
27,MeanLines,1.0,1
27,MaxLines,1.0,1
27,MinLines,1.0,1
28,Total,1.0,1
28,Mean,1.0,1
28,Max,1.0,1
28,Min,1.0,1
28,TotalLines,1.0,1
28,MeanLines,1.0,1
28,MaxLines,1.0,1
28,MinLines,1.0,1
29,Total,0.0,0
29,Mean,0.0,0
29,Max,0.0,0
29,Min,1.0,1
29,TotalLines,0.0,0
29,MeanLines,1.0,1
29,MaxLines,1.0,1
29,MinLines,1.0,1
30,Total,1.0,1
30,Mean,0.0,0
30,Max,0.0,0
30,Min,1.0,1
30,TotalLines,1.0,1
30,MeanLines,1.0,1
30,MaxLines,1.0,1
30,MinLines,1.0,1
31,Total,1.0,1
31,Mean,1.0,1
31,Max,1.0,1
31,Min,1.0,1
31,TotalLines,1.0,1
31,MeanLines,1.0,1
31,MaxLines,1.0,1
31,MinLines,0.5,1
32,Total,1.0,1
32,Mean,1.0,1
32,Max,1.0,1
32,Min,1.0,1
32,TotalLines,1.0,1
32,MeanLines,1.0,1
32,MaxLines,1.0,1
32,MinLines,1.0,1
33,Total,0.0,0
33,Mean,0.0,0
33,Max,0.0,0
33,Min,0.0,0
33,TotalLines,0.0,0
33,MeanLines,0.0,0
33,MaxLines,0.0,0
33,MinLines,0.0,0
34,Total,0.0,0
34,Mean,0.0,0
34,Max,0.0,0
34,Min,0.0,0
34,TotalLines,0.0,0
34,MeanLines,0.0,0
34,MaxLines,0.0,0
34,MinLines,1.0,1
35,Total,0.0,0
35,Mean,0.0,0
35,Max,0.0,0
35,Min,1.0,1
35,TotalLines,0.0,0
35,MeanLines,0.0,0
35,MaxLines,0.0,0
35,MinLines,1.0,1
36,Total,1.0,1
36,Mean,1.0,1
36,Max,1.0,1
36,Min,1.0,1
36,TotalLines,1.0,1
36,MeanLines,1.0,1
36,MaxLines,1.0,1
36,MinLines,1.0,1
37,Total,1.0,1
37,Mean,1.0,1
37,Max,1.0,1
37,Min,1.0,1
37,TotalLines,1.0,1
37,MeanLines,1.0,1
37,MaxLines,1.0,1
37,MinLines,1.0,1
38,Total,1.0,1
38,Mean,1.0,1
38,Max,1.0,1
38,Min,1.0,1
38,TotalLines,1.0,1
38,MeanLines,1.0,1
38,MaxLines,1.0,1
38,MinLines,1.0,1
39,Total,0.0,0
39,Mean,0.0,0
39,Max,0.0,0
39,Min,0.0,0
39,TotalLines,0.0,0
39,MeanLines,0.0,0
39,MaxLines,0.0,0
39,MinLines,0.0,0
40,Total,1.0,1
40,Mean,1.0,1
40,Max,1.0,1
40,Min,1.0,1
40,TotalLines,0.0,0
40,MeanLines,1.0,1
40,MaxLines,0.0,0
40,MinLines,1.0,1
41,Total,1.0,1
41,Mean,1.0,1
41,Max,1.0,1
41,Min,1.0,1
41,TotalLines,1.0,1
41,MeanLines,1.0,1
41,MaxLines,1.0,1
41,MinLines,0.5,1
42,Total,1.0,1
42,Mean,1.0,1
42,Max,1.0,1
42,Min,1.0,1
42,TotalLines,1.0,1
42,MeanLines,1.0,1
42,MaxLines,1.0,1
42,MinLines,1.0,1
43,Total,1.0,1
43,Mean,1.0,1
43,Max,1.0,1
43,Min,1.0,1
43,TotalLines,1.0,1
43,MeanLines,1.0,1
43,MaxLines,1.0,1
43,MinLines,0.0,0
44,Total,1.0,1
44,Mean,1.0,1
44,Max,1.0,1
44,Min,1.0,1
44,TotalLines,1.0,1
44,MeanLines,1.0,1
44,MaxLines,1.0,1
44,MinLines,0.0,0
45,Total,0.0,0
45,Mean,0.0,0
45,Max,0.0,0
45,Min,1.0,1
45,TotalLines,0.0,0
45,MeanLines,0.0,0
45,MaxLines,0.0,0
45,MinLines,1.0,1
46,Total,1.0,1
46,Mean,0.0,0
46,Max,0.0,0
46,Min,1.0,1
46,TotalLines,1.0,1
46,MeanLines,0.0,0
46,MaxLines,0.0,0
46,MinLines,1.0,1
47,Total,1.0,1
47,Mean,1.0,1
47,Max,1.0,1
47,Min,1.0,1
47,TotalLines,1.0,1
47,MeanLines,1.0,1
47,MaxLines,1.0,1
47,MinLines,1.0,1
