Version,Strategy,Accuracy,FDR
30,Mean,0.0,0
30,Max,0.0,0
30,Min,0.0,0
30,TotalLines,0.0,0
30,MeanLines,0.0,0
30,MaxLines,0.0,0
30,MinLines,0.0,0
31,Total,1.0,1
31,Mean,1.0,1
31,Max,0.0,0
31,Min,0.0,0
31,TotalLines,0.0,0
31,MeanLines,0.0,0
31,MaxLines,0.0,0
31,MinLines,0.0,0
32,Total,1.0,1
32,Mean,1.0,1
32,Max,0.0,0
32,Min,1.0,1
32,TotalLines,1.0,1
32,MeanLines,1.0,1
32,MaxLines,0.0,0
32,MinLines,1.0,1
33,Total,1.0,1
33,Mean,1.0,1
33,Max,1.0,1
33,Min,0.0,0
33,TotalLines,1.0,1
33,MeanLines,1.0,1
33,MaxLines,1.0,1
33,MinLines,0.0,0
34,Total,0.5,1
34,Mean,0.5,1
34,Max,0.5,1
34,Min,0.5,1
34,TotalLines,0.5,1
34,MeanLines,0.5,1
34,MaxLines,0.5,1
34,MinLines,1.0,1
35,Total,1.0,1
35,Mean,1.0,1
35,Max,1.0,1
35,Min,1.0,1
35,TotalLines,1.0,1
35,MeanLines,1.0,1
35,MaxLines,1.0,1
35,MinLines,1.0,1
36,Total,0.0,0
36,Mean,0.0,0
36,Max,0.0,0
36,Min,0.16666666666666666,1
36,TotalLines,0.0,0
36,MeanLines,0.0,0
36,MaxLines,0.0,0
36,MinLines,0.0,0
37,Total,1.0,1
37,Mean,1.0,1
37,Max,1.0,1
37,Min,1.0,1
37,TotalLines,1.0,1
37,MeanLines,1.0,1
37,MaxLines,0.0,0
37,MinLines,1.0,1
38,Total,1.0,1
38,Mean,1.0,1
38,Max,1.0,1
38,Min,1.0,1
38,TotalLines,1.0,1
38,MeanLines,1.0,1
38,MaxLines,1.0,1
38,MinLines,1.0,1
39,Total,1.0,1
39,Mean,1.0,1
39,Max,0.0,0
39,Min,0.0,0
39,TotalLines,0.0,0
39,MeanLines,0.0,0
39,MaxLines,0.0,0
39,MinLines,0.0,0
40,Total,0.0,0
40,Mean,0.0,0
40,Max,0.0,0
40,Min,0.0,0
40,TotalLines,0.0,0
40,MeanLines,0.0,0
40,MaxLines,0.0,0
40,MinLines,0.0,0
41,Total,1.0,1
41,Mean,1.0,1
41,Max,1.0,1
41,Min,1.0,1
41,TotalLines,1.0,1
41,MeanLines,1.0,1
41,MaxLines,1.0,1
41,MinLines,1.0,1
42,Total,0.0,0
42,Mean,0.0,0
42,Max,0.0,0
42,Min,0.0,0
42,TotalLines,0.0,0
42,MeanLines,0.0,0
42,MaxLines,0.0,0
42,MinLines,0.0,0
43,Total,1.0,1
43,Mean,1.0,1
43,Max,1.0,1
43,Min,0.5,1
43,TotalLines,1.0,1
43,MeanLines,1.0,1
43,MaxLines,1.0,1
43,MinLines,1.0,1
44,Total,0.0,0
44,Mean,0.0,0
44,Max,0.0,0
44,Min,0.0,0
44,TotalLines,0.0,0
44,MeanLines,0.0,0
44,MaxLines,0.0,0
44,MinLines,0.0,0
45,Total,1.0,1
45,Mean,1.0,1
45,Max,1.0,1
45,Min,1.0,1
45,TotalLines,1.0,1
45,MeanLines,1.0,1
45,MaxLines,1.0,1
45,MinLines,1.0,1
46,Total,0.0,0
46,Mean,0.0,0
46,Max,0.0,0
46,Min,1.0,1
46,TotalLines,0.0,0
46,MeanLines,0.0,0
46,MaxLines,0.0,0
46,MinLines,1.0,1
47,Total,1.0,1
47,Mean,1.0,1
47,Max,1.0,1
47,Min,1.0,1
47,TotalLines,1.0,1
47,MeanLines,0.0,0
47,MaxLines,1.0,1
47,MinLines,0.0,0
48,Total,0.0,0
48,Mean,0.0,0
48,Max,0.0,0
48,Min,0.0,0
48,TotalLines,0.0,0
48,MeanLines,0.0,0
48,MaxLines,0.0,0
48,MinLines,0.0,0
49,Total,1.0,1
49,Mean,1.0,1
49,Max,1.0,1
49,Min,1.0,1
49,TotalLines,1.0,1
49,MeanLines,1.0,1
49,MaxLines,1.0,1
49,MinLines,1.0,1
50,Total,0.0,0
50,Mean,0.0,0
50,Max,0.0,0
50,Min,0.0,0
50,TotalLines,0.0,0
50,MeanLines,0.0,0
50,MaxLines,0.0,0
50,MinLines,0.0,0
51,Total,0.0,0
51,Mean,0.0,0
51,Max,0.0,0
51,Min,1.0,1
51,TotalLines,0.0,0
51,MeanLines,0.0,0
51,MaxLines,0.0,0
51,MinLines,1.0,1
52,Total,0.14285714285714285,1
52,Mean,0.0,0
52,Max,0.0,0
52,Min,0.0,0
52,TotalLines,0.0,0
52,MeanLines,0.0,0
52,MaxLines,0.0,0
52,MinLines,0.0,0
53,Total,1.0,1
53,Mean,1.0,1
53,Max,1.0,1
53,Min,1.0,1
53,TotalLines,1.0,1
53,MeanLines,1.0,1
53,MaxLines,1.0,1
53,MinLines,1.0,1
54,Total,1.0,1
54,Mean,0.0,0
54,Max,1.0,1
54,Min,0.0,0
54,TotalLines,1.0,1
54,MeanLines,0.0,0
54,MaxLines,0.0,0
54,MinLines,0.0,0
55,Total,1.0,1
55,Mean,1.0,1
55,Max,1.0,1
55,Min,0.0,0
55,TotalLines,1.0,1
55,MeanLines,0.0,0
55,MaxLines,1.0,1
55,MinLines,0.0,0
56,Total,0.0,0
56,Mean,0.0,0
56,Max,0.0,0
56,Min,0.0,0
56,TotalLines,0.0,0
56,MeanLines,0.0,0
56,MaxLines,0.0,0
56,MinLines,0.0,0
57,Total,1.0,1
57,Mean,1.0,1
57,Max,1.0,1
57,Min,1.0,1
57,TotalLines,1.0,1
57,MeanLines,1.0,1
57,MaxLines,1.0,1
57,MinLines,1.0,1
58,Total,0.0,0
58,Mean,0.0,0
58,Max,0.0,0
58,Min,0.5,1
58,TotalLines,0.0,0
58,MeanLines,0.0,0
58,MaxLines,0.0,0
58,MinLines,0.0,0
59,Total,0.5,1
59,Mean,0.5,1
59,Max,0.5,1
59,Min,1.0,1
59,TotalLines,0.0,0
59,MeanLines,0.5,1
59,MaxLines,0.5,1
59,MinLines,0.5,1
60,Total,0.0,0
60,Mean,0.0,0
60,Max,0.0,0
60,Min,0.0,0
60,TotalLines,0.0,0
60,MeanLines,0.0,0
60,MaxLines,0.0,0
60,MinLines,0.0,0
61,Total,1.0,1
61,Mean,1.0,1
61,Max,1.0,1
61,Min,1.0,1
61,TotalLines,1.0,1
61,MeanLines,1.0,1
61,MaxLines,1.0,1
61,MinLines,1.0,1
62,Total,1.0,1
62,Mean,1.0,1
62,Max,1.0,1
62,Min,0.0,0
62,TotalLines,1.0,1
62,MeanLines,1.0,1
62,MaxLines,1.0,1
62,MinLines,0.0,0
63,Total,0.3333333333333333,1
63,Mean,0.0,0
63,Max,0.0,0
63,Min,0.3333333333333333,1
63,TotalLines,0.0,0
63,MeanLines,0.0,0
63,MaxLines,0.0,0
63,MinLines,0.3333333333333333,1
64,Total,0.0,0
64,Mean,0.0,0
64,Max,0.5,1
64,Min,0.0,0
64,TotalLines,0.0,0
64,MeanLines,0.0,0
64,MaxLines,0.0,0
64,MinLines,0.0,0
65,Total,1.0,1
65,Mean,1.0,1
65,Max,1.0,1
65,Min,0.0,0
65,TotalLines,1.0,1
65,MeanLines,1.0,1
65,MaxLines,1.0,1
65,MinLines,0.0,0
66,Total,1.0,1
66,Mean,1.0,1
66,Max,1.0,1
66,Min,0.0,0
66,TotalLines,1.0,1
66,MeanLines,1.0,1
66,MaxLines,1.0,1
66,MinLines,0.0,0
67,Total,1.0,1
67,Mean,1.0,1
67,Max,1.0,1
67,Min,1.0,1
67,TotalLines,1.0,1
67,MeanLines,1.0,1
67,MaxLines,1.0,1
67,MinLines,1.0,1
68,Total,0.0,0
68,Mean,0.0,0
68,Max,0.0,0
68,Min,1.0,1
68,TotalLines,0.0,0
68,MeanLines,0.0,0
68,MaxLines,0.0,0
68,MinLines,1.0,1
69,Total,0.0,0
69,Mean,0.0,0
69,Max,1.0,1
69,Min,0.0,0
69,TotalLines,0.0,0
69,MeanLines,0.0,0
69,MaxLines,1.0,1
69,MinLines,0.0,0
70,Total,1.0,1
70,Mean,1.0,1
70,Max,1.0,1
70,Min,1.0,1
70,TotalLines,1.0,1
70,MeanLines,1.0,1
70,MaxLines,1.0,1
70,MinLines,1.0,1
71,Total,1.0,1
71,Mean,1.0,1
71,Max,1.0,1
71,Min,0.5,1
71,TotalLines,1.0,1
71,MeanLines,1.0,1
71,MaxLines,1.0,1
71,MinLines,0.5,1
72,Total,0.0,0
72,Mean,0.5,1
72,Max,0.0,0
72,Min,0.5,1
72,TotalLines,0.0,0
72,MeanLines,0.0,0
72,MaxLines,0.0,0
72,MinLines,1.0,1
73,Total,0.0,0
73,Mean,0.0,0
73,Max,0.0,0
73,Min,0.0,0
73,TotalLines,0.0,0
73,MeanLines,0.0,0
73,MaxLines,0.0,0
73,MinLines,0.0,0
74,Total,1.0,1
74,Mean,1.0,1
74,Max,1.0,1
74,Min,1.0,1
74,TotalLines,1.0,1
74,MeanLines,1.0,1
74,MaxLines,1.0,1
74,MinLines,0.0,0
75,Total,1.0,1
75,Mean,1.0,1
75,Max,1.0,1
75,Min,1.0,1
75,TotalLines,1.0,1
75,MeanLines,1.0,1
75,MaxLines,1.0,1
75,MinLines,0.0,0
76,Total,1.0,1
76,Mean,1.0,1
76,Max,1.0,1
76,Min,1.0,1
76,TotalLines,1.0,1
76,MeanLines,1.0,1
76,MaxLines,1.0,1
76,MinLines,1.0,1
77,Total,0.0,0
77,Mean,0.0,0
77,Max,0.0,0
77,Min,1.0,1
77,TotalLines,0.0,0
77,MeanLines,0.0,0
77,MaxLines,0.0,0
77,MinLines,1.0,1
78,Total,1.0,1
78,Mean,1.0,1
78,Max,1.0,1
78,Min,1.0,1
78,TotalLines,1.0,1
78,MeanLines,1.0,1
78,MaxLines,1.0,1
78,MinLines,1.0,1
79,Total,1.0,1
79,Mean,0.0,0
79,Max,1.0,1
79,Min,0.0,0
79,TotalLines,1.0,1
79,MeanLines,0.0,0
79,MaxLines,1.0,1
79,MinLines,0.0,0
80,Total,0.0,0
80,Mean,0.0,0
80,Max,0.0,0
80,Min,1.0,1
80,TotalLines,0.0,0
80,MeanLines,0.0,0
80,MaxLines,0.0,0
80,MinLines,1.0,1
81,Total,0.0,0
81,Mean,1.0,1
81,Max,1.0,1
81,Min,0.0,0
81,TotalLines,0.0,0
81,MeanLines,0.0,0
81,MaxLines,1.0,1
81,MinLines,0.0,0
82,Total,0.0,0
82,Mean,0.0,0
82,Max,0.0,0
82,Min,0.0,0
82,TotalLines,0.0,0
82,MeanLines,0.0,0
82,MaxLines,0.0,0
82,MinLines,0.0,0
83,Total,1.0,1
83,Mean,0.5,1
83,Max,1.0,1
83,Min,0.0,0
83,TotalLines,0.5,1
83,MeanLines,0.5,1
83,MaxLines,1.0,1
83,MinLines,0.0,0
84,Total,0.0,0
84,Mean,0.0,0
84,Max,0.0,0
84,Min,0.0,0
84,TotalLines,0.0,0
84,MeanLines,0.0,0
84,MaxLines,0.0,0
84,MinLines,0.0,0
85,Total,0.0,0
85,Mean,0.0,0
85,Max,0.0,0
85,Min,0.0,0
85,TotalLines,0.0,0
85,MeanLines,0.0,0
85,MaxLines,0.0,0
85,MinLines,0.0,0
86,Total,0.0,0
86,Mean,0.0,0
86,Max,0.0,0
86,Min,1.0,1
86,TotalLines,0.0,0
86,MeanLines,0.0,0
86,MaxLines,0.0,0
86,MinLines,1.0,1
87,Total,1.0,1
87,Mean,1.0,1
87,Max,1.0,1
87,Min,1.0,1
87,TotalLines,1.0,1
87,MeanLines,1.0,1
87,MaxLines,1.0,1
87,MinLines,0.0,0
88,Total,1.0,1
88,Mean,0.0,0
88,Max,1.0,1
88,Min,0.0,0
88,TotalLines,0.0,0
88,MeanLines,0.0,0
88,MaxLines,1.0,1
88,MinLines,0.0,0
89,Total,0.0,0
89,Mean,0.0,0
89,Max,0.0,0
89,Min,0.0,0
89,TotalLines,0.0,0
89,MeanLines,0.0,0
89,MaxLines,0.0,0
89,MinLines,0.0,0
90,Total,0.0,0
90,Mean,0.0,0
90,Max,0.0,0
90,Min,0.0,0
90,TotalLines,0.0,0
90,MeanLines,0.0,0
90,MaxLines,0.0,0
90,MinLines,1.0,1
91,Total,0.0,0
91,Mean,0.6666666666666666,1
91,Max,0.6666666666666666,1
91,Min,1.0,1
91,TotalLines,0.6666666666666666,1
91,MeanLines,0.6666666666666666,1
91,MaxLines,0.6666666666666666,1
91,MinLines,0.6666666666666666,1
92,Total,1.0,1
92,Mean,1.0,1
92,Max,1.0,1
92,Min,0.6666666666666666,1
92,TotalLines,0.6666666666666666,1
92,MeanLines,0.6666666666666666,1
92,MaxLines,1.0,1
92,MinLines,0.6666666666666666,1
93,Total,0.0,0
93,Mean,0.0,0
93,Max,0.0,0
93,Min,0.0,0
93,TotalLines,0.0,0
93,MeanLines,0.0,0
93,MaxLines,0.0,0
93,MinLines,0.0,0
