Method,Used Classes
com.fasterxml.jackson.core.filter.BasicGeneratorFilteringTest.testSingleMatchFilteringWithPath,"JsonFactory, BasicGeneratorFilteringTest, Arrays, StringWriter, FilteringGeneratorDelegate, HashSet, TokenFilter, Set, BasicGeneratorFilteringTest$NameMatchFilter"
com.fasterxml.jackson.core.main.TestParserFeatures.testTabsDefault,"JsonFactory, TestParserFeatures, JsonParser"
com.fasterxml.jackson.core.json.GeneratorBasicTest.testNullWrite,"JsonFactory, JsonGenerator, StringWriter, JsonParser, GeneratorBasicTest, StringBuilder, String"
com.fasterxml.jackson.core.main.TestParserLinefeeds.testCRLF,"String, JsonParser, TestParserLinefeeds, JsonLocation"
com.fasterxml.jackson.core.filter.JsonPointerGeneratorFilteringTest.testSimplePropertyWithPath,
com.fasterxml.jackson.core.TestJsonPointer.testEmpty,"TestJsonPointer, JsonPointer"
com.fasterxml.jackson.core.json.TestJsonGeneratorFeatures.testBigDecimalAsPlainString,"JsonFactory, JsonGenerator, StringWriter, BigDecimal, ByteArrayOutputStream, TestJsonGeneratorFeatures"
com.fasterxml.jackson.core.sym.TestSymbolTables.testShortNameCollisionsDirectNew,"JsonFactory$Feature, ByteQuadsCanonicalizer, String, TestSymbolTables"
com.fasterxml.jackson.core.filter.JsonPointerGeneratorFilteringTest.testArrayNestedWithPath,
com.fasterxml.jackson.core.filter.JsonPointerParserFilteringTest.testSimpleWithPath,
com.fasterxml.jackson.core.json.TestParserNonStandard.testSimpleUnquotedBytes,"JsonFactory, TestParserNonStandard, JsonParser"
com.fasterxml.jackson.core.util.TestTextBuffer.testLonger,"String, TextBuffer, BufferRecycler, TestTextBuffer"
com.fasterxml.jackson.core.util.TestDelegates.testParserDelegate,"JsonFactory, JsonParser, TestDelegates, JsonParserDelegate"
com.fasterxml.jackson.core.main.TestScopeMatching.testUnclosedObject,"TestScopeMatching, JsonParser"
com.fasterxml.jackson.core.filter.JsonPointerGeneratorFilteringTest.testSimplePropertyWithoutPath,
com.fasterxml.jackson.core.json.GeneratorFailTest.testFailOnWritingStringNotFieldNameChars,"JsonFactory, Object, JsonGenerator, StringBuilder, ByteArrayOutputStream, Class, OutputStreamWriter, GeneratorFailTest"
com.fasterxml.jackson.core.json.TestUtf8Generator.testSurrogatesWithRaw,"TestUtf8Generator, JsonFactory, JsonGenerator, JsonParser, ByteArrayOutputStream, String"
com.fasterxml.jackson.core.TestJDKSerializability.testJsonFactorySerializable,"ClassNotFoundException, JsonFactory, TestJDKSerializability, JsonGenerator, StringWriter, ByteArrayInputStream, StringBuilder, ObjectOutputStream, JsonParser, ByteArrayOutputStream, ObjectInputStream"
com.fasterxml.jackson.core.base64.TestBase64Codec.testCharEncoding,"Base64Variant, String, TestBase64Codec, StringBuilder"
com.fasterxml.jackson.core.json.TestJsonParser.testSkipping,"StringBuilder, TestJsonParser, JsonParser"
com.fasterxml.jackson.core.sym.SymbolTableMergingTest.testCharSymbolsWithEOF,"JsonFactory, Object, JsonParser, String, SymbolTableMergingTest, CharsToNameCanonicalizer, ByteQuadsCanonicalizer, SymbolTableMergingTest$MyJsonFactory"
com.fasterxml.jackson.core.sym.SymbolTableMergingTest.testCharSymbolsWithClose,"JsonFactory, Object, JsonParser, String, SymbolTableMergingTest, CharsToNameCanonicalizer, ByteQuadsCanonicalizer, SymbolTableMergingTest$MyJsonFactory"
com.fasterxml.jackson.core.json.TestCharEscaping.testSimpleEscaping,"TestCharEscaping, JsonParser"
com.fasterxml.jackson.core.json.TestNumericValues.testLongRange,"JsonFactory, JsonParser, TestNumericValues, StringBuilder"
com.fasterxml.jackson.core.main.TestGeneratorCopy.testCopyObjectTokens,"JsonFactory, JsonGenerator, StringWriter, JsonParser, StringReader, TestGeneratorCopy"
com.fasterxml.jackson.core.main.TestPrettyPrinter.testCustomRootSeparatorWithFactory,"JsonGenerator, JsonFactory, StringWriter, TestPrettyPrinter"
com.fasterxml.jackson.core.json.TestNumericValues.testLongNumbers,"JsonFactory, TestNumericValues, StringBuilder, JsonParser, String"
com.fasterxml.jackson.core.util.TestTextBuffer.testSimple,"TextBuffer, BufferRecycler, TestTextBuffer"
com.fasterxml.jackson.core.json.StringGenerationTest.testMediumStringsChars,"JsonFactory, JsonGenerator, Random, StringWriter, JsonParser, StringBuilder, ByteArrayOutputStream, String, StringGenerationTest"
com.fasterxml.jackson.core.filter.JsonPointerGeneratorFilteringTest.testArrayNestedWithoutPath,
com.fasterxml.jackson.core.TestJsonPointer.testSimplePath,"TestJsonPointer, JsonPointer"
com.fasterxml.jackson.core.json.TestCustomEscaping.testEscapeCustomWithReader,"JsonFactory, TestCustomEscaping$MyEscapes, JsonGenerator, CharacterEscapes, TestCustomEscaping, StringBuilder, ByteArrayOutputStream, OutputStreamWriter, SerializedString"
com.fasterxml.jackson.core.json.StringGenerationTest.testBasicEscaping,"JsonFactory, String, JsonGenerator, StringGenerationTest, StringWriter, JsonParser"
com.fasterxml.jackson.core.json.TestJsonParser.testInterningWithStreams,"JsonFactory, StringBuilder, TestJsonParser, JsonParser"
com.fasterxml.jackson.core.json.TestNumericValues.testSimpleInt,"JsonFactory, Double, Object, TestNumericValues, Exception, JsonParser, StringBuilder, BigDecimal, String, Class"
com.fasterxml.jackson.core.main.TestRawStringWriting.testUtf8RawStrings,"JsonFactory, Random, JsonGenerator, Iterator, TestRawStringWriting, JsonParser, ByteArrayOutputStream, String, StringBuilder, List, ArrayList"
com.fasterxml.jackson.core.json.TestNextXxx.testNextIntValue,"JsonFactory, String, TestNextXxx, StringReader, ByteArrayInputStream, JsonParser"
com.fasterxml.jackson.core.util.TestVersionUtil.testPackageVersionMatches,"VersionUtil, TestVersionUtil"
com.fasterxml.jackson.core.format.TestJsonFormatDetection.testSimpleValidArray,"JsonFactory, ByteArrayInputStream, JsonParser, String, DataFormatMatcher, TestJsonFormatDetection, DataFormatDetector"
com.fasterxml.jackson.core.json.GeneratorBasicTest.testFieldValueWrites,"JsonFactory, JsonGenerator, StringWriter, GeneratorBasicTest, String"
com.fasterxml.jackson.core.filter.BasicParserFilteringTest.testSingleMatchFilteringWithoutPath,"JsonFactory, BasicParserFilteringTest, Arrays, FilteringParserDelegate, BasicParserFilteringTest$NameMatchFilter, TokenFilter, HashSet, Set"
com.fasterxml.jackson.core.filter.BasicParserFilteringTest.testMultipleMatchFilteringWithPath1,"JsonFactory, BasicParserFilteringTest, Arrays, FilteringParserDelegate, BasicParserFilteringTest$NameMatchFilter, TokenFilter, HashSet, Set"
com.fasterxml.jackson.core.sym.SymbolTableMergingTest.testByteSymbolsWithEOF,"JsonFactory, Object, JsonParser, String, SymbolTableMergingTest, CharsToNameCanonicalizer, ByteQuadsCanonicalizer, SymbolTableMergingTest$MyJsonFactory"
com.fasterxml.jackson.core.json.TestUtf8Generator.testUtf8Issue462,"TestUtf8Generator, JsonFactory, JsonGenerator, UTF8JsonGenerator, JsonParser, ByteArrayOutputStream, BufferRecycler, IOContext"
com.fasterxml.jackson.core.json.TestParserNonStandard.testSingleQuotesEnabled,"JsonFactory, TestParserNonStandard, JsonParser"
com.fasterxml.jackson.core.filter.JsonPointerGeneratorFilteringTest.testArrayElementWithoutPath,
com.fasterxml.jackson.core.filter.JsonPointerParserFilteringTest.testSimplestWithPath,
com.fasterxml.jackson.core.io.TestJsonStringEncoder.testQuoteAsUTF8,"JsonFactory, JsonGenerator, Random, StringWriter, TestJsonStringEncoder, StringBuilder, String, JsonStringEncoder"
com.fasterxml.jackson.core.json.TestComments.testCppCommentsBytes,"JsonFactory, JsonParser, StringBuilder, String, RuntimeException, TestComments"
com.fasterxml.jackson.core.io.UTF8WriterTest.testSimple,"UTF8WriterTest, UTF8Writer, StringBuilder, ByteArrayOutputStream, String, BufferRecycler, IOContext"
com.fasterxml.jackson.core.json.TestParserSymbols.testSymbolsWithNullBytes,"JsonFactory, String, JsonParser, TestParserSymbols, StringBuilder"
com.fasterxml.jackson.core.json.TestJsonGeneratorFeatures.testNonNumericQuoting,"JsonFactory, JsonGenerator, TestJsonGeneratorFeatures, StringWriter"
com.fasterxml.jackson.core.io.TestJsonStringEncoder.testCtrlChars,"String, JsonStringEncoder, TestJsonStringEncoder"
com.fasterxml.jackson.core.json.TestNextXxx.testNextNameWithIndentation,"JsonFactory, TestNextXxx, ByteArrayInputStream, JsonParser, String, StringReader, SerializedString"
com.fasterxml.jackson.core.filter.BasicParserFilteringTest.testMultipleMatchFilteringWithPath3,"JsonFactory, BasicParserFilteringTest, Arrays, FilteringParserDelegate, BasicParserFilteringTest$NameMatchFilter, TokenFilter, HashSet, Set"
com.fasterxml.jackson.core.sym.TestByteBasedSymbols.testSharedSymbols,"JsonFactory, StringBuilder, String, TestByteBasedSymbols, ByteArrayInputStream, JsonParser"
com.fasterxml.jackson.core.json.TestDecorators.testOutputDecoration,"JsonFactory, TestDecorators, OutputStream, JsonGenerator, StringWriter, TestDecorators$SimpleOutputDecorator, ByteArrayOutputStream, String, OutputDecorator, Writer"
com.fasterxml.jackson.core.sym.TestSymbolTables.testThousandsOfSymbolsWithNew,"JsonFactory$Feature, Charset, StringBuilder, String, ByteQuadsCanonicalizer, TestSymbolTables"
com.fasterxml.jackson.core.util.TestDelegates.testNotDelegateCopyMethods,"JsonFactory, TestDelegates, TestDelegates$1, JsonGenerator, StringWriter, JsonParser, StringBuilder, JsonGeneratorDelegate"
com.fasterxml.jackson.core.TestJsonPointer.testSimplePathLonger,"TestJsonPointer, JsonPointer"
com.fasterxml.jackson.core.util.TestNumberPrinting.testLongPrinting,"Random, TestNumberPrinting"
com.fasterxml.jackson.core.util.TestDefaultPrettyPrinter.testWithIndent,"JsonFactory, TestDefaultPrettyPrinter, JsonGenerator, DefaultIndenter, StringWriter, DefaultPrettyPrinter, ByteArrayOutputStream"
com.fasterxml.jackson.core.util.TestDefaultPrettyPrinter.testWithLineFeed,"JsonFactory, TestDefaultPrettyPrinter, JsonGenerator, DefaultIndenter, StringWriter, DefaultPrettyPrinter, ByteArrayOutputStream"
com.fasterxml.jackson.core.filter.BasicParserFilteringTest.testMultipleMatchFilteringWithPath2,"JsonFactory, BasicParserFilteringTest, Arrays, FilteringParserDelegate, BasicParserFilteringTest$NameMatchFilter, TokenFilter, HashSet, Set"
com.fasterxml.jackson.core.main.TestGeneratorMisc.testLongerObjects,"JsonFactory, JsonGenerator, TestGeneratorMisc, StringBuilder, JsonParser, ByteArrayOutputStream, OutputStreamWriter"
com.fasterxml.jackson.core.sym.TestSymbolsWithMediaItem.testSmallSymbolSetWithChars,"JsonFactory, JsonParser, String, CharsToNameCanonicalizer, TestSymbolsWithMediaItem"
com.fasterxml.jackson.core.json.JsonFactoryTest.testGeneratorFeatures,"JsonFactory, JsonFactoryTest"
com.fasterxml.jackson.core.json.TestComments.testCCommentsBytes,"JsonFactory, JsonParser, StringBuilder, String, RuntimeException, TestComments"
com.fasterxml.jackson.core.filter.BasicGeneratorFilteringTest.testSingleMatchFilteringWithPathRawBinary,"JsonFactory, BasicGeneratorFilteringTest, Arrays, StringWriter, FilteringGeneratorDelegate, BigDecimal, HashSet, TokenFilter, Set, BigInteger, BasicGeneratorFilteringTest$NameMatchFilter, SerializedString"
com.fasterxml.jackson.core.json.TestParserOverrides.testTokenAccess,"JsonFactory, String, TestParserOverrides, ByteArrayInputStream, JsonParser"
com.fasterxml.jackson.core.json.TestParserDupHandling.testSimpleDupsChars,"JsonFactory, StringBuilder, JsonParser, JsonToken, TestParserDupHandling"
com.fasterxml.jackson.core.util.TestTextBuffer.testEmpty,"TextBuffer, BufferRecycler, TestTextBuffer"
com.fasterxml.jackson.core.main.TestPrettyPrinter.testSimpleDocWithMinimal,"JsonFactory, JsonGenerator, StringWriter, TestPrettyPrinter$1, MinimalPrettyPrinter, TestPrettyPrinter, JsonParser, String"
com.fasterxml.jackson.core.TestJDKSerializability.testBase64Variant,"ClassNotFoundException, TestJDKSerializability, ByteArrayInputStream, ObjectOutputStream, StringBuilder, ByteArrayOutputStream, ObjectInputStream"
com.fasterxml.jackson.core.json.TestNextXxx.testIssue38,"JsonFactory, TestNextXxx, ByteArrayInputStream, JsonParser, String, StringReader, SerializedString"
com.fasterxml.jackson.core.json.TestJsonParser.testLongText,"JsonFactory, Random, JsonGenerator, StringWriter, TestJsonParser, StringBuilder, JsonParser, String"
com.fasterxml.jackson.core.main.TestPrettyPrinter.testSimpleDocWithDefault,"JsonFactory, JsonGenerator, StringWriter, TestPrettyPrinter, JsonParser"
com.fasterxml.jackson.core.json.TestComments.testCommentsWithUTF8,"JsonFactory, String, TestComments, JsonParser"
com.fasterxml.jackson.core.json.TestCharEscaping.testEscapesForCharArrays,"JsonGenerator, JsonFactory, TestCharEscaping, StringWriter"
com.fasterxml.jackson.core.json.TestParserErrorHandling.testMangledNumbersChars,"JsonParser, TestParserErrorHandling, StringBuilder"
com.fasterxml.jackson.core.main.TestRawStringWriting.testUtf8StringsWithEscaping,"JsonFactory, Random, JsonGenerator, Iterator, TestRawStringWriting, JsonParser, ByteArrayOutputStream, String, StringBuilder, List, ArrayList"
com.fasterxml.jackson.core.json.TestCustomEscaping.testAboveAsciiEscapeWithUTF8Stream,"JsonFactory, ByteArrayOutputStream, OutputStreamWriter, JsonGenerator, TestCustomEscaping, StringBuilder"
com.fasterxml.jackson.core.json.TestCustomEscaping.testEscapeCustomWithUTF8Stream,"JsonFactory, TestCustomEscaping$MyEscapes, JsonGenerator, CharacterEscapes, TestCustomEscaping, StringBuilder, ByteArrayOutputStream, OutputStreamWriter, SerializedString"
com.fasterxml.jackson.core.filter.JsonPointerGeneratorFilteringTest.testArrayElementWithPath,
com.fasterxml.jackson.core.sym.SymbolsViaParserTest.testSymbolTableExpansionBytes,"JsonFactory, String, JsonParser, Integer, SymbolsViaParserTest, StringBuilder"
com.fasterxml.jackson.core.json.TestDecorators.testInputDecoration,"JsonFactory, TestDecorators, TestDecorators$SimpleInputDecorator, InputDecorator, ByteArrayInputStream, JsonParser, String, StringReader"
com.fasterxml.jackson.core.json.LocationInArrayTest.testOffsetInArraysChars,"JsonFactory, String, LocationInArrayTest, JsonParser"
com.fasterxml.jackson.core.main.TestNumberParsing.testFloatBoundary146Bytes,"TestNumberParsing, JsonFactory, Arrays, ByteArrayInputStream, JsonParser"
com.fasterxml.jackson.core.main.TestParserLinefeeds.testCR,"String, JsonParser, TestParserLinefeeds, JsonLocation"
com.fasterxml.jackson.core.sym.TestSymbolTables.testShortQuotedDirectBytes,"JsonFactory$Feature, String, Integer, ByteQuadsCanonicalizer, TestSymbolTables"
com.fasterxml.jackson.core.json.TestJsonParser.testSpecExampleFully,"TestJsonParser, JsonParser"
com.fasterxml.jackson.core.main.TestScopeMatching.testEOFInName,"TestScopeMatching, JsonParser"
com.fasterxml.jackson.core.json.TestUnicode.testSurrogates,"JsonFactory, String, TestUnicode, JsonParser"
com.fasterxml.jackson.core.main.TestParserFeatures.testQuotesRequired,"JsonFactory, TestParserFeatures, JsonParser"
com.fasterxml.jackson.core.json.TestParserNonStandard.testNonStandardNameChars,"JsonFactory, TestParserNonStandard, JsonParser"
com.fasterxml.jackson.core.util.TestDefaultPrettyPrinter.testTabIndent,"JsonFactory, TestDefaultPrettyPrinter, JsonGenerator, DefaultIndenter, StringWriter, DefaultPrettyPrinter, ByteArrayOutputStream"
com.fasterxml.jackson.core.main.TestGeneratorCopy.testCopyRootTokens,"JsonFactory, JsonGenerator, StringWriter, JsonParser, StringReader, TestGeneratorCopy"
com.fasterxml.jackson.core.sym.TestSymbolTables.testSyntheticWithBytesNew,"JsonFactory$Feature, ByteQuadsCanonicalizer, String, TestSymbolTables"
com.fasterxml.jackson.core.io.SegmentedStringWriterTest.testSimple,"StringBuilder, String, SegmentedStringWriter, BufferRecycler, SegmentedStringWriterTest"
com.fasterxml.jackson.core.sym.SymbolTableMergingTest.testHashCalc,"String, CharsToNameCanonicalizer, SymbolTableMergingTest"
com.fasterxml.jackson.core.sym.TestSymbolTables.testShortNameCollisionsViaParser,"JsonFactory, Character, JsonParser, StringBuilder, String, Integer, TestSymbolTables"
com.fasterxml.jackson.core.TestJDKSerializability.testPrettyPrinter,"ClassNotFoundException, TestJDKSerializability, DefaultPrettyPrinter, ByteArrayInputStream, ObjectOutputStream, StringBuilder, ByteArrayOutputStream, ObjectInputStream"
com.fasterxml.jackson.core.base64.TestBase64Parsing.testStreaming,"JsonFactory, ByteArrayOutputStream, JsonGenerator, TestBase64Parsing, StringWriter, JsonParser"
com.fasterxml.jackson.core.json.TestParserErrorHandling.testMangledNumbersBytes,"JsonParser, TestParserErrorHandling, StringBuilder"
com.fasterxml.jackson.core.main.TestRawStringWriting.testWriteRawWithSerializable,"JsonFactory, JsonGenerator, StringWriter, JsonParser, TestRawStringWriting, ByteArrayOutputStream, SerializedString"
com.fasterxml.jackson.core.filter.BasicGeneratorFilteringTest.testMultipleMatchFilteringWithPath2,"JsonFactory, BasicGeneratorFilteringTest, Arrays, StringWriter, FilteringGeneratorDelegate, HashSet, TokenFilter, Set, BasicGeneratorFilteringTest$NameMatchFilter"
com.fasterxml.jackson.core.json.TestJsonParser.testConfig,"TestJsonParser, JsonParser"
com.fasterxml.jackson.core.main.TestParserLinefeeds.testLF,"String, JsonParser, TestParserLinefeeds, JsonLocation"
com.fasterxml.jackson.core.base64.TestBase64Parsing.testBase64UsingReader,"JsonFactory, JsonGenerator, Exception, StringWriter, JsonParser, StringBuilder, ByteArrayOutputStream, IOException, TestBase64Parsing"
com.fasterxml.jackson.core.main.TestGeneratorClosing.testNoAutoCloseGenerator,"JsonFactory, TestGeneratorClosing, JsonGenerator, StringWriter, TestGeneratorClosing$MyWriter"
com.fasterxml.jackson.core.main.TestParserClosing.testNoAutoCloseReader,"JsonFactory, TestParserClosing$MyReader, StringReader, TestParserClosing, JsonParser"
com.fasterxml.jackson.core.sym.TestSymbolTables.testLongSymbols17Bytes,"JsonFactory$Feature, StringBuilder, String, CharsToNameCanonicalizer, ByteQuadsCanonicalizer, TestSymbolTables"
com.fasterxml.jackson.core.io.TestJDKSerializable.testLocationSerializability,"JsonFactory, ByteArrayInputStream, ObjectOutputStream, JsonParser, ByteArrayOutputStream, TestJDKSerializable, ObjectInputStream, JsonLocation"
com.fasterxml.jackson.core.json.JsonFactoryTest.testCopy,"JsonFactory, JsonFactoryTest"
com.fasterxml.jackson.core.json.TestUtf8Parser.testUtf8StringTrivial,"TestUtf8Parser, String, JsonParser, StringBuilder"
com.fasterxml.jackson.core.json.TestParserDupHandling.testSimpleDupsBytes,"JsonFactory, StringBuilder, JsonParser, JsonToken, TestParserDupHandling"
com.fasterxml.jackson.core.filter.BasicGeneratorFilteringTest.testMultipleMatchFilteringWithPath3,"JsonFactory, BasicGeneratorFilteringTest, Arrays, StringWriter, FilteringGeneratorDelegate, HashSet, TokenFilter, Set, BasicGeneratorFilteringTest$NameMatchFilter"
com.fasterxml.jackson.core.type.TypeReferenceTest.testSimple,"Object, TypeReferenceTest, TypeReference, TypeReferenceTest$1"
com.fasterxml.jackson.core.sym.TestSymbolTables.testShortNameCollisionsDirect,"String, CharsToNameCanonicalizer, TestSymbolTables"
