Method,Used Classes
com.fasterxml.jackson.databind.convert.TestBeanConversions.testNodeConvert,"TestBeanConversions, ObjectMapper"
com.fasterxml.jackson.databind.ser.filter.JsonIncludeTest.testInclusionOfDate,"Object, JsonIncludeTest$NonEmpty, Date, JsonIncludeTest, ObjectMapper, JsonIncludeTest$NonDefaultDate, JsonIncludeTest$NonEmptyDate, JsonIncludeTest$NonDefault"
com.fasterxml.jackson.databind.deser.jdk.EnumMapDeserializationTest.testCustomEnumMapWithDefaultCtor,"ObjectMapper, EnumMapDeserializationTest, EnumMapDeserializationTest$MySimpleEnumMap, EnumMap"
com.fasterxml.jackson.databind.jsontype.NoTypeInfoTest.testWithIdNone,"NoTypeInfoTest$NoType, ObjectMapper, Object, NoTypeInfoTest"
com.fasterxml.jackson.databind.deser.creators.TestConstructFromMap.testViaConstructor,"ObjectMapper, TestConstructFromMap"
com.fasterxml.jackson.databind.ser.TestAutoDetect.testProtectedViaAnnotations,"TestAutoDetect$ProtFieldBean, Object, Map, TestAutoDetect$ProtMethodBean, TestAutoDetect$MethodBean, ObjectMapper, TestAutoDetect$FieldBean, TestAutoDetect"
com.fasterxml.jackson.databind.jsontype.TestTypedSerialization.testTypedMaps,"Object, Map, TestTypedSerialization$Super, TestTypedSerialization, Long, StringBuilder, ObjectMapper, String, List, TestTypedSerialization$1, TestTypedSerialization$A, ObjectWriter, HashMap, ArrayList, TypeReference"
com.fasterxml.jackson.databind.jsonschema.TestGenerateJsonSchema.testSchemaSerialization,"ObjectMapper, TestGenerateJsonSchema, Map"
com.fasterxml.jackson.databind.convert.UpdateValueTest.testPOJO,"Object, Map, LinkedHashMap, BaseMapTest$Point, ObjectMapper, String, UpdateValueTest, Integer"
com.fasterxml.jackson.databind.ObjectWriterTest.testRootValueSettings,"ObjectWriterTest, ObjectMapper, ObjectWriter, PropertyName, SerializedString"
com.fasterxml.jackson.databind.ser.jdk.AtomicTypeSerializationTest.testAtomicLong,"AtomicLong, AtomicTypeSerializationTest, ObjectMapper"
com.fasterxml.jackson.databind.deser.TestBasicAnnotations.testAnnotationsDisabled,"JsonMapper$Builder, ObjectMapper, DeserializationConfig, TestBasicAnnotations"
com.fasterxml.jackson.databind.deser.merge.UpdateValueTest.testValueUpdateWithCreator,"ObjectMapper, Object, UpdateValueTest, UpdateValueTest$Bean, ObjectReader"
com.fasterxml.jackson.databind.ser.jdk.CollectionSerializationTest.testListSerializer,"ObjectMapper, Arrays, CollectionSerializationTest$PseudoList, ArrayList, CollectionSerializationTest"
com.fasterxml.jackson.databind.node.TestConversions.testAsInt,"BooleanNode, IntNode, TextNode, TestConversions, LongNode"
com.fasterxml.jackson.databind.ser.BeanSerializerModifier1612Test.BaseMapTest,
com.fasterxml.jackson.databind.introspect.IntrospectorPairTest.testFindTypeName,"JsonInclude$Value, Map, AnnotationIntrospectorPair, Boolean, Version, AnnotationIntrospector, IntrospectorPairTest$IntrospectorWithMap, HashMap, IntrospectorPairTest"
com.fasterxml.jackson.databind.objectid.TestObjectIdDeserialization.testForwardReferenceAnySetterCombo,"ObjectMapper, Map, TestObjectIdDeserialization"
com.fasterxml.jackson.databind.struct.PojoAsArray646Test.BaseMapTest,
com.fasterxml.jackson.databind.type.TestTypeFactory.testCanonicalNames,"JavaType, Object, TestTypeFactory$2, TestTypeFactory, TypeFactory, TypeReference"
com.fasterxml.jackson.databind.ser.TestJsonSerialize.testWithIsGetter,"ObjectMapper, Object, TestJsonSerialize$Response, TestJsonSerialize"
com.fasterxml.jackson.databind.ser.filter.JsonIncludeTest.testGlobal,"JsonIncludeTest, Object, Map, JsonIncludeTest$SimpleBean"
com.fasterxml.jackson.databind.node.ObjectNodeTest.testFailOnDupKeys,"ObjectNode, ObjectMapper, ObjectNodeTest, JsonNode, ObjectReader"
com.fasterxml.jackson.databind.jsontype.deftyping.TestDefaultForObject.testBeanAsObjectUsingAsProperty,"TestDefaultForObject, ObjectMapper, Object, TestDefaultForObject$AbstractBean, TestDefaultForObject$StringBean"
com.fasterxml.jackson.databind.node.ArrayNodeTest.testNullChecking,"JsonNodeFactory, ArrayNode, ArrayNodeTest"
com.fasterxml.jackson.databind.node.TestTreeTraversingParser.testTextAsBinary,"TestTreeTraversingParser, TextNode, JsonParser"
com.fasterxml.jackson.databind.deser.creators.TestConstructFromMap.BaseMapTest,
com.fasterxml.jackson.databind.deser.TestArrayDeserialization.testStringArray,"JsonFactory, JsonGenerator, StringWriter, ObjectMapper, TestArrayDeserialization"
com.fasterxml.jackson.databind.jsontype.TestVisibleTypeId.testTypeIdFromProperty,"ObjectMapper, Object, TestVisibleTypeId, TestVisibleTypeId$TypeIdFromFieldProperty"
com.fasterxml.jackson.databind.deser.TestArrayDeserialization.testFromEmptyString2,"ObjectMapper, TestArrayDeserialization"
com.fasterxml.jackson.databind.deser.creators.DelegatingCreatorAnnotations2016Test.testDelegatingWithContentAs,"DelegatingCreatorAnnotations2016Test, ObjectMapper, Object, List"
com.fasterxml.jackson.databind.ser.TestMapSerialization.testOrderByKeyViaProperty,"TestMapSerialization$MapOrderingBean, ObjectMapper, Object, LinkedHashMap, Integer, TestMapSerialization"
com.fasterxml.jackson.databind.deser.TestBeanDeserializer.testAbstractFailure,"ObjectMapper, TestBeanDeserializer"
com.fasterxml.jackson.databind.FullStreamReadTest.testReaderFailOnTrailing,"ObjectMapper, List, JsonNode, Integer, FullStreamReadTest, ArrayList, ObjectReader"
com.fasterxml.jackson.databind.type.TestTypeResolution.testMaps,"TestTypeResolution$1, TestTypeResolution, TypeFactory, TypeReference, MapType"
com.fasterxml.jackson.databind.objectid.ObjectWithCreator1261Test.BaseMapTest,
com.fasterxml.jackson.databind.mixins.TestMixinDeserForClass.testClassMixInsForObjectClass,"ObjectMapper, TestMixinDeserForClass"
com.fasterxml.jackson.databind.ser.filter.IgnorePropsForSerTest.testIgnoreForListValues,"Object, Arrays, IgnorePropsForSerTest$XYZ, ObjectMapper, IgnorePropsForSerTest$XY, IgnorePropsForSerTest$IgnoreForListValuesXYZ, IgnorePropsForSerTest, IgnorePropsForSerTest$IgnoreForListValuesXY"
com.fasterxml.jackson.databind.exc.DeserExceptionTypeTest.testExceptionWithEmpty,"ObjectMapper, Object, Class, DeserExceptionTypeTest, StringBuilder"
com.fasterxml.jackson.databind.deser.filter.IgnoreCreatorProp1317Test.BaseMapTest,
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollectorTest.testPropertyIndex,"SerializationConfig, PropertyMetadata, BeanPropertyDefinition, POJOPropertiesCollectorTest, BeanDescription, Iterator, StringBuilder, ObjectMapper, String, List, Integer, DeserializationConfig"
com.fasterxml.jackson.databind.convert.ScalarConversionTest.testConvertValueNullPrimitive,"Float, Double, ScalarConversionTest, Short, Character, Byte, Long, ObjectMapper, Integer"
com.fasterxml.jackson.databind.node.EmptyContentAsTreeTest.testNullFromEOFWithParserAndReader,"JsonFactory, EmptyContentAsTreeTest, Throwable, ByteArrayInputStream, JsonParser, ObjectMapper, StringReader, ObjectReader"
com.fasterxml.jackson.databind.deser.jdk.JDKNumberDeserTest.testTextualNullAsNumber,"JDKNumberDeserTest, Float, Double, Short, Byte, Long, ObjectMapper, JsonMapper$Builder, Integer, ObjectReader"
com.fasterxml.jackson.databind.deser.jdk.DateDeserializationTZTest.testDateUtilISO8601_Timezone,"Object, DateFormat, TimeZone, Calendar, DateDeserializationTZTest, Date, StringBuilder, ObjectMapper"
com.fasterxml.jackson.databind.node.TestConversions.testBase64Text,"Base64Variant, Exception, StringBuilder, JsonParser, TestConversions, TreeTraversingParser, TextNode"
com.fasterxml.jackson.databind.deser.merge.PropertyMergeTest.testReferenceMerging,"PropertyMergeTest$StringReference, ObjectMapper, PropertyMergeTest, AtomicReference"
com.fasterxml.jackson.databind.deser.filter.TestUnknownPropertyDeserialization.testPropertyIgnoral,"ObjectMapper, TestUnknownPropertyDeserialization"
com.fasterxml.jackson.databind.ObjectWriterTest.testWithCloseCloseable,"JsonFactory, Object, JsonGenerator, ObjectWriterTest, StringWriter, ObjectMapper, ObjectWriterTest$CloseableValue, ObjectWriter"
com.fasterxml.jackson.databind.ser.TestJsonSerialize3.testCustomContentSerializer,"ObjectMapper, Object, TestJsonSerialize3, Arrays, TestJsonSerialize3$MyObject"
com.fasterxml.jackson.databind.jsonschema.NewSchemaTest.testBasicTraversal,"JsonBooleanFormatVisitor$Base, JsonObjectFormatVisitor$Base, SerializerProvider, NewSchemaTest$BogusJsonFormatVisitorWrapper, NewSchemaTest$BogusJsonFormatVisitorWrapper$1, BeanProperty, ObjectMapper, JsonSerializer, JsonIntegerFormatVisitor$Base, JsonStringFormatVisitor$Base, JsonAnyFormatVisitor$Base, Error, StdSerializer, JsonArrayFormatVisitor$Base, JsonNullFormatVisitor$Base, NewSchemaTest, BeanPropertyWriter, JsonNumberFormatVisitor$Base, JsonFormatVisitorWrapper$Base, JsonMapFormatVisitor$Base"
com.fasterxml.jackson.databind.introspect.TestAnnotationBundles.testRecursiveBundlesField,"ObjectMapper, Object, TestAnnotationBundles$RecursiveHolder, TestAnnotationBundles"
com.fasterxml.jackson.databind.jsontype.GenericTypeId1735Test.testSimpleTypeCheck1735,"ObjectMapper, GenericTypeId1735Test, StringBuilder"
com.fasterxml.jackson.databind.node.TextNodeTest.BaseMapTest,
com.fasterxml.jackson.databind.deser.jdk.DateDeserializationTest.testISO8601MissingSeconds,"DateDeserializationTest, ObjectMapper, TimeZone, Calendar"
com.fasterxml.jackson.databind.contextual.TestContextualWithAnnDeserializer.testAnnotatedContextual,"ObjectMapper, TestContextualWithAnnDeserializer"
com.fasterxml.jackson.databind.util.RawValueTest.testEquality,"RawValueTest, RawValue"
com.fasterxml.jackson.databind.module.TestTypeModifiers.testCollectionLikeTypeConstruction,"JavaType, CollectionLikeType, TestTypeModifiers, TestTypeModifiers$MyTypeModifier, TypeModifier, ObjectMapper, TypeFactory, MapLikeType"
com.fasterxml.jackson.databind.jsontype.TestWithGenerics.testWrapperWithField,"Object, StringBuilder, TestWithGenerics$Animal, ObjectMapper, String, TestWithGenerics, TestWithGenerics$Dog, TestWithGenerics$ContainerWithField"
com.fasterxml.jackson.databind.deser.merge.MapMergeTest.testDeeperMapMerging,"MapMergeTest, Object, Map, LinkedHashMap, MapMergeTest$MergedMap, ObjectMapper, Integer, ObjectReader"
com.fasterxml.jackson.databind.convert.NumericConversionTest.testDoubleToInt,"NumericConversionTest, Integer, ObjectMapper, ObjectReader"
com.fasterxml.jackson.databind.struct.TestParentChildReferences.testAbstract368,"TestParentChildReferences$AbstractNode, TestParentChildReferences, ObjectMapper, Object, TestParentChildReferences$ConcreteNode"
com.fasterxml.jackson.databind.jsontype.TestGenericListSerialization.BaseMapTest,
com.fasterxml.jackson.databind.deser.creators.TestCreators.testFactoryAndProps,"TestCreators, ObjectMapper"
com.fasterxml.jackson.databind.introspect.TestNamingStrategyCustom.testSimpleSetters,"PropertyNamingStrategy, ObjectMapper, TestNamingStrategyCustom, TestNamingStrategyCustom$PrefixStrategy, StringBuilder"
com.fasterxml.jackson.databind.contextual.TestContextualDeserialization.testAnnotatedCtor,"Object, TestContextualDeserialization$Name, TestContextualDeserialization$MyContextualDeserializer, JsonDeserializer, Version, JsonParser, TestContextualDeserialization, TestContextualDeserialization$AnnotatedContextualDeserializer, ObjectMapper, StringBuilder, BeanProperty, SimpleModule, TestContextualDeserialization$StringValue"
com.fasterxml.jackson.databind.node.TestNullNode.testNullHandlingCovariance,"ObjectMapper, TestNullNode"
com.fasterxml.jackson.databind.ser.TestTreeSerialization.testPOJOIntArray,"JsonFactory, Map, JsonGenerator, StringWriter, ObjectMapper, List, Integer, TestTreeSerialization, JsonNodeFactory, ObjectNode"
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollectorTest.testMergeWithRename,"ObjectMapper, Map, POJOPropertyBuilder, POJOPropertiesCollectorTest, BasicClassIntrospector, POJOPropertiesCollector"
com.fasterxml.jackson.databind.ser.TestJsonSerialize.testStaticTypingForClass,"TestJsonSerialize$ValueClass, Object, Map, Integer, TestJsonSerialize$WrapperClassForStaticTyping, TestJsonSerialize"
com.fasterxml.jackson.databind.contextual.TestContextAttributeWithSer.testSimplePerCall,"ObjectMapper, Object, ObjectWriter, TestContextAttributeWithSer$TestPOJO, TestContextAttributeWithSer"
com.fasterxml.jackson.databind.deser.TestCyclicTypes.testCycleWith2Classes,"ObjectMapper, TestCyclicTypes"
com.fasterxml.jackson.databind.deser.creators.TestCreatorsDelegating.testWithFactoryAndDelegate,"StringBuilder, ObjectMapper, InjectableValues$Std, JsonMappingException, TestCreatorsDelegating"
com.fasterxml.jackson.databind.deser.AnySetterTest.testSimpleMapImitation,"Map, AnySetterTest, ObjectMapper, List, Integer"
com.fasterxml.jackson.databind.jsontype.TestPropertyTypeInfo.testSimpleMapField,"Object, TestPropertyTypeInfo$FieldWrapperBean, BaseMapTest$IntWrapper, TestPropertyTypeInfo$FieldWrapperBeanMap, ObjectMapper, HashMap, TestPropertyTypeInfo"
com.fasterxml.jackson.databind.cfg.DeserializationConfigTest.testMisc,"ContextAttributes$Impl, JsonInclude$Value, DeserializationConfigTest, Object, Collections, ObjectMapper, PropertyName, DeserializationConfig"
com.fasterxml.jackson.databind.deser.jdk.MapKeyDeserializationTest.testByteMapKeyDeserialization,"MapKeyDeserializationTest, Map, Map$Entry, Byte, Iterator, ObjectMapper, MapKeyDeserializationTest$2, Set, TypeReference"
com.fasterxml.jackson.databind.deser.creators.ImplicitNameMatch792Test.testValue,
com.fasterxml.jackson.databind.deser.creators.CreatorPropertiesTest.testConstructorPropertiesInference,"JsonMapper$Builder, ObjectMapper, CreatorPropertiesTest"
com.fasterxml.jackson.databind.misc.AccessFixTest.testCauseOfThrowableIgnoral,"SecurityException, Permission, System, AccessFixTest$CauseBlockingSecurityManager, StringBuilder, JsonMapper$Builder, AccessFixTest, ObjectMapper, SecurityManager, String"
com.fasterxml.jackson.databind.node.TestJsonNode.testArrayWithDefaultTyping,"JsonNode, ObjectMapper, TestJsonNode"
com.fasterxml.jackson.databind.deser.creators.TestValueInstantiator.testPolymorphicCreatorBean,"Object, TestValueInstantiator$MyModule, TestValueInstantiator$InstantiatorBase, ValueInstantiator$Base, Version, StringBuilder, ObjectMapper, Class, CreatorProperty, DeserializationConfig, SimpleModule, PropertyName, RuntimeException, TestValueInstantiator$PolymorphicBeanInstantiator, TestValueInstantiator"
com.fasterxml.jackson.databind.jsontype.ext.ExternalTypeIdTest.testExternalTypeWithProp222,"ExternalTypeIdTest$Issue222BeanB, ObjectMapper, Object, ExternalTypeIdTest$Issue222Bean, ExternalTypeIdTest"
com.fasterxml.jackson.databind.deser.filter.NullConversionsForContentTest.testFailOnNullWithPrimitiveArrays,"NullConversionsForContentTest, ObjectMapper, NullConversionsForContentTest$6, NullConversionsForContentTest$8, NullConversionsForContentTest$7, TypeReference"
com.fasterxml.jackson.databind.deser.jdk.MapDeserializationTest.testMapError,"ObjectMapper, MapDeserializationTest, MapDeserializationTest$15, TypeReference, StringBuilder"
com.fasterxml.jackson.databind.ser.filter.JsonIncludeCollectionTest.BaseMapTest,
com.fasterxml.jackson.databind.deser.builder.BuilderWithUnwrappedTest.testWithUnwrappedAndCreatorSingleParameterAtBeginning,"ObjectMapper, BuilderWithUnwrappedTest$Person, BuilderWithUnwrappedTest, Object, BuilderWithUnwrappedTest$Name, BuilderWithUnwrappedTest$Person$Builder"
com.fasterxml.jackson.databind.util.TestTokenBuffer.testNumberOverflowLong,"Throwable, StringBuilder, JsonParser, TestTokenBuffer, BigInteger, TokenBuffer"
com.fasterxml.jackson.databind.ser.filter.JsonInclude1327Test.BaseMapTest,
com.fasterxml.jackson.databind.jsontype.ExistingPropertyTest.testExistingEnumTypeIdViaDefault,"ObjectMapper, Object, ExistingPropertyTest"
com.fasterxml.jackson.databind.struct.TestUnwrappedWithPrefix.BaseMapTest,
com.fasterxml.jackson.databind.deser.TestCustomDeserializers.testContextReadValue,"StdDeserializer, DeserializationContext, TestCustomDeserializers, Object, TestCustomDeserializers$Bean375InnerDeserializer, TestCustomDeserializers$Bean375OuterDeserializer, Version, JsonParser, BeanProperty, ObjectMapper, TestCustomDeserializers$Bean375Inner, SimpleModule, TestCustomDeserializers$Bean375Outer"
com.fasterxml.jackson.databind.views.ViewsWithSchemaTest.testSchemaWithoutViews,"ViewsWithSchemaTest$ListingVisitor$1, ViewsWithSchemaTest$ListingVisitor, Arrays, JsonObjectFormatVisitor$Base, BeanProperty, ObjectMapper, List, JsonFormatVisitorWrapper$Base, ArrayList, ViewsWithSchemaTest"
com.fasterxml.jackson.databind.struct.TestUnwrapped.testIssue2088UnwrappedFieldsAfterLastCreatorProp,"TestUnwrapped, ObjectMapper"
com.fasterxml.jackson.databind.ser.TestVirtualProperties.BaseMapTest,
com.fasterxml.jackson.databind.deser.jdk.EnumAltIdTest.testEnumDesIgnoringCaseWithLowerCaseContent,"EnumAltIdTest, ObjectReader"
com.fasterxml.jackson.databind.ser.filter.JsonIncludeArrayTest.testCharArray,"ObjectMapper, Object, ObjectWriter, JsonIncludeArrayTest$NonEmptyCharArray, JsonIncludeArrayTest"
com.fasterxml.jackson.databind.objectid.ObjectId687Test.testSerializeDeserializeWithCreator,"ObjectId687Test$ReferringToObjWithCreator, ObjectId687Test$EnclosingForRefsWithCreator, ObjectId687Test$ReferredWithCreator, Object, ObjectId687Test, ObjectMapper, List, ArrayList"
com.fasterxml.jackson.databind.deser.TestSetterlessProperties.testSetterlessPrecedence,"TestSetterlessProperties, JsonMapper$Builder, ObjectMapper, List"
com.fasterxml.jackson.databind.ser.TestIterable.testIterable358,"ObjectMapper, Object, TestIterable, Arrays, TestIterable$B, TestIterable$A"
com.fasterxml.jackson.databind.introspect.TestNameConflicts.testOverrideName,"ObjectMapper, Object, TestNameConflicts, TestNameConflicts$CoreBean158, StringBuilder"
com.fasterxml.jackson.databind.ser.JsonValueTest.testJsonValueWithCustomOverride,"JsonValueTest, Object, JsonGenerator, JsonValueTest$Bean838Serializer, StdScalarSerializer, ObjectMapper, SimpleModule, JsonValueTest$Bean838"
com.fasterxml.jackson.databind.objectid.TestObjectIdDeserialization.testCustomPoolResolver,"ContextAttributes, Object, Map, TestObjectIdDeserialization$WithCustomResolution, Iterator, ObjectMapper, List, TestObjectIdDeserialization, Integer, HashMap, DeserializationConfig, ObjectReader"
com.fasterxml.jackson.databind.type.RecursiveTypeTest.testSuperClassWithReferencedJavaType,"ObjectMapper, JavaType, TypeFactory, RecursiveTypeTest"
com.fasterxml.jackson.databind.deser.filter.RecursiveIgnorePropertiesTest.testRecursiveForSer,"RecursiveIgnorePropertiesTest, ObjectMapper, Object, RecursiveIgnorePropertiesTest$Person"
com.fasterxml.jackson.databind.ser.TestAnnotations.testGettersWithoutSetters,"JsonMapper$Builder, ObjectMapper, Object, TestAnnotations$GettersWithoutSetters, TestAnnotations"
com.fasterxml.jackson.databind.ser.TestRootType.testRootWrapping,"BaseMapTest$StringWrapper, ObjectMapper, TestRootType, Object"
com.fasterxml.jackson.databind.util.TestTokenBuffer.testEmbeddedObjectCoerceCheck,"Object, TestTokenBuffer$Base1730, JsonParser, TestTokenBuffer, ObjectMapper, TestTokenBuffer$Sub1730, TokenBuffer"
com.fasterxml.jackson.databind.deser.jdk.TestDefaultForUtilCollections1868.testEmptyList,"TestDefaultForUtilCollections1868, ObjectMapper, Object, Collections"
com.fasterxml.jackson.databind.views.DefaultViewTest.testSerialization,"ObjectMapper, Object, DefaultViewTest, DefaultViewTest$Defaulting, ObjectWriter"
com.fasterxml.jackson.databind.objectid.ReferentialWithObjectIdTest.testAtomicWithObjectId,"Object, AtomicReference, ReferentialWithObjectIdTest, ReferentialWithObjectIdTest$Employee, ReferentialWithObjectIdTest$EmployeeList, ObjectMapper"
com.fasterxml.jackson.databind.ser.BeanSerializerModifierTest.testModifyMapSerializer,"StdSerializer, JsonGenerator, BeanSerializerModifierTest$MapSerializerModifier$1, BeanSerializerModifier, BeanSerializerModifierTest$MapSerializerModifier, ObjectMapper, SimpleModule, BeanSerializerModifierTest, HashMap"
com.fasterxml.jackson.databind.util.TestTokenBuffer.testAppend,"TokenBuffer, JsonParser, TestTokenBuffer"
com.fasterxml.jackson.databind.deser.creators.DelegatingCreatorAnnotations2016Test.testDelegatingWithAs,"DelegatingCreatorAnnotations2016Test, ObjectMapper, Object"
com.fasterxml.jackson.databind.deser.filter.TestUnknownPropertyDeserialization.testUnknownHandlingIgnoreWithFeature,"StringBuilder, ObjectMapper, TestUnknownPropertyDeserialization, StringReader, JsonMappingException"
com.fasterxml.jackson.databind.deser.creators.TestCreatorsWithIdentity.BaseMapTest,
com.fasterxml.jackson.databind.introspect.TestNamingStrategyStd.testSimpleKebabCase,"ObjectMapper, Object, TestNamingStrategyStd$FirstNameBean, TestNamingStrategyStd"
com.fasterxml.jackson.databind.type.TestJavaType.testSimpleClass,"JavaType, TypeFactory, TestJavaType"
com.fasterxml.jackson.databind.deser.filter.NullConversionsGenericTest.testNullsToEmptyMap,"ObjectMapper, Map, NullConversionsGenericTest$5, NullConversionsGenericTest, TypeReference"
com.fasterxml.jackson.databind.convert.NumericConversionTest.BaseMapTest,
com.fasterxml.jackson.databind.jsontype.ext.ExternalTypeIdTest.testBigDecimal965,"Object, ExternalTypeIdTest, ExternalTypeIdTest$Wrapper965, StringBuilder, BigDecimal, ExternalTypeIdTest$Type965, ObjectMapper, String, Class, Enum, ExternalTypeIdTest$Type965[], ObjectReader"
com.fasterxml.jackson.databind.deser.jdk.MapDeserializationTest.BaseMapTest,
com.fasterxml.jackson.databind.deser.TestGenericMapDeser.testKeyViaFactory,"Object, Map, Map$Entry, Iterator, TestGenericMapDeser, ObjectMapper, Set, Integer, TypeFactory"
com.fasterxml.jackson.databind.misc.TestJSONP.testSimpleBean,"TestJSONP$Base, ObjectMapper, TestJSONP, Object, JSONPObject, TestJSONP$Impl"
com.fasterxml.jackson.databind.deser.creators.DelegatingArrayCreator1804Test.BaseMapTest,
com.fasterxml.jackson.databind.jsontype.ext.ExternalTypeId999Test.BaseMapTest,
com.fasterxml.jackson.databind.util.TestTokenBuffer.testSimpleArray,"JsonWriteContext, JsonParser, TestTokenBuffer, TokenBuffer, JsonStreamContext"
com.fasterxml.jackson.databind.node.TreeReadViaMapperTest.testMixed,"JsonNode, ObjectMapper, TreeReadViaMapperTest, ObjectNode"
com.fasterxml.jackson.databind.node.TestDeepCopy.testWithArraySimple,"TestDeepCopy, ObjectMapper, ArrayNode"
com.fasterxml.jackson.databind.util.ISO8601DateFormatTest.testPartialParse,"StringBuilder, ISO8601DateFormat, String, ISO8601DateFormatTest, ParsePosition"
com.fasterxml.jackson.databind.util.ISO8601DateFormatTest.testParse,"TimeZone, GregorianCalendar, Calendar, ISO8601DateFormat, ISO8601DateFormatTest"
com.fasterxml.jackson.databind.convert.TestBeanConversions.testConversionIssue1433,"TestBeanConversions, ObjectMapper"
com.fasterxml.jackson.databind.deser.jdk.JDKStringLikeTypesTest.BaseMapTest,
com.fasterxml.jackson.databind.ser.TestJsonSerialize.BaseMapTest,
com.fasterxml.jackson.databind.util.ISO8601UtilsTest.testParseOptional,"ISO8601UtilsTest, ParsePosition, ISO8601Utils"
