Method,Used Classes
com.fasterxml.jackson.dataformat.xml.incr.IncrementalWritingTest.testSimple,"XmlFactory, Object, StringWriter, XmlMapper, String, XMLOutputFactory, XmlTestBase$NameBean, XMLStreamWriter, IncrementalWritingTest"
com.fasterxml.jackson.dataformat.xml.VersionInfoTest.testMapperSerialization,"XmlFactory, XmlMapper, ByteArrayInputStream, ObjectOutputStream, VersionInfoTest, ByteArrayOutputStream, ObjectInputStream"
com.fasterxml.jackson.dataformat.xml.deser.TestViews.testNullSuppression,"TestViews$NonNullBean, Object, TestViews, XmlMapper"
com.fasterxml.jackson.dataformat.xml.misc.XmlTextTest.testSimple198,"Object, XmlTextTest$Phone, XmlTextTest, XmlMapper"
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest.testWrappedList,"Object, List, ListDeserializationTest, ListDeserializationTest$Person, ArrayList, XmlMapper"
com.fasterxml.jackson.dataformat.xml.lists.ListSerializationTest.testSimpleWrappedList,"Object, ListSerializationTest, XmlMapper, ListSerializationTest$ListBean, List, Integer, ArrayList"
com.fasterxml.jackson.dataformat.xml.stream.XmlParserTest.testRoundTripWithSample,"XmlFactory, XmlMapper, JsonParser, ObjectMapper, String, XmlParserTest"
com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest.testWithTwoAttributes,"Object, Arrays, Issue101UnwrappedListAttributesTest$Root, Issue101UnwrappedListAttributesTest$UnwrappedElement, XmlMapper, Issue101UnwrappedListAttributesTest"
com.fasterxml.jackson.dataformat.xml.stream.XmlParserNextXxxTest.testXmlAttributesWithNextTextValue,"XmlFactory, StringReader, FromXmlParser, XmlParserNextXxxTest"
com.fasterxml.jackson.dataformat.xml.lists.DeserializePolyList178Test.testPolyIdList178,"Object, DeserializePolyList178Test$Computer, XmlMapper, DeserializePolyList178Test, DeserializePolyList178Test$Company, DeserializePolyList178Test$DesktopComputer, List, ObjectWriter, ArrayList"
com.fasterxml.jackson.dataformat.xml.stream.XmlTokenStreamTest.testEmptyTags,"XmlTokenStream, XMLInputFactory, XmlTokenStreamTest, StringReader, XMLStreamReader"
com.fasterxml.jackson.dataformat.xml.misc.UnwrappingWithXMLTest.testSimpleUnwrappingRoundtrip,"ObjectMapper, ObjectWriter, UnwrappingWithXMLTest, ObjectReader"
com.fasterxml.jackson.dataformat.xml.misc.RootNameTest.testRootNameAnnotation,"RootNameTest$NsRootBean, Object, RootNameTest$RootBean, XmlMapper, RootNameTest, XmlTestBase$StringBean, StringBuilder, String, RootNameTest$RootBeanBase"
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest.testSerializeAsAttr,"WithJAXBAnnotationsTest, Object, WithJAXBAnnotationsTest$AttrBean, XmlMapper"
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest.testDeserializeAsText,"TextValueTest, XmlMapper"
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation.testMultiLevel172,"Object, TestIndentation$Company, XmlMapper, TestIndentation$Employee, TestIndentation, List, ObjectWriter, ArrayList"
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest.testParentListRoundtrip,"ListRoundtripTest$Parent, Object, ListRoundtripTest, ArrayList, XmlMapper, List, ListRoundtripTest$Parents, ListRoundtripTest$Prop"
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization.testMissingOptionalAttr,"TestDeserialization, XmlMapper"
com.fasterxml.jackson.dataformat.xml.stream.XmlGeneratorTest.testSimpleAttribute,"XmlFactory, StringWriter, XmlGeneratorTest, QName, ToXmlGenerator"
com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest.testListSerialization,"Object, TypeFactory, XmlMapper, JacksonAnnotationIntrospector, Long, StringBuilder, String, List, JacksonXmlModule, RootListHandlingTest$SampleResource, ObjectWriter, RootListHandlingTest, ArrayList, ObjectReader"
com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest.testOptionalsWithMissingType,"Issue101UnwrappedListAttributesTest, XmlMapper, List"
com.fasterxml.jackson.dataformat.xml.ser.TestSerializationAttr.testIssue117AnySetterAttrs,"Object, Map, TestSerializationAttr, TreeMap, TestSerializationAttr$DynaBean, XmlMapper, HashMap"
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest.testByteArrayFrom,"Double, IllegalArgumentException, Object, StringBuilder, ArrayConversionsTest, String, ObjectMapper, Class, Array, Number"
com.fasterxml.jackson.dataformat.xml.misc.NodeTest.testMixed,"XmlMapper, StringBuilder, NodeTest, ObjectMapper, PrintStream"
com.fasterxml.jackson.dataformat.xml.stream.XmlTokenStreamTest.testSimple,"XmlTokenStream, XMLInputFactory, XmlTokenStreamTest, StringReader, XMLStreamReader"
com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest.testRenamedRootItem,"Object, XmlMapper, Long, String, ObjectWriter, RootListHandlingTest, RootListHandlingTest$SampleResource"
com.fasterxml.jackson.dataformat.xml.lists.EmptyListDeserTest.testEmptyList,"EmptyListDeserTest, XmlMapper, List"
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest.testPersonAsXml,"Long, WithJAXBAnnotationsTest, Object, XmlMapper, WithJAXBAnnotationsTest$MyPerson"
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest.testAlternateTextElementName,"TextValueTest, XmlMapper, JacksonXmlModule"
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest.testIntArrayToX,"Double, IllegalArgumentException, Object, XmlMapper, StringBuilder, ArrayConversionsTest, ObjectMapper, Class, ArrayConversionsTest$1, Array, ArrayList, TypeReference, Number"
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest.testIssue66,"TextValueTest, XmlMapper, JacksonXmlModule"
com.fasterxml.jackson.dataformat.xml.stream.FormatDetectionTest.testListViaObjectReader,"Object, FormatDetectionTest$POJO, FormatDetectionTest$ListPOJO, XmlMapper, FormatDetectionTest, ObjectMapper, List, ArrayList, ObjectReader"
com.fasterxml.jackson.dataformat.xml.stream.XmlParserTest.testSimpleNested,"XmlFactory, JsonFactory, XmlParserTest, JsonGenerator, StringWriter, JsonParser"
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization.testFromAttribute,"TestDeserialization, XmlMapper"
com.fasterxml.jackson.dataformat.xml.ser.TestSerializationAttr.testIssue6,"Object, TestSerializationAttr$Jurisdiction, TestSerializationAttr, XmlMapper"
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation.testSimpleIntBean,"Object, TestIndentation$IntWrapperBean, XmlMapper, StringBuilder, TestIndentation, String, XmlTestBase$IntWrapper"
com.fasterxml.jackson.dataformat.xml.VersionInfoTest.testMapperVersions,"VersionInfoTest, XmlFactory, XmlMapper"
com.fasterxml.jackson.dataformat.xml.stream.FormatDetectionTest.testSimpleValidRoot,"XmlFactory, ByteArrayInputStream, FormatDetectionTest, JsonParser, String, DataFormatMatcher, DataFormatDetector"
com.fasterxml.jackson.dataformat.xml.lists.ListSerializationTest.testStringList,"Object, ListSerializationTest, XmlMapper, ListSerializationTest$StringListBean, XmlTestBase$StringBean, StringBuilder, List, ArrayList"
com.fasterxml.jackson.dataformat.xml.misc.XmlTextTest.testXmlTextWithSuppressedValue,"Object, XmlTextTest$Data, XmlTextTest, XmlMapper"
com.fasterxml.jackson.dataformat.xml.ser.TestXmlDeclaration.testXml11Declaration,"Object, TestXmlDeclaration, XmlMapper, XmlTestBase$StringBean, StringBuilder"
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization.testMapWithAttr,"TestDeserialization, XmlMapper"
com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest.testAsClassProperty,"Object, PolymorphicTypesTest$SubTypeWithClassProperty, PolymorphicTypesTest, XmlMapper, PolymorphicTypesTest$BaseTypeWithClassProperty"
com.fasterxml.jackson.dataformat.xml.ser.TestSerializationManual.testIssue54,"XmlFactory, Object, TestSerializationManual$Value, StringWriter, TestSerializationManual, XmlMapper, Iterator, String, QName, ArrayList, ToXmlGenerator"
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest.testWrappedListWithAttribute,"XmlMapper, StringBuilder, List, ListDeserializationTest, Integer"
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization.testMap,"TestSerialization$WrapperBean, Object, LinkedHashMap, XmlMapper, TestSerialization, TestSerialization$MapBean, Integer"
com.fasterxml.jackson.dataformat.xml.misc.RootNameTest.testDynamicRootName,"Object, RootNameTest, ObjectWriter, XmlMapper, XmlTestBase$StringBean, StringBuilder"
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization.testSimpleNsElem,"TestSerialization, Object, TestSerialization$NsElemBean, XmlMapper"
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization.testCDataString,"TestSerialization$CDataStringBean, TestSerialization, Object, XmlMapper"
com.fasterxml.jackson.dataformat.xml.ser.TestNamespaces.testRootNamespace,"Object, XmlMapper, StringBuilder, String, TestNamespaces$Person, TestNamespaces"
com.fasterxml.jackson.dataformat.xml.deser.TestEnums.testEnum,"TestEnums, Object, TestEnums$EnumBean, XmlMapper"
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest.testNestedWithEmpty2,"NestedUnwrappedListsTest, XmlMapper, List"
com.fasterxml.jackson.dataformat.xml.adapters.TestIssue47Attribute.testEmptyStringFromElemAndAttr,"TestIssue47Attribute, XmlMapper, List"
com.fasterxml.jackson.dataformat.xml.misc.UnwrappingWithXMLTest.testUnwrappingWithAttribute,"ObjectMapper, ObjectWriter, UnwrappingWithXMLTest, ObjectReader"
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization.testSimpleAttribute,"TestSerialization, Object, XmlMapper, TestSerialization$AttributeBean"
com.fasterxml.jackson.dataformat.xml.lists.ListDeser191Test.testListDeser,"ArrayList, ListDeser191Test, ObjectMapper, XmlMapper"
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest.testOptionals,"XmlMapper, List, ListRoundtripTest"
com.fasterxml.jackson.dataformat.xml.ser.TestJDKSerializability.testMapper,"ClassNotFoundException, Object, TestJDKSerializability, TestJDKSerializability$MyPojo, XmlMapper, ByteArrayInputStream, StringBuilder, ObjectOutputStream, ByteArrayOutputStream, ObjectInputStream"
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest.testLongArrayToX,"Double, IllegalArgumentException, Object, XmlMapper, StringBuilder, ArrayConversionsTest$2, ArrayConversionsTest, ObjectMapper, Class, Array, ArrayList, TypeReference, Number"
com.fasterxml.jackson.dataformat.xml.ser.TestXmlDeclaration.testXml10Declaration,"Object, TestXmlDeclaration, XmlMapper, XmlTestBase$StringBean, StringBuilder"
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest.testWrappedLists,"UnwrappedListsTest$WrappedList, Object, UnwrappedListsTest, UnwrappedListsTest$Value, XmlMapper"
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest.testNullXform,"ArrayConversionsTest, ObjectMapper"
com.fasterxml.jackson.dataformat.xml.stream.XmlGeneratorTest.testSimpleElement,"XmlFactory, StringWriter, XmlGeneratorTest, QName, ToXmlGenerator"
com.fasterxml.jackson.dataformat.xml.stream.XmlTokenStreamTest.testNested,"XmlTokenStream, XMLInputFactory, XmlTokenStreamTest, StringReader, XMLStreamReader"
com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest.testArraySerialization,"Object, XmlMapper, JacksonAnnotationIntrospector, Long, StringBuilder, String, JacksonXmlModule, ObjectWriter, RootListHandlingTest, RootListHandlingTest$SampleResource, ObjectReader"
com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest.testAsPropertyWithObjectId,"Object, PolymorphicTypesTest$TypeWithClassPropertyAndObjectId, XmlMapper, List, PolymorphicTypesTest, PolymorphicTypesTest$Wrapper, ArrayList"
com.fasterxml.jackson.dataformat.xml.RoundtripContentTest.testRoundtrip,"MediaItem$Content, Object, XmlMapper, RoundtripContentTest, MediaItem$Photo, List, ObjectWriter, ArrayList, MediaItem, ObjectReader"
com.fasterxml.jackson.dataformat.xml.jaxb.AttributesWithJAXBTest.testAttributeAndElement,"AttributesWithJAXBTest$Problem, AttributesWithJAXBTest, Object, JaxbAnnotationIntrospector, XmlMapper, TypeFactory"
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest.testUnwrappedListBeanDeser,"ListDeserializationTest, Integer, XmlMapper, List"
com.fasterxml.jackson.dataformat.xml.incr.PartialReadTest.testSimpleRead,"PartialReadTest, XmlFactory, XmlMapper, XMLInputFactory, StringReader, XMLStreamReader"
com.fasterxml.jackson.dataformat.xml.jaxb.ElementWrapperTest.testNoElementWrapper,"Object, ArrayList, ElementWrapperTest, XmlMapper, XmlJaxbAnnotationIntrospector, List, ElementWrapperTest$MyPerson2, TypeFactory"
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest.testListAsProperty,"ArrayConversionsTest, Object, List, ArrayConversionsTest$IntArrayWrapper, XmlMapper"
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues.testStringsWithAttribute,"TestStringValues, XmlMapper"
com.fasterxml.jackson.dataformat.xml.stream.XmlParserTest.testXmlAttributes,"XmlFactory, FromXmlParser, StringWriter, XmlParserTest, StringReader"
com.fasterxml.jackson.dataformat.xml.lists.WrappedListsTest.testEmptyList,"XmlMapper, Object, WrappedListsTest, WrappedListsTest$Order"
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization.testOptionalAttr,"TestDeserialization, XmlMapper"
com.fasterxml.jackson.dataformat.xml.stream.FormatDetectionTest.testSimpleValidDoctype,"XmlFactory, ByteArrayInputStream, FormatDetectionTest, JsonParser, String, DataFormatMatcher, DataFormatDetector"
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest.testUnwrappedLists,"XmlMapper, Object, UnwrappedListsTest, UnwrappedListsTest$Value, UnwrappedListsTest$UnwrappedList"
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization.testNakedMap,"TestSerialization$CustomMap, TestSerialization, Integer, LinkedHashMap, XmlMapper"
com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test.testSimpleCollectionDeserWithForwardRefs,"Integer, ObjectId104Test, XmlMapper, List"
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest.testNested2_1,"NestedUnwrappedListsTest, XmlMapper, List"
com.fasterxml.jackson.dataformat.xml.stream.XmlGeneratorTest.testWriteToFile,"Object, File, XmlMapper, ObjectMapper, String, XmlGeneratorTest, XmlTestBase$IntWrapper"
com.fasterxml.jackson.dataformat.xml.ser.TestJDKSerializability.testXmlFactory,"ClassNotFoundException, XmlFactory, TestJDKSerializability, StringWriter, ByteArrayInputStream, ObjectOutputStream, StringBuilder, ByteArrayOutputStream, ObjectInputStream, QName, ToXmlGenerator"
com.fasterxml.jackson.dataformat.xml.stream.FormatDetectionTest.testSimpleInvalid,"XmlFactory, ByteArrayInputStream, FormatDetectionTest, String, DataFormatMatcher, DataFormatDetector"
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest.testSerializeAsText,"Object, ObjectWriter, TextValueTest, XmlMapper, TextValueTest$Simple"
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation.testSimpleStringBean,"Object, TestIndentation$StringWrapperBean, XmlMapper, StringBuilder, TestIndentation, String, XmlTestBase$StringWrapper, ObjectWriter"
com.fasterxml.jackson.dataformat.xml.lists.ListAnnotationSharingTest.testAnnotationSharing,"Object, ListAnnotationSharingTest$Wrapper, XmlMapper, ListAnnotationSharingTest$Point, List, ListAnnotationSharingTest, ArrayList"
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest.testTextOnlyPojo,"TextValueTest$TextOnlyBean, Object, TextValueTest$TextOnlyWrapper, TextValueTest, XmlMapper"
com.fasterxml.jackson.dataformat.xml.stream.FormatDetectionTest.testSimpleValidXmlDecl,"XmlFactory, ByteArrayInputStream, FormatDetectionTest, JsonParser, String, DataFormatMatcher, DataFormatDetector"
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest.testWrappedListWithGetters,"Object, List, ListDeserializationTest, ListDeserializationTest$PersonWithGetters, ArrayList, XmlMapper"
com.fasterxml.jackson.dataformat.xml.VersionInfoTest.testMapperCopy,"VersionInfoTest, XmlFactory, Object, XmlMapper"
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest.testListWithAttrOnlyValues,"ListRoundtripTest$PointContainer, Object, ListRoundtripTest, XmlMapper, List, ArrayList, ListRoundtripTest$Point"
com.fasterxml.jackson.dataformat.xml.stream.XmlParserTest.testSimpleWithEmpty,"XmlFactory, JsonFactory, XmlParserTest, JsonGenerator, StringWriter, JsonParser"
com.fasterxml.jackson.dataformat.xml.deser.TestBinaryData.testTwoBinaryProps,"XmlMapper, TestBinaryData, StringBuilder, ObjectMapper, String"
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest.testAsTextWithJAXB,"WithJAXBAnnotationsTest, Object, WithJAXBAnnotationsTest$WithXmlValue, XmlMapper"
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest.testNested1_2b,"NestedUnwrappedListsTest, XmlMapper, List"
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedLists180Test.testNestedUnwrappedLists180,"NestedUnwrappedLists180Test, XmlMapper, List"
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation.testEmptyElem,"TestIndentation, Object, TestIndentation$PojoFor123, XmlMapper"
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest.testRootName,"WithJAXBAnnotationsTest, WithJAXBAnnotationsTest$RootBean, Object, XmlMapper"
com.fasterxml.jackson.dataformat.xml.ser.TestSerializerCustom.testIssue42,"StdDeserializer, StdSerializer, Object, JsonGenerator, ObjectCodec, XmlMapper, Version, TestSerializerCustom$ItemSerializer, IllegalStateException, JsonParser, TestSerializerCustom$Item, TestSerializerCustom$Foo, SimpleModule, TestSerializerCustom$ItemDeserializer, TestSerializerCustom, JsonNode"
com.fasterxml.jackson.dataformat.xml.deser.TestViews.testIssue7,"Object, TestViews$Bar, TestViews$Foo, XmlMapper, ObjectMapper, TestViews, ObjectWriter"
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest.testIssue24,"TextValueTest, XmlMapper"
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest.testNested1_2,"NestedUnwrappedListsTest, XmlMapper, List"
com.fasterxml.jackson.dataformat.xml.misc.EmptyPolymorphicTest.testEmpty,"EmptyPolymorphicTest, EmptyPolymorphicTest$Data, Object, EmptyPolymorphicTest$EmptyProxy, ObjectWriter, XmlMapper"
com.fasterxml.jackson.dataformat.xml.stream.FormatDetectionTest.testSimpleValidComment,"XmlFactory, ByteArrayInputStream, FormatDetectionTest, JsonParser, String, DataFormatMatcher, DataFormatDetector"
com.fasterxml.jackson.dataformat.xml.stream.XmlTokenStreamTest.testRootAttributes,"XmlTokenStream, XMLInputFactory, XmlTokenStreamTest, StringReader, XMLStreamReader"
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest.testShortArrayToX,"Double, IllegalArgumentException, Object, XmlMapper, StringBuilder, ArrayConversionsTest, ObjectMapper, Class, Array, Number"
com.fasterxml.jackson.dataformat.xml.ser.TestSerializationAttr.testSimpleNsAttr,"Object, TestSerializationAttr$NsAttrBean, TestSerializationAttr, XmlMapper"
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest.testDefaultWrapping,"Object, UnwrappedListsTest, UnwrappedListsTest$DefaultList, XmlMapper, JacksonXmlModule, UnwrappedListsTest$Value"
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest.testListToIntArray,"ArrayConversionsTest, List, ArrayList, Integer, XmlMapper"
com.fasterxml.jackson.dataformat.xml.misc.UnwrappingWithXMLTest.testUnwrappingSubWithAttribute,"ObjectMapper, ObjectWriter, UnwrappingWithXMLTest, ObjectReader"
com.fasterxml.jackson.dataformat.xml.deser.TestViews.testIssue44,"Object, XmlMapper, TestViews$Issue44Bean, SimpleFilterProvider, TestViews, ObjectWriter, SimpleBeanPropertyFilter"
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues.testStringWithAttribute,"TestStringValues, XmlMapper"
com.fasterxml.jackson.dataformat.xml.ser.TestSerializationOrdering.testOrdering,"Object, TestSerializationOrdering, TestSerializationOrdering$Bean91, XmlMapper"
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues.testStringArrayWithAttribute,"TestStringValues, XmlMapper"
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues.testEmptyElementToString,"TestStringValues, XmlMapper"
com.fasterxml.jackson.dataformat.xml.stream.XmlParserTest.testForceElementAsArray,"XmlFactory, FromXmlParser, StringWriter, XmlReadContext, XmlParserTest, StringReader"
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest.testOptionalsWithMissingType,"UnwrappedListsTest, XmlMapper, List"
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization.testSimpleAttrAndElem,"TestSerialization, Object, TestSerialization$AttrAndElem, XmlMapper"
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues.testSimpleStringElement,"TestStringValues, XmlMapper"
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues.testMissingString,"Object, TestStringValues, XmlMapper, XmlTestBase$StringBean, StringBuilder"
com.fasterxml.jackson.dataformat.xml.stream.FormatDetectionTest.testSimpleValidPI,"XmlFactory, ByteArrayInputStream, FormatDetectionTest, JsonParser, String, DataFormatMatcher, DataFormatDetector"
com.fasterxml.jackson.dataformat.xml.jaxb.JAXBObjectId170Test.testPolyIdList178,"Object, JAXBObjectId170Test, XmlMapper, JacksonAnnotationIntrospector, XmlJaxbAnnotationIntrospector, List, XmlAnnotationIntrospector$Pair"
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest.testDefaultWrappingWithEmptyLists,"UnwrappedListsTest, XmlMapper, JacksonXmlModule"
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization.testCDataStringArray,"TestSerialization, Object, TestSerialization$CDataStringArrayBean, XmlMapper"
com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest.testAsClassObject,"Object, PolymorphicTypesTest$SubTypeWithClassObject, PolymorphicTypesTest, PolymorphicTypesTest$BaseTypeWithClassObject, XmlMapper"
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest.testArrayIdentityTransforms,"Double, IllegalArgumentException, Object, StringBuilder, ArrayConversionsTest, ObjectMapper, Class, Array, Number"
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization.testRoundTripWithJacksonExample,"Object, XmlTestBase$FiveMinuteUser$Name, String, XmlTestBase$FiveMinuteUser, XmlMapper, TestDeserialization"
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest.testNestedWithEmpty,"NestedUnwrappedListsTest, XmlMapper, List"
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation.testWithAttr,"TestIndentation, XmlMapper, Object, TestIndentation$AttrBean, TestIndentation$AttrBean2"
