Method,Used Classes
org.jsoup.nodes.ElementTest.dataset,"ElementTest, Map, Document, Elements, Jsoup, Attributes, Element"
org.jsoup.nodes.ElementTest.testAddNewElement,"String, TextUtil, ElementTest, Document, Elements, Jsoup, Element"
org.jsoup.select.ElementsTest.before,"Document, Elements, Jsoup, ElementsTest, Element"
org.jsoup.parser.TagTest.trims,"TagTest, Tag"
org.jsoup.DataUtilTest.testCharset,"DataUtilTest, DataUtil"
org.jsoup.nodes.NodeTest.testRemove,"Document, Elements, Node, Jsoup, Element, NodeTest"
org.jsoup.nodes.NodeTest.testReplace,"Document, Elements, Node, Jsoup, Element, NodeTest"
org.jsoup.nodes.ElementTest.testGetParents,"ElementTest, Document, Elements, Jsoup, Element"
org.jsoup.parser.ParserTest.parsesUnterminatedAttribute,"ParserTest, Jsoup, Element, Document"
org.jsoup.parser.ParserTest.testHgroup,"String, TextUtil, Document, Jsoup, Element, ParserTest"
org.jsoup.nodes.ElementTest.testPrependElement,"Jsoup, Element, Document, ElementTest"
org.jsoup.safety.CleanerTest.simpleBehaviourTest,"Jsoup, String, TextUtil, Whitelist, CleanerTest"
org.jsoup.select.ElementsTest.hasAttr,"Jsoup, ElementsTest, Elements, Document"
org.jsoup.parser.TagTest.defaultSemantics,"TagTest, Tag"
org.jsoup.nodes.ElementTest.testWrapWithRemainder,"String, TextUtil, ElementTest, Document, Elements, Jsoup, Element"
org.jsoup.select.SelectorTest.adjacentSiblings,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.integration.ParseTest.testYahooJp,"ParseTest, URL, IllegalStateException, Document, Elements, Jsoup, File, Element, Class"
org.jsoup.select.SelectorTest.and,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.nodes.DocumentTest.testOutputEncoding,"Document$OutputSettings, Charset, Document, Jsoup, Element, DocumentTest"
org.jsoup.select.ElementsTest.parents,"Document, Elements, Jsoup, ElementsTest, Element"
org.jsoup.parser.ParserTest.handlesUnclosedDefinitionLists,"Document, Elements, Jsoup, Element, ParserTest"
org.jsoup.select.ElementsTest.html,"Jsoup, ElementsTest, Elements, Document"
org.jsoup.nodes.ElementTest.testAppendRowToTable,"String, TextUtil, ElementTest, Document, Elements, Jsoup, Element"
org.jsoup.parser.ParserTest.handlesFrames,"Jsoup, String, TextUtil, ParserTest, Document"
org.jsoup.parser.ParserTest.handlesNestedImplicitTable,"String, TextUtil, Document, Jsoup, Element, ParserTest"
org.jsoup.select.SelectorTest.testSupportsLeadingCombinator,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.parser.ParserTest.handlesEscapedData,"Document, Elements, Jsoup, Element, ParserTest"
org.jsoup.safety.CleanerTest.basicBehaviourTest,"Jsoup, String, TextUtil, Whitelist, CleanerTest"
org.jsoup.parser.ParserTest.handlesWhatWgExpensesTableExample,"String, TextUtil, Document, Jsoup, Element, ParserTest"
org.jsoup.parser.ParserTest.normalisesDocument,"Jsoup, String, TextUtil, ParserTest, Document"
org.jsoup.nodes.ElementTest.before,"String, TextUtil, ElementTest, Document, Elements, Jsoup, Element"
org.jsoup.nodes.ElementTest.testGetText,"ElementTest, Document, Elements, Jsoup, Element"
org.jsoup.parser.TagTest.divSemantics,"TagTest, Tag"
org.jsoup.safety.CleanerTest.testRelaxed,"Jsoup, String, TextUtil, Whitelist, CleanerTest"
org.jsoup.nodes.ElementTest.getElementsByTagName,"ElementTest, Document, Jsoup, Element, TextNode, List"
org.jsoup.parser.ParserTest.testSpaceAfterTag,"String, TextUtil, Document, Jsoup, Element, ParserTest"
org.jsoup.select.SelectorTest.testGroupOrAttribute,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.select.SelectorTest.testPseudoEquals,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.nodes.NodeTest.handlesBaseUri,"Attributes, Element, NodeTest, Tag"
org.jsoup.nodes.ElementTest.testPrependText,"String, TextUtil, ElementTest, Document, Jsoup, Element"
org.jsoup.parser.ParserTest.parsesUnterminatedComments,"Document, Elements, Comment, Jsoup, Element, TextNode, ParserTest"
org.jsoup.parser.ParserTest.parsesUnterminatedOption,"Document, Elements, Jsoup, Element, ParserTest"
org.jsoup.parser.AttributeParseTest.parsesRoughAttributeString,"AttributeParseTest, Document, Elements, Jsoup, Attributes, Element"
org.jsoup.nodes.ElementTest.testAddNewText,"String, TextUtil, ElementTest, Document, Jsoup, Element"
org.jsoup.select.ElementsTest.is,"Jsoup, ElementsTest, Elements, Document"
org.jsoup.select.ElementsTest.wrap,"Document, Elements, Jsoup, ElementsTest, Element"
org.jsoup.select.SelectorTest.testPseudoLessThan,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.parser.ParserTest.handlesInvalidStartTags,"Document, Elements, Jsoup, Element, ParserTest"
org.jsoup.integration.ParseTest.testBaidu,"ParseTest, URL, IllegalStateException, Document$OutputSettings, Charset, Document, Elements, Jsoup, File, Element, Class"
org.jsoup.nodes.ElementTest.testNormalisesText,"Jsoup, Document, ElementTest"
org.jsoup.select.SelectorTest.testById,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.select.SelectorTest.testCharactersInIdAndClass,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.select.SelectorTest.testByAttributeRegex,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.select.ElementsTest.after,"Document, Elements, Jsoup, ElementsTest, Element"
org.jsoup.nodes.ElementTest.testGetElementsWithClass,"ElementTest, Document, Jsoup, Element, List"
org.jsoup.select.ElementsTest.attr,"Jsoup, ElementsTest, Elements, Document"
org.jsoup.select.ElementsTest.eq,"Jsoup, ElementsTest, Elements, Document"
org.jsoup.parser.ParserTest.createsImplicitLists,"Document, Elements, Jsoup, Element, ParserTest"
org.jsoup.helper.StringUtilTest.isBlank,"StringUtil, StringUtilTest"
org.jsoup.nodes.ElementTest.testSetHtml,"String, TextUtil, ElementTest, Document, Jsoup, Element"
org.jsoup.safety.CleanerTest.testHandlesEmptyAttributes,"Jsoup, Whitelist, CleanerTest"
org.jsoup.nodes.ElementTest.testPrependNewHtml,"String, TextUtil, ElementTest, Document, Elements, Jsoup, Element"
org.jsoup.select.ElementsTest.text,"Jsoup, ElementsTest, Elements, Document"
org.jsoup.parser.ParserTest.handlesMultiClosingBody,"Document, Elements, Jsoup, Element, ParserTest"
org.jsoup.helper.StringUtilTest.isNumeric,"StringUtil, StringUtilTest"
org.jsoup.parser.ParserTest.handlesUnknownNamespaceTags,"String, TextUtil, Document, Jsoup, Element, ParserTest"
org.jsoup.parser.ParserTest.handlesTbodyTable,"String, TextUtil, Document, Jsoup, Element, ParserTest"
org.jsoup.parser.TagTest.isCaseInsensitive,"TagTest, Tag"
org.jsoup.parser.ParserTest.parsesComments,"Document, Comment, Jsoup, Element, TextNode, ParserTest"
org.jsoup.parser.ParserTest.normalisesEmptyDocument,"Jsoup, String, TextUtil, ParserTest, Document"
org.jsoup.parser.ParserTest.parsesUnterminatedTag,"Document, Elements, Jsoup, Element, ParserTest"
org.jsoup.nodes.DocumentTest.setTextPreservesDocumentStructure,"Document, Elements, Jsoup, Element, DocumentTest"
org.jsoup.parser.TagTest.equality,"TagTest, Tag"
org.jsoup.parser.ParserTest.parsesQuiteRoughAttributes,"ParserTest, Jsoup, Element, Document"
org.jsoup.nodes.NodeTest.ownerDocument,"Document, Elements, Jsoup, Element, NodeTest"
org.jsoup.parser.TokenQueueTest.unescape,"TokenQueue, TokenQueueTest"
org.jsoup.helper.StringUtilTest.normaliseWhiteSpace,"StringUtil, StringUtilTest"
org.jsoup.integration.ParseTest.testSmhBizArticle,"ParseTest, URL, IllegalStateException, Document, Elements, Jsoup, File, Class"
org.jsoup.select.ElementsTest.filter,"Document, Elements, Jsoup, ElementsTest, Element"
org.jsoup.select.SelectorTest.testAllWithClass,"Jsoup, Elements, Document, SelectorTest"
org.jsoup.integration.ParseTest.testNytArticle,"ParseTest, URL, IllegalStateException, Document, Elements, Jsoup, File, Element, Class"
org.jsoup.select.SelectorTest.testPseudoHas,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.nodes.ElementTest.testOuterHtml,"Jsoup, String, TextUtil, ElementTest, Document"
org.jsoup.select.SelectorTest.mixCombinatorGroup,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.select.SelectorTest.deeperDescendant,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.select.SelectorTest.notAdjacent,"Jsoup, Elements, Document, SelectorTest"
org.jsoup.integration.UrlConnectTest.noop,
org.jsoup.select.ElementsTest.classes,"Document, Elements, Jsoup, ElementsTest, Element"
org.jsoup.nodes.ElementTest.testAddNewHtml,"String, TextUtil, ElementTest, Document, Elements, Jsoup, Element"
org.jsoup.safety.CleanerTest.testDropXmlProc,"Jsoup, Whitelist, CleanerTest"
org.jsoup.parser.ParserTest.handlesJavadocFont,"Document, Elements, Jsoup, Element, ParserTest"
org.jsoup.nodes.ElementTest.testWrap,"String, TextUtil, ElementTest, Document, Elements, Jsoup, Element"
org.jsoup.parser.ParserTest.handlesBlocksInDefinitions,"String, TextUtil, Document, Elements, Jsoup, Element, ParserTest"
org.jsoup.select.SelectorTest.testByAttribute,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.nodes.ElementTest.testSetText,"ElementTest, Document, Elements, Jsoup, Element"
org.jsoup.select.SelectorTest.testGroupOr,"String, Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.select.ElementsTest.hasText,"Jsoup, ElementsTest, Elements, Document"
org.jsoup.nodes.DocumentTest.testTitles,"Document, Elements, Jsoup, Element, DocumentTest"
org.jsoup.parser.TagTest.valueOfChecksNotEmpty,"TagTest, Tag"
org.jsoup.safety.CleanerTest.testIsValid,"Jsoup, Whitelist, CleanerTest"
org.jsoup.integration.ParseTest.testBinary,"ParseTest, URL, String, IllegalStateException, Document, Jsoup, File, Class"
org.jsoup.nodes.ElementTest.testGetSiblings,"Jsoup, Element, Document, ElementTest"
org.jsoup.select.SelectorTest.testByAttributeStarting,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.safety.CleanerTest.simpleBehaviourTest2,"Jsoup, String, TextUtil, Whitelist, CleanerTest"
org.jsoup.select.SelectorTest.testPseudoCombined,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.select.SelectorTest.parentChildStar,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.parser.ParserTest.createsImplicitTable,"String, TextUtil, Document, Jsoup, Element, ParserTest"
org.jsoup.select.SelectorTest.generalSiblings,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.select.SelectorTest.testAllElements,"Document, Elements, Jsoup, Element, SelectorTest"
org.jsoup.nodes.ElementTest.testEmptyElementFormatHtml,"ElementTest, Document, Elements, Jsoup, Element"
org.jsoup.parser.ParserTest.handlesTextArea,"ParserTest, Jsoup, Elements, Document"
org.jsoup.nodes.ElementTest.testGetElementsWithAttributeValue,"ElementTest, Document, Jsoup, Element, List"
org.jsoup.integration.ParseTest.testGoogleSearchIpod,"ParseTest, URL, IllegalStateException, Document, Elements, Jsoup, File, Element, Class"
