Method,Used Classes
org.mockitousage.verification.OnlyVerificationTest.shouldFailIfExtraMethodWithDifferentArgsFound,"OnlyVerificationTest, List, Mockito"
org.mockitousage.constructor.CreatingMocksWithConstructorTest.can_spy_abstract_classes,"CreatingMocksWithConstructorTest, Object, Mockito, CreatingMocksWithConstructorTest$AbstractMessage"
org.mockito.internal.creation.MockSettingsImplTest.shouldNotAllowUsingTheSameInterfaceAsExtra,"MockSettingsImplTest, MockSettingsImpl"
org.mockito.internal.stubbing.answers.AnswersValidatorTest.should_validate_null_throwable,"ThrowsException, Object, AnswersValidator, RuntimeException, InvocationImpl, Mockito, Invocation, List, InvocationBuilder, LinkedList, AnswersValidatorTest, Class, SerializableMethod"
org.mockitousage.basicapi.MocksSerializationForAnnotationTest.should_allow_mock_and_string_value_to_be_serializable,"OngoingStubbing, Mockito, ByteArrayOutputStream, SimpleSerializationUtil, ObjectInputStream, Class, MocksSerializationForAnnotationTest, ObjectOutputStream, ByteArrayInputStream, IMethods"
org.mockitousage.stubbing.StubbingConsecutiveAnswersTest.shouldReturnConsecutiveValuesForTwoNulls,"Mockito, StubbingConsecutiveAnswersTest, OngoingStubbing, IMethods"
org.mockito.internal.util.MockCreationValidatorTest.should_allow_only_consistent_types,"MockCreationValidator, MockCreationValidatorTest, ArrayList"
org.mockitousage.stubbing.StubbingWithDelegateTest.method_with_subtype_return_can_be_called,"Object, ArrayList, Mockito, AdditionalAnswers, StubbingWithDelegateTest, StubbingWithDelegateTest$FakeList, List"
org.mockitousage.misuse.DetectingMisusedMatchersTest.should_report_argument_locations_when_argument_matchers_misused,"Observer, DetectingMisusedMatchersTest, Mockito, Matchers, InvalidUseOfMatchersException"
org.mockito.internal.util.reflection.FieldsTest.can_get_list_of_InstanceField,"Object, FieldsTest$ValuedFields, Fields, InstanceField, Class, FieldsTest, Fields$InstanceFields"
org.mockitousage.bugs.InheritedGenericsPolimorphicCallTest.shouldWorkExactlyAsJavaProxyWould,"Object, InheritedGenericsPolimorphicCallTest, LinkedList, Proxy, InheritedGenericsPolimorphicCallTest$MyIterable, InheritedGenericsPolimorphicCallTest$1, Class, Iterable, List"
