Method,Used Classes
com.google.gson.FunctionWithInternalDependenciesTest.testUserDefinedExclusionPolicies,"FunctionWithInternalDependenciesTest$UserDefinedExclusionStrategy, Object, FunctionWithInternalDependenciesTest, GsonBuilder, TestTypes$StringWrapper, Gson, FieldAttributes"
com.google.gson.functional.DefaultTypeAdaptersTest.testLocaleSerializationWithLanguageCountry,"Gson, DefaultTypeAdaptersTest"
com.google.gson.functional.ArrayTest.testObjectArrayWithNonPrimitivesSerialization,"ArrayTest, StringBuilder, TestTypes$BagOfPrimitives, String, Object, TestTypes$ClassWithObjects, Boolean, Gson, Integer, Long"
com.google.gson.JsonObjectTest.testAddingCharacterProperties,"String, Character, JsonElement, JsonObjectTest, JsonObject"
com.google.gson.stream.JsonWriterTest.testNonFiniteDoubles,"JsonWriterTest, JsonWriter, StringWriter"
com.google.gson.functional.ReadersWritersTest.testTopLevelNullObjectDeserializationWithReaderAndSerializeNulls,"ReadersWritersTest, GsonBuilder, StringReader, Gson"
com.google.gson.stream.JsonReaderTest.testStrictUnquotedNames,"JsonReader, StringReader, JsonReaderTest"
com.google.gson.NullExclusionStrategyTest.testNeverSkipsClass,"NullExclusionStrategyTest, NullExclusionStrategy"
com.google.gson.functional.ArrayTest.testSingleNullInArraySerialization,"ArrayTest, Gson"
com.google.gson.functional.MapTest.testMapOfMapSerialization,"String, Map, HashMap, Gson, MapTest"
com.google.gson.functional.NullObjectAndFieldTest.testExplicitNullSetsFieldToNullDuringDeserialization,"NullObjectAndFieldTest, Gson"
com.google.gson.functional.PrimitiveTest.testFloatNaNDeserialization,"PrimitiveTest, Float, Gson"
com.google.gson.stream.JsonWriterTest.testBadNestingObject,"JsonWriterTest, JsonWriter, StringWriter"
com.google.gson.TypeInfoArrayTest.testParameterizedArray,"TypeInfoArrayTest$1, TypeInfoArray, TypeInfoArrayTest, TypeToken"
com.google.gson.GsonBuilderTest.testCreatingMoreThanOnce,"GsonBuilderTest, GsonBuilder"
com.google.gson.functional.ObjectTest.testNullSerialization,"ObjectTest, Gson"
com.google.gson.functional.ObjectTest.testJsonInMixedQuotesDeserialization,"ObjectTest, Gson"
com.google.gson.functional.ParameterizedTypesTest.testParameterizedTypesWithWriterSerialization,"StringBuilder, Object, String, RuntimeException, Primitives, ParameterizedTypesTest, ParamterizedTypeFixtures$MyParameterizedType, Class, StringWriter, Gson, Method, Integer, ParameterizedTypesTest$9, TypeToken"
com.google.gson.LruCacheTest.testCacheEviction,"LruCacheTest, Integer, Cache, LruCache"
com.google.gson.stream.JsonReaderTest.testStrictNonFiniteDoubles,"JsonReader, StringReader, JsonReaderTest"
com.google.gson.functional.StringTest.testEscapedCtrlNInStringSerialization,"StringTest, Gson"
com.google.gson.functional.MapTest.testMapDeserialization,"Map, Gson, MapTest$2, Integer, MapTest, TypeToken"
com.google.gson.functional.PrimitiveTest.testBigDecimalDeserialization,"PrimitiveTest, BigDecimal, Gson"
com.google.gson.functional.DefaultTypeAdaptersTest.testDefaultCalendarDeserialization,"Calendar, GsonBuilder, Gson, DefaultTypeAdaptersTest"
com.google.gson.functional.MapTest.testReadMapsWithEmptyStringKey,"TypeToken, Gson, Map, MapTest, MapTest$20"
com.google.gson.functional.EnumTest.testClassWithEnumFieldDeserialization,"EnumTest, StringBuilder, Object, Gson, EnumTest$ClassWithEnumFields"
com.google.gson.functional.JsonParserTest.testDeserializingCustomTree,"JsonObject, Integer, JsonParserTest, Gson"
com.google.gson.functional.VersioningTest.testVersionedGsonMixingSinceAndUntilSerialization,"String, VersioningTest, Object, VersioningTest$SinceUntilMixing, GsonBuilder, Gson"
com.google.gson.TypeUtilsTest.testToRawClassForGenericClasses,"TypeUtils, TypeUtilsTest"
com.google.gson.functional.CustomTypeAdaptersTest.testCustomAdapterInvokedForCollectionElementSerializationWithType,"StringBuilder, CustomTypeAdaptersTest$11, String, Object, CustomTypeAdaptersTest$StringHolder, JsonElement, JsonPrimitive, GsonBuilder, Set, Gson, CustomTypeAdaptersTest, TypeToken, HashSet, CustomTypeAdaptersTest$StringHolderTypeAdapter"
com.google.gson.functional.CustomSerializerTest.testBaseClassSerializerInvokedForBaseClassFieldsHoldingSubClassInstances,"CustomSerializerTest, Object, JsonElement, TestTypes$Base, GsonBuilder, TestTypes$BaseSerializer, Class, Gson, JsonObject, TestTypes$Sub, TestTypes$ClassWithBaseField"
com.google.gson.JsonPrimitiveTest.testFloatEqualsBigDecimal,"JsonPrimitiveTest, Float, JsonPrimitive, BigDecimal"
com.google.gson.functional.DefaultTypeAdaptersTest.testTreeSetSerialization,"TreeSet, Gson, DefaultTypeAdaptersTest"
com.google.gson.JsonPrimitiveTest.testStringsAndChar,"JsonPrimitiveTest, Character, JsonPrimitive"
com.google.gson.functional.ArrayTest.testArrayOfPrimitivesAsObjectsDeserialization,"ArrayTest, BigDecimal, Integer, Gson"
com.google.gson.functional.ExposeFieldsTest.testNullExposeFieldSerialization,"StringBuilder, Object, Gson, Integer, ExposeFieldsTest$ClassWithExposedFields, ExposeFieldsTest"
com.google.gson.functional.PrimitiveTest.testLargeDoubleDeserialization,"PrimitiveTest, Double, Gson"
com.google.gson.ParameterizedTypeHandlerMapTest.testTypeOverridding,"ParameterizedTypeHandlerMap, ParameterizedTypeHandlerMapTest"
com.google.gson.functional.ParameterizedTypesTest.testParameterizedTypeGenericArraysSerialization,"StringBuilder, Object, ArrayList, ParameterizedTypesTest$16, Arrays, ParameterizedTypesTest$ObjectWithTypeVariables, ParameterizedTypesTest, Gson, Iterable, Integer, Iterator, TypeToken, List"
com.google.gson.functional.ReadersWritersTest.testTopLevelNullObjectDeserializationWithReader,"ReadersWritersTest, StringReader, Gson"
com.google.gson.functional.ReadersWritersTest.testWriterForSerialization,"StringBuilder, TestTypes$BagOfPrimitives, Object, String, Integer, StringWriter, Gson, ReadersWritersTest, Boolean, Long"
com.google.gson.FieldAttributesTest.testIsSynthetic,"FieldAttributesTest, FieldAttributes"
com.google.gson.TypeInfoTest.testString,"TypeInfoTest, TypeInfo"
com.google.gson.LongSerializationPolicyTest.testDefaultLongSerialization,"LongSerializationPolicy, LongSerializationPolicyTest, JsonElement, JsonPrimitive, Long"
com.google.gson.functional.MapTest.testMapSerializationWithWildcardValues,"MapTest$17, Map, LinkedHashMap, Gson, MapTest, TypeToken"
com.google.gson.functional.PrimitiveTest.testBigIntegerDeserialization,"PrimitiveTest, BigInteger, Gson"
com.google.gson.functional.JsonTreeTest.testJsonTreeToString,"JsonTreeTest, StringBuilder, TestTypes$BagOfPrimitives, Object, String, JsonTreeTest$SubTypeOfBagOfPrimitives, Boolean, Gson, Integer, Long"
com.google.gson.functional.CustomTypeAdaptersTest.testCustomTypeAdapterDoesNotAppliesToSubClasses,"String, Object, CustomTypeAdaptersTest$Derived, CustomTypeAdaptersTest$5, JsonObject, GsonBuilder, Gson, CustomTypeAdaptersTest$Base, Integer, CustomTypeAdaptersTest"
com.google.gson.functional.PrintFormattingTest.testCompactFormattingLeavesNoWhiteSpace,"StringBuilder, TestTypes$BagOfPrimitives, Object, PrintFormattingTest, ArrayList, String, TestTypes$Nested, TestTypes$PrimitiveArray, Boolean, TestTypes$ClassWithTransientFields, Gson, Integer, Long, List"
com.google.gson.stream.JsonReaderTest.testHelloWorld,"JsonReader, StringReader, JsonReaderTest"
com.google.gson.stream.JsonWriterTest.testEmptyObject,"JsonWriterTest, JsonWriter, StringWriter"
com.google.gson.functional.FieldExclusionTest.testDefaultInnerClassExclusion,"StringBuilder, Object, GsonBuilder, FieldExclusionTest, Gson, FieldExclusionTest$Outer$Inner, FieldExclusionTest$NestedClass"
com.google.gson.functional.CustomSerializerTest.testBaseClassSerializerInvokedForBaseClassFields,"CustomSerializerTest, Object, JsonElement, TestTypes$Base, TestTypes$SubSerializer, GsonBuilder, TestTypes$BaseSerializer, Gson, Class, JsonObject, TestTypes$ClassWithBaseField"
com.google.gson.ParameterizedTypeImplTest.testNotEquals,"ParameterizedTypeImpl, Object, ParameterizedTypeImplTest, ParameterizedTypeImplTest$2, TypeToken"
com.google.gson.LowerCaseNamingPolicyTest.testAllUpperCase,"LowerCaseNamingPolicy, LowerCaseNamingPolicyTest"
com.google.gson.EscaperTest.testGreaterThanAndLessThanEscaping,"StringBuilder, String, Escaper, Character, Integer, EscaperTest"
com.google.gson.functional.PrimitiveTest.testPrimitiveIntegerAutoboxedDeserialization,"PrimitiveTest, Integer, Gson"
com.google.gson.JsonFieldNameValidatorTest.testValidFieldBeginsWithLetter,"JsonFieldNameValidatorTest, JsonFieldNameValidator"
com.google.gson.functional.EscapingTest.testEscapeAllHtmlCharacters,"Gson, List, EscapingTest, ArrayList"
com.google.gson.functional.ObjectTest.testJsonObjectSerialization,"JsonObject, GsonBuilder, ObjectTest, Gson"
com.google.gson.TypeInfoFactoryTest.testTypeVariableField,"Object, TypeInfo, Class, TypeInfoFactoryTest, TypeInfoFactory"
com.google.gson.functional.StringTest.testStringWithEscapedSlashDeserialization,"StringTest, Gson"
com.google.gson.functional.InternationalizationTest.testStringsWithRawChineseCharactersDeserialization,"StringBuilder, InternationalizationTest, Gson"
com.google.gson.JsonFieldNameValidatorTest.testDashesInFieldName,"JsonFieldNameValidatorTest, JsonFieldNameValidator"
com.google.gson.functional.StringTest.testAssignmentCharSerialization,"StringTest, Gson"
com.google.gson.functional.ParameterizedTypesTest.testVariableTypeDeserialization,"StringBuilder, Object, ParameterizedTypesTest$13, Arrays, ParameterizedTypesTest$ObjectWithTypeVariables, ParameterizedTypesTest, Gson, Iterable, Integer, Iterator, TypeToken"
com.google.gson.JsonObjectTest.testAddingStringProperties,"JsonObject, JsonObjectTest, JsonElement"
com.google.gson.ParameterizedTypeHandlerMapTest.testTypeHierarchyMultipleHandlers,"ParameterizedTypeHandlerMap, ParameterizedTypeHandlerMapTest"
com.google.gson.functional.PrimitiveTest.testReallyLongValuesSerialization,"PrimitiveTest, Long, Gson"
com.google.gson.functional.NullObjectAndFieldTest.testCustomTypeAdapterPassesNullDesrialization,"GsonBuilder, Object, Gson, NullObjectAndFieldTest, NullObjectAndFieldTest$2, JsonDeserializationContext"
com.google.gson.JsonFieldNameValidatorTest.testValidFieldBeginsWithUnderscore,"JsonFieldNameValidatorTest, JsonFieldNameValidator"
com.google.gson.functional.StringTest.testStringValueAsSingleElementArraySerialization,"StringTest, Gson"
com.google.gson.functional.VersioningTest.testVersionedClassesSerialization,"VersioningTest, Object, VersioningTest$Version1, VersioningTest$Version1_1, GsonBuilder, Gson"
com.google.gson.functional.DefaultTypeAdaptersTest.testBigIntegerFieldDeserialization,"StringBuilder, Object, DefaultTypeAdaptersTest$ClassWithBigInteger, Gson, DefaultTypeAdaptersTest, BigInteger"
com.google.gson.functional.MapTest.testMapSerializationEmpty,"Gson, MapTest$3, MapTest, LinkedHashMap, TypeToken"
com.google.gson.functional.MapTest.testMapSerializationWithIntegerKeys,"MapTest$10, Map, LinkedHashMap, Gson, Integer, MapTest, TypeToken"
com.google.gson.functional.CollectionTest.testCollectionOfStringsSerialization,"Gson, List, CollectionTest, ArrayList"
com.google.gson.functional.CollectionTest.testRawCollectionSerialization,"StringBuilder, TestTypes$BagOfPrimitives, String, Object, Integer, Arrays, CollectionTest, Gson, Boolean, Long"
com.google.gson.stream.JsonReaderTest.testMixedCaseLiterals,"JsonReader, StringReader, JsonReaderTest"
com.google.gson.functional.DefaultTypeAdaptersTest.testPropertiesSerialization,"Properties, Gson, DefaultTypeAdaptersTest"
com.google.gson.DefaultDateTypeAdapterTest.testDateSerialization,"DefaultDateTypeAdapterTest, DateFormat, JsonElement, DefaultTypeAdapters$DefaultDateTypeAdapter, Date"
com.google.gson.TypeInfoFactoryTest.testParameterizedTypeVariableArrayField,"Object, TypeInfoFactoryTest$7, Class, TypeInfo, TypeInfoFactoryTest, TypeToken, TypeInfoFactory"
com.google.gson.functional.MapTest.testMapStandardSubclassDeserialization,"Gson, MapTest, LinkedHashMap, TypeToken, MapTest$15"
com.google.gson.functional.ObjectTest.testArrayOfObjectsAsFields,"StringBuilder, TestTypes$BagOfPrimitives, String, Object, Integer, TestTypes$ClassWithObjects, TestTypes$ClassWithArray, Gson, Boolean, Long, ObjectTest"
com.google.gson.stream.JsonReaderTest.testReadEmptyObject,"JsonReader, StringReader, JsonReaderTest"
com.google.gson.LongSerializationPolicyTest.testStringLongSerialization,"LongSerializationPolicy, LongSerializationPolicyTest, JsonElement, JsonPrimitive, Long"
com.google.gson.FieldNamingStrategy2AdapterTest.testSimpleAdapter,"FieldNamingStrategy2AdapterTest, String, Field, Object, FieldNamingStrategy2Adapter, FieldNamingStrategy2, FieldNamingStrategy2AdapterTest$UpperCaseNamingStrategy, Class, FieldAttributes"
com.google.gson.functional.PrimitiveTest.testFloatNaNSerializationNotSupportedByDefault,"PrimitiveTest, Float, Gson"
com.google.gson.EscaperTest.testAmpersandEscaping,"StringBuilder, String, Escaper, Character, Integer, EscaperTest"
com.google.gson.TypeInfoFactoryTest.testArrayOfListTypeVariableWildcardField,"Object, Class, TypeInfo, TypeInfoFactoryTest$13, TypeInfoFactoryTest, TypeToken, TypeInfoFactory"
com.google.gson.functional.ObjectTest.testJsonInSingleQuotesDeserialization,"ObjectTest, Gson"
com.google.gson.functional.InternationalizationTest.testStringsWithUnicodeChineseCharactersDeserialization,"StringBuilder, InternationalizationTest, Gson"
com.google.gson.stream.JsonWriterTest.testTwoNames,"JsonWriterTest, JsonWriter, StringWriter"
com.google.gson.functional.DefaultTypeAdaptersTest.testBadValueForBigDecimalDeserialization,"Gson, DefaultTypeAdaptersTest"
com.google.gson.CamelCaseSeparatorNamingPolicyTest.testMultiCharSeparator,"CamelCaseSeparatorNamingPolicy, CamelCaseSeparatorNamingPolicyTest"
com.google.gson.functional.JsonParserTest.testBadFieldTypeForCustomDeserializerCustomTree,"JsonParserTest, JsonArray, JsonPrimitive, Gson, JsonObject, Integer"
com.google.gson.functional.ObjectTest.testEmptyCollectionInAnObjectDeserialization,"Collection, ObjectTest, Gson"
com.google.gson.JsonPrimitiveTest.testLongEqualsBigInteger,"JsonPrimitiveTest, Long, JsonPrimitive, BigInteger"
com.google.gson.TypeInfoFactoryTest.testListTypeVariableWildcardField,"TypeInfoFactoryTest$12, Object, Class, TypeInfo, TypeInfoFactoryTest, TypeToken, TypeInfoFactory"
com.google.gson.functional.MapTest.testParameterizedMapSubclassSerialization,"MapTest$MyParameterizedMap, String, LinkedHashMap, MapTest$12, Gson, MapTest, TypeToken"
com.google.gson.functional.JsonParserTest.testBadTypeForDeserializingCustomTree,"JsonParserTest, JsonArray, Gson, JsonObject, Integer"
com.google.gson.functional.ObjectTest.testPrivateNoArgConstructorDeserialization,"ObjectTest, Gson"
com.google.gson.JsonDeserializerExceptionWrapperTest.testRethrowJsonParseException,"JsonParseException, JsonDeserializerExceptionWrapperTest, JsonDeserializerExceptionWrapperTest$ExceptionJsonDeserializer, Object, JsonDeserializerExceptionWrapper"
com.google.gson.EscaperTest.testTabEscaping,"Escaper, EscaperTest"
com.google.gson.functional.PrimitiveTest.testPrimitiveDoubleAutoboxedDeserialization,"PrimitiveTest, Double, Gson"
com.google.gson.TypeInfoArrayTest.testPrimitiveArray,"TypeInfoArrayTest, TypeInfoArray"
com.google.gson.functional.PrimitiveTest.testNegativeInfinitySerialization,"PrimitiveTest, Double, GsonBuilder, Gson"
com.google.gson.stream.JsonReaderTest.testCharacterUnescaping,"JsonReader, StringReader, JsonReaderTest"
com.google.gson.functional.DefaultTypeAdaptersTest.testDefaultGregorianCalendarDeserialization,"GregorianCalendar, GsonBuilder, Gson, DefaultTypeAdaptersTest"
com.google.gson.functional.EnumTest.testEnumSubclass,"EnumTest$3, EnumTest, Object, Gson, EnumSet, TypeToken"
com.google.gson.functional.ObjectTest.testNullDeserialization,"ObjectTest, Gson"
com.google.gson.TypeInfoFactoryTest.testListStringWildcardField,"Object, TypeInfoFactoryTest$10, Class, TypeInfo, TypeInfoFactoryTest, TypeToken, TypeInfoFactory"
com.google.gson.functional.PrimitiveTest.testDoubleNaNSerializationNotSupportedByDefault,"PrimitiveTest, Double, Gson"
com.google.gson.functional.CustomDeserializerTest.testCustomDeserializerReturnsNull,"GsonBuilder, Object, CustomDeserializerTest$3, Gson, CustomDeserializerTest"
com.google.gson.functional.VersioningTest.testIgnoreLaterVersionClassDeserialization,"GsonBuilder, VersioningTest, Gson"
com.google.gson.stream.JsonReaderTest.testLenientUnnecessaryArraySeparators,"JsonReader, StringReader, JsonReaderTest"
com.google.gson.stream.JsonReaderTest.testStrictUnnecessaryArraySeparators,"JsonReader, StringReader, JsonReaderTest"
com.google.gson.functional.ObjectTest.testPrimitiveArrayFieldSerialization,"TestTypes$PrimitiveArray, StringBuilder, Object, Gson, ObjectTest"
com.google.gson.TypeInfoMapTest.testInvalidConstruction,"TypeInfoMap, TypeInfoMapTest"
com.google.gson.TypeInfoMapTest.testBasicGetters,"TypeInfoMapTest$2, TypeInfoMapTest, TypeToken, TypeInfoMap"
com.google.gson.TypeInfoTest.testObject,"TypeInfoTest, TypeInfo"
com.google.gson.functional.StringTest.testAssignmentCharDeserialization,"StringTest, Gson"
com.google.gson.functional.ObjectTest.testArrayOfArraysDeserialization,"ObjectTest$ArrayOfArrays, StringBuilder, TestTypes$BagOfPrimitives, Object, String, Boolean, Gson, Integer, Long, ObjectTest"
com.google.gson.JsonPrimitiveTest.testFloatEqualsDouble,"JsonPrimitiveTest, Float, Double, JsonPrimitive"
com.google.gson.functional.ReadersWritersTest.testTopLevelNullObjectSerializationWithWriter,"ReadersWritersTest, StringWriter, Gson"
com.google.gson.functional.NamingPolicyTest.testGsonWithNonDefaultFieldNamingPolicySerialization,"StringBuilder, Object, NamingPolicyTest, GsonBuilder, TestTypes$StringWrapper, Gson"
com.google.gson.ExposeAnnotationDeserializationExclusionStrategyTest.testNeverSkipExplicitlyExposedAnnotatedFields,"ExposeAnnotationDeserializationExclusionStrategy, ExposeAnnotationDeserializationExclusionStrategyTest, Class, FieldAttributes"
com.google.gson.TypeInfoFactoryTest.testNestedParameterizedTypeVariableField,"Object, TypeInfoFactoryTest$6, Class, TypeInfo, TypeInfoFactoryTest, TypeToken, TypeInfoFactory"
com.google.gson.functional.CollectionTest.testTopLevelCollectionOfIntegersDeserialization,"CollectionTest, CollectionTest$2, Collection, TypeToken, Gson, Integer, Iterator, Long"
com.google.gson.functional.PrimitiveTest.testFloatInfinityDeserialization,"PrimitiveTest, Float, Gson"
com.google.gson.functional.StringTest.testJavascriptKeywordsInStringSerialization,"StringBuilder, StringTest, Gson"
com.google.gson.functional.MapTest.testRawMapSerialization,"String, Map, LinkedHashMap, Gson, Integer, MapTest"
com.google.gson.JsonObjectTest.testAddingBooleanProperties,"JsonObject, JsonObjectTest, Boolean, JsonElement"
com.google.gson.stream.JsonReaderTest.testLenientSemicolonDelimitedArray,"JsonReader, StringReader, JsonReaderTest"
com.google.gson.functional.DefaultTypeAdaptersTest.testDefaultCalendarSerialization,"String, Calendar, GsonBuilder, Gson, DefaultTypeAdaptersTest"
com.google.gson.CamelCaseSeparatorNamingPolicyTest.testInvalidInstantiation,"CamelCaseSeparatorNamingPolicy, CamelCaseSeparatorNamingPolicyTest"
com.google.gson.functional.PrimitiveTest.testBigDecimalPreservePrecisionDeserialization,"PrimitiveTest, BigDecimal, Gson"
com.google.gson.functional.PrimitiveTest.testSmallValueForBigDecimalDeserialization,"PrimitiveTest, BigDecimal, Gson"
com.google.gson.functional.DefaultTypeAdaptersTest.testLocaleDeserializationWithLanguage,"Locale, Gson, DefaultTypeAdaptersTest"
com.google.gson.JsonStreamParserTest.testNoSideEffectForHasNext,"JsonStreamParser, JsonElement, JsonStreamParserTest"
com.google.gson.functional.CollectionTest.testLinkedListSerialization,"String, CollectionTest, LinkedList, Gson, CollectionTest$4, TypeToken, List"
com.google.gson.functional.StringTest.testEscapedCtrlRInStringSerialization,"StringTest, Gson"
com.google.gson.functional.DefaultTypeAdaptersTest.testDefaultGregorianCalendarSerialization,"String, GsonBuilder, Gson, DefaultTypeAdaptersTest, GregorianCalendar"
com.google.gson.functional.InheritanceTest.testSubClassDeserialization,"StringBuilder, TestTypes$BagOfPrimitives, Object, String, Integer, TestTypes$Nested, InheritanceTest, Gson, Boolean, Long, InheritanceTest$SubTypeOfNested"
com.google.gson.MixedStreamTest.testReadMixedStreamed,"MixedStreamTest, StringReader, Gson, JsonReader"
com.google.gson.JsonFieldNameValidatorTest.testInvalidFieldStartingWithNumbers,"JsonFieldNameValidatorTest, JsonFieldNameValidator"
com.google.gson.stream.JsonWriterTest.testNullName,"JsonWriterTest, JsonWriter, StringWriter"
com.google.gson.JsonPrimitiveTest.testBoolean,"JsonPrimitiveTest, JsonPrimitive"
com.google.gson.functional.DefaultTypeAdaptersTest.testTreeSetDeserialization,"Gson, DefaultTypeAdaptersTest, TreeSet, TypeToken, DefaultTypeAdaptersTest$2"
com.google.gson.TypeInfoArrayTest.testNestedParameterizedArray,"TypeInfoArray, TypeInfoArrayTest$5, TypeInfoArrayTest$4, TypeInfoArrayTest, TypeToken"
com.google.gson.stream.JsonWriterTest.testNullStringValue,"JsonWriterTest, JsonWriter, StringWriter"
com.google.gson.stream.JsonWriterTest.testStrings,"JsonWriterTest, JsonWriter, StringWriter"
com.google.gson.stream.JsonReaderTest.testPrematurelyClosed,"JsonReader, StringReader, JsonReaderTest"
com.google.gson.functional.DefaultTypeAdaptersTest.testUrlSerialization,"URL, Gson, DefaultTypeAdaptersTest"
com.google.gson.functional.ObjectTest.testBagOfPrimitivesSerialization,"StringBuilder, TestTypes$BagOfPrimitives, Object, String, Integer, Gson, Boolean, Long, ObjectTest"
com.google.gson.functional.PrintFormattingTest.testJsonObjectWithNullValuesSerialized,"String, PrintFormattingTest, GsonBuilder, Gson, JsonObject"
com.google.gson.functional.StringTest.testEscapingQuotesInStringSerialization,"StringTest, Gson"
com.google.gson.JsonPrimitiveTest.testIntegerEqualsBigInteger,"Integer, BigInteger, JsonPrimitive, JsonPrimitiveTest"
com.google.gson.JsonObjectTest.testPropertyWithQuotes,"JsonObject, JsonObjectTest, JsonPrimitive, Gson"
com.google.gson.functional.PrimitiveTest.testSmallValueForBigIntegerDeserialization,"PrimitiveTest, BigInteger, Gson"
com.google.gson.JsonFieldNameValidatorTest.testInvalidFieldStartingTwoDollarSigns,"JsonFieldNameValidatorTest, JsonFieldNameValidator"
com.google.gson.VersionExclusionStrategyTest.testDisallowNegativeValuesAndFailFast,"VersionExclusionStrategyTest, VersionExclusionStrategy"
com.google.gson.functional.DefaultTypeAdaptersTest.testLocaleSerializationWithLanguageCountryVariant,"Locale, Gson, DefaultTypeAdaptersTest"
com.google.gson.functional.ArrayTest.testInvalidArrayDeserialization,"ArrayTest, Gson"
com.google.gson.functional.SecurityTest.testJsonWithNonExectuableTokenSerialization,"GsonBuilder, String, SecurityTest, Gson"
